162,Add. 2020,Add. 2020,Add. 2020,Add. 2020,Add. 2020,Add. 2020,Add. 7200,Ar 7/229,Manuscrit 4122,Or. 2313,Sachau 162,Sachau 162,Sado no. 9,Syr 80
,,,,ܐܝܬܝ,,ܐܝܬܝ,ܐܝܬܝ,ܐܝܬܝ
,,,,ܗܘܝܬ,,ܗܘܝܬ,ܗܘܝܬ,ܗ̄ܘܝܬ
,,,,ܐܢܐ,,ܐܢܐ,ܐܢܐ,ܐܢܐ
,,,,ܐܚܝܩܪ,,ܚܝܩܪ,ܐܚܝܩܪ,ܐܚܝܩܪ
,,,,ܣܦܪܐ,,ܣܦܪܐ,ܣܦܪܐ,ܣܦܪܐ
,,,,ܕܝܠܗ,,ܕܡܠܟ,ܕܝܠܗ,ܕܝܠܗ
,,,,ܕܡܠܟܐ܆,,,ܕܡܠܟܐ,ܕܡܠܟܐ܂
,,,,ܘܟܕ,,,ܘܟܕ,ܘܟܕ
,,,,ܛܠܐ,,,ܛܠܝܐܗܘܝܬ܂,ܛܠܐ
,,,,ܗܘܝܬܐ܆,,,,ܗ̄ܘܝܬ܂
,,,,ܐܬܐܡܪ,,ܐܬܐܡܪ,ܐܬܐ̱ܡܪ,ܐܬܐ̱ܡܪ
,,,,ܗَܘܐܠܝ,,,ܗ̄ܘܠܝ܇,ܗ̄ܘܐ
,,ܠܝ,,,,ܠܝ,,ܠܝ
,,ܫܬܝܢܒܝܪ̈ܢ܂,,,,ܒܚܙܘܐ,,ـ
,,,,ܕܒܪܐܠܐ,,ܕܒܪܐܠܐ,ܕܒܪܐܠܐ,ܕܒܪܐܠܐ
,,,,ܗܘܐ,,ܗܘܐ,ܗ̄ܘܐܠܟ,ܗܘܐ
,,,,ܠܟ܆,,ܠܝܐܠܐܥܘܬܪܐܣܓ̈ܝܐܐܬܩܢܐ܂ܐܫ̈ܬܝܢܢܫ̈ܐܢܣܒܬ܂ܘܒܪܐܫ̈ܬܝܢܫܢ̈ܝܢ,,ܠܟ܂
,,,,ܘܥܘܬܪܐ,,,ܘܥܘܬܪܐ,ܘܥܘܬܪܐ
,,,,ܕܩܢܐ,,,ܕܒܢܐ,ܕܩܢܐ
,,,,ܗܘܝܬ,,ܗܘܝܬ,ܗܘܝܬ,ܗ̄ܘܝܬ
,,ܘܒܪܐܠܐܗܘܐ,,ܣܓܝ,,ܘܒܪܐܠܐܗܘܐ,ܣܓܝ,ܣܓܝ
,,ܘ,,ܗَܘܐ,,,ܗ̄ܘܐ,ܗ̄ܘܐ
,,ܠܝ,,,,ܠܝ,,
,,,,ܡܢ,,,ܡܢ,ܡܢ
,,ܡܢ,,,,ܡܢ,,
,,,,ܕܠܡܐܡܪ܆,,,ܕܠܡܐܡܪ܂,ܕܠܡܐܡܪ܂
,,ܚܕܐ,,ܫܬܝܢܢܫܝ̈ܢܢܣܒܬ,,ܚܕܐ,ܫܬܝܢܢܫܝ̈ܢܢܣܒܬ,ܫܬܝܢܢܫܝ̈ܢܢܣܒܬ
,,ܡܢܗ̈ܝܢ܂,,ܠܝ܆,,ܡܢܗܝܢ܂ܘܗܝܕܝܢ,ܠܝ܂,ܠܝ܂
,,,,,,,unclear,
,,,,ܘܒܢܝܬ,,,ܘܒܢܝܬ,ܘܒܢܝܬ
,,,,ܠܗܝܢ,,,ܠܗܘܢ,ܠܗܝܢ
,,,,ܫܬܝܢ,,,ܫܬܝܢ,ܫܬܝܢ
,,,,ܒܝܕ̈ܢܘܒܟܐ,,,ܒܝܪ̈ܢ,ܒܝܪ̈ܢ܂
,,,,,,,ܘܒܪܐ,ܘܒܪܐ
,,,,ܠܐܗܘܐ,,,ܠܐܗܘܐ,ܠܐܗܘܐ
,,,,ܠܝ܆,,,ܠܝ܂,ܠܝ܂
,,ܗܝܕܝܢ,,ܗܝܕܝܢ,,,ܗܝܕܝܢ,ܗܝܕܝܢ
,,,,ܐܢܐܐܚܝܩܪ,,,ܐܢܐܐܚܝܩܪ,ܐܢܐܐܚܝܩܪ
,,ܒܢܝܬܠܝ,,ܒܢܝܬܠܝ,,ܒܢܝܬܠܝ,ܒܢܝܬܠܝ,ܒܢܝܬܠܝ
,,ܥܠܝܬܐ,,ܥܠܝܬܐ,,ܥܠܬܐ,ܥܠ̄ܝܬܐ,ܥܠܝܬܐ
,,ܚܕ܂ܕܒܣܡܐ,,ܚܕܐ,,ܚܕܐ,ܚܕܐ,ܚܕܐ
,,ܪܒܬܐ܂,,ܪܒܬܐ܆,,ܪܒܬܐ܂,ܪܒܬܐ,ܪܒܬܐ
,,ܘܢܕܪܬ,,ܟܠܗ,,,ܟܠܗ,ܟܠܗ
,,,,ܩܝ̈ܣܐ܆,,,ܩܝ̈ܣܐ,ܩܝܣ̈ܐ܁
,,,,ܘܫܒܩܬܒܗ,,,ܘܫܒܩܬܒܗ,ܘܫܒܩܬܒܗ
,,,,ܢܘܪܐ܇,,,ܢܘܪܐ܂,ܢܘܪܐ܂
,,,,ܘܣܡܬܥܠܝܗ,,ܘܣܡܬܥܠܝܗ,ܘܣܡܬܥܠܝܗ,ܘܣܡܬܥܠܝܗ
,,,,ܣܒܪܐ,,ܨܘܪܐܛܒܐ܂ܘܐܣܩܬܕܒܚ̈ܐܠܡܪܝܐ܂,ܣܒܪܐ,ܣܒܪܐ
,,ܘܐܡܪܬ܂,,ܛܒܐ܆,,ܘܐܡܪܬ܂,ܛܒܐ,ܛܒܐ
,,ܕܐܘܢ,,,,ܐܝܢ,,܆
,,ܡܪܝܐ,,ܘܗܟܢ,,ܡܪܝܐ,ܘܗܟܢ,ܘܗܟܢ
,,ܐܠܗܐ܁ܗܒܠܝ,,ܐܡܪܬ܆,,,ܐܡܪܬ,ܐܡܪܬ܂ܐܘܢ܂
,,,,ܐܘܢ,,,ܐܘܢ,
,,,,ܐܠܗܐ,,ܐܠܗܐ,ܐܠܗܐ,ܐܠܗܐ
,,,,ܡܪܝ܆,,ܢܗܘܐܠܝܒܪܐ܂ܕܐܡܬܝܕܡܝܬܐܢܐܢܗܘܐܝܪܬܐܡܢܒܬܪ܂ܘܗܘܐܠܗܐܥܢܢܝܠܝܐܡܪ,ܡܪܝ,ܡܪܝ܆
,,,,ܕܟܕ,,,ܕܟܕ,ܕܟܕ
,,,,ܐܡܘܬ܆ܘܒܪܐܠܐܫܒܩ,,,ܐܡܘܬܒܪܐܠܐ܇ܒܢܝܢܫ̈ܐ܇,ܐܡܘܬ܆ܘܒܪܐܠܐܫܒܩ
,,,,ܐَܢܐ܆,,,,ܐ̄ܢܐ܂
,,,,ܡܢܐܐܡܪܝܢܥܠܝ,,,,ܡܢܐܐܡܪܝܢܥܠܝ
,,,,ܒܢܝ̈ܢܫܐ,,,,ܒܢܝܢ̈ܫܐـ
,,,,ܕܗܐܠܡܐܚܝܩܪܟܐܢܐܘܛܒܐܘܦܠܚ,,,ܕܗܐܠܡܐܚܝܩܪܟܐܢܐܘܛܒܐܘܦܠܚ,ܕܗܐܠܡܐܚܝܩܪܟܐܢܐܘܛܒܐܘܦܠܚ
,,,,ܠܐܠܗܐ܆,,,,ܠܐܠܗܐ܂
,,,,ܡܝܬܘܠܐܫܒܩܒܪܐ,,,ܡܝܬܘܠܐܫܒܩܒܪܐ,ܡܝܬܘܠܐܫܒܩܒܪܐ
,,,,ܠܩܒܘܪܬܗ,,,ܠܩܒܘܪܬܗ܂,ܠܩܒܘܪܬܗ
,,,,ܐܦܠܐ,,,ܐܦܠܐ,ܐܦܠܐ
,,,,ܒܪܬܐ܆,,,ܒܪܬܐ܂,ܒܪܬܐ܂
,,,,ܘܢܟܣܘ̈ܗܝ,,,,ܘܢܟܣܘ̈ܗܝ
,,,,ܐܝܟ,,,ܐܝܟ,ܐܝܟ
,,,,ܕܠܝܛܐ,,,ܕܠܝܛܐ܂,ܕܠܝܛܐ
,,,,ܝܪܬܐܠܐܗܘܐ,,,ܝܪܬܐܠܐܗܘܐ,ܝܪܬܐܠܐܗܘܐ
,,,,ܠܗܘ܂,,,ܠܗܘܢ,ܠܗܘܢ܂
,,,,ܐܠܐ,,,ܐܠܐ,ܐܠܐ
,,,,ܒܥܐܐَܢܐ,,,ܒܥܢܐ,ܒܥܢܐ
,,,,ܡܢܟ,,,ܡܢܟ,ܡܢܟ
,,,,ܐܠܗܐ,,,,ܐܠܗܐ
,,ܒܪܐ,,ܒܪܐ,,,ܒܪܐ,ܒܪܐ
,,ܕܟܪܐ,,ܕܒܪܐ,,,ܕܟܪܐ܂,ܕܟܪܐ܇
,,ܕܟܕܐܡܘܬܢܪܡܐܥܦܪܐܥܠ,,ܕܟܕܐܡܘܬܢܪܡܐܥܦܪܐܥܠ,,,ܕܟܕܐܡܘܬܢܪܡܐܥܦܪܐܥܠ,ܕܟܕܐܡܘܬܢܪܡܐܥܦܪܐܥܠ
,,ܥܝ̈ܢܝ܂ܗܝܕܝܢ,,ܥܝܢܝ̈܆,,,ܥܝܢܝ̈܂,ܥܝܢܝ̈܂
,,,,ܘܐܫܬܡܥܬܠܝ,,,ܘܐܫܬܡܥܬܠܝ,ܘܐܫܬܡܥܬܠܝ
,,ܗܕܐ,,,,,,
,,ܒܪܬܩܠܐ,,ܒܪܬܩܠܐ,,,ܒܪܬܩܠܐ,ܒܪܬܩܠܐ
,,,,,,,,ܗܕܐ
,,ܐܫܬܡܥܬ,,ܗܕܐ܆,,,ܗܘܐ܂ܐܘ,
,,ܠܝ܂,,ܐܘܐܚܝܩܪ,,ܠܝ܂,,ܐܘܐܚܝܩܪ
,,ܕܐܘ,,ܣܦܪܐ,,ܚܝܩܪ,,ܣܒܪܐ
,,ܐܚܝܩܪ,,ܘܚܟܝܡܐ܆,,,ܐܚܝܩܪ,ܘܚܟܝܡܐ܆
,,,,,,ܟܠܡܕܡ,,
,,,,ܟܠܡܕܡ,,,,
,,܂ܠܐܣܓܝܬܛܪܦ܂ܠܐܗܘܐ,,,,,ܣܦܪܐܘܚܟܝܡܐ,
,,,,,,,ܟܠܡܕܡ,ܟܠܡܕܡ
,,,,ܕܒܥܝܬ,,ܕܒܥܝܬ,ܕܒܥܝܬ,ܕܒܥܝܬ
,,,,ܡܢܝ,,ܡܢܝ,,ܡܢܝ
,,,,ܝܗܒܬ,,ܝܗܒܬ,ܝܗܒܬ,ܝܗܒܬ
,,,,ܠܟ܆,,ܠܟ܂,ܠܟ܂,ܠܟ܂
,,,,ܘܕܠܐ,,ܘܟܠܡܕܡܦܫܝܩܒܐܝܕ̈ܝܠܡܥܒܕ,ܘܕܠܐ,ܘܕܠܐ
,,,,ܒܢܝ̈ܢ,,,ܒܥܝ̈ܢ,ܒܢ̈ܝܢ
,,ܠܟ,,,,ܠܟ,,
,,ܒܪܐ܂,,,,ܘܠܐܒܢܝ̈ܐ,,
,,,,,,,,ܣܦܩ
,,,,,,,ܫܒܩܬܟ,
,,,,ܣܦܩ,,,ܣܦܩ,
,,,,,,ܫܒܩܬܟܣܦܩ,,
,,,,,,,ܠܟ,
,,,,ܠܟ܆,,ܠܟ܂,,ܠܟ܂
,,,,ܠܐܬܬܛܪܦ,,ܠܐ,ܠܐ,ܠܐܬܬܛܪܦ
,,,,,,ܬܬܬܥܝܩܐܘ,,
,,,,,,ܬܬܛܪܦ܂,ܬܬܛܪܦ܂,
,,ܐܠܐ,,ܐܠܐ,,ܐܠܐ,ܐܠܐ,ܐܠܐ
,,ܗܐ,,,,ܗܐ,ܗܐ,ܗܢ
,,ܢܕܢ,,,,,,
,,ܢܕܢܒܪ,ܢܕܢܒܪ,ܢܕܢܒܪ,,ܢܕܢܒܪ,ܢܕܢܒܪ,ܢܕܢܒܪ
,,ܚܬܟ,ܚܬܗالنقطمكانتفويت,ܚܬܟ܆,,ܚܬܟ,ܚܬܟ,ܚܬܟ܆
,,ܗܘ,,ܗܘ,,ܥܒܕܝܗܝ,ܗܘ,ܗܘ
,,ܥܒܕ,,ܢܗܘܐ,,,ܢܗܘܐ,ܢܗܘܐ
,,ܠܟ,,ܠܟ,,ܠܟ,ܠܟ,ܠܟ
,,ܒܪܐ܂,,ܒܪܐ܆ܘܥܡ,,ܒܪܐ܂,ܒܪܐܥܡ,ܒܪܐ܂
,,ܐܝܢܐܕܡܢܬܪܒܝܬܗܟܠܡܕܡܬܫܟܚܠܡܠܦܘܬܗ܂ܗܝܕܝܢ,,,,,,ܘܥܡ
,,ܟܕ,,ܬܪܒܝܬܐ,,ܟܕ,ܬܪܒܝܬܐ,ܬܪܒܝܬܐ
,,,,ܕܩܘܡܬܗ܆,,,ܕܩܘܡܬܗ,ܕܩܘܡܬܗ܆
,,,,ܡܫܟܚ,,,ܡܫܟܚ,ܡܫܟܚ
,,,,ܐܢَܬ,,,ܐܢ̄ܬ,ܐܢ̄ܬ
,,,,ܠܡܠܦܘܬܗ,,,ܠܡܠܦܘܬܗ,ܠܡܠܦܘܬܗ
,,,,ܟܠܡܕܡ܇,,,ܟܠ,ܟܠ
,,,,,,,ܡܕܡ,ܡܕܡ܂
,,,,ܘܟܕ,,,ܘܟܕ,ܘܟܕ
,,,,ܗܠܝܢ,,ܗܠܝܢ,ܗܠܝܢ,ܗܠܝܢ
,,ܫܡܥܬ,,ܫܡِܥܬ,,ܫܡܥܬ,ܫܡܥܬ܂,ܫܡܥܬ
,,ܗܕܐ܁ܢܣܒܬ,,ܬܘܒܟܪܝܬܠܝ,,ܦܘܩܕܢܐܥܒܕܬ܂ܘܢܣܒܬ,ܬܘܒܟܪܝܬܠܝ,ܬܘܒܟܪܝܬܠܝ
,,,,ܘܐܡܪܬ܆,,,ܐܡܪܬ܂,ܘܐܡܪܬـ
,,,,ܐܘܐܠܗܐ,,,ܐܘܐܠܗܐ,ܐܘܐܠܗܐ
,,,,ܡܪܝ܆,,,ܡܪܝ,ܡܪܝ܆
,,,,ܐܢܬܬܠܠܝܒܪܐ,,,ܐܢܬܬܠܠܝܒܪܐ,ܐܢܬܬܠܠܝܒܪܐ
,,ܠܢܕܢܒܪ,,ܠܢܕܢܒܪ,,ܠܢܕܢܒܪ,ܠܢܕܢܒܪ,ܠܢܕܢܒܪ
,,ܚܬܝ,,ܚܬܝ܆,,ܚܬܝ܂,ܚܬܝ,ܚܬܝ܂
,,ܘܗܘܐܠܝܒܪܐ܂܂,,ܘܬܘܒܡܕܡܦܬܓܡܐܠܐܐܬܦܢܝ,,ܐܫܠܡܬܗܠܡܝ̈ܩܢܬܐܬܡ̈ܢܐ܂ܘܫܡܢܬܗܒܫܘܡܢܐܘܕܒܫܐܘܚܘܬܐ܂ܘܐܠܒܫܬܗ,ܘܬܘܒܡܕܡܦܬܓܡܐܠܐܐܬܦܢܝ,ܘܬܘܒܡܕܡܦܬܓܡܐܠܐܐܬܦܢܝ
,,,,ܠܝ܆,,,ܠܝ,ܠܝ
,,,,ܘܦܘܩܕܢܗ,,,ܘܦܘܩܕܢܗܝܥܒܕܬ܂,ܘܦܘܩܕܢܗ
,,,,ܥܒܕܬ܆,,,,ܥܒܕܬ
,,,,ܘܢܣܒܬܠܝܠܢܕܢܒܪ,,,ܘܢܣܒܬܠܝܠܢܕܢܒܪ,ܘܢܣܒܬܠܝܠܢܕܢܒܪ
,,,,ܚܬܝ,,,ܚܬܝ,ܚܬܝ܂
,,,,ܘܡܛܠ,,,ܒܪܐ܂ܡܛܠ,ܘܡܛܠ
,,,,ܕܛܠܐ,,,ܕܛܠܐ,ܕܛܠܐ
,,,,ܗَܘܐ܆,,,ܗ̄ܘܐ,ܗ̄ܘܐ
,,,,ܐܫܠܡܬ,,,ܐܫܠ̱ܡܬ,ܐܫܠܡܬ
,,,,ܠܗ,,,ܠܗ,ܠܗ
,,,,ܬܡܢܐ,,,ܬܡܢ̈ܐ,ܬܡܢܐ
,,,,ܡܝ̈ܢܩܢ܆,,,ܡܝܢ̈ܩܢ܂,ܡܝܢ̈ܩܢ܂
,,,,ܘܪܒܝܬܗܠܒܪܝܒܕܒܫܐ,,,ܘܪܒܝܬܗܠܒܪܝܒܕܒܫܐ,ܘܪܒܝܬܗܠܒܪܝܒܕܒܫܐ
,,,,ܘܒܚܐܘܬܐ,,,ܘܒܚܐ̱ܘܬܐ܂,ܘܒܚܐܘܬܐ܂
,,,,ܘܐܓܣܬܗܥܠ,,,ܘܐܓܣܬܗܥܠ,ܘܐܓܣܬܗܥܠ
,,,,ܡܝ̈ܠܬܐ܆ܘܐܠܒܫܬܗ,,,ܛܠܝܬ̈ܐܐܐܠܒܫܬܗ,ܡܝܠ̈ܬܐ܂ܘܐܠܒܫܬܗ
,,,,ܒܘܨܐ,,ܒܘܨܐ,ܒܘܨܐ,ܒܘܨܐ
,,,,ܘܐܪܓܘܢܐ,,ܘܐܪܓܘܢܐ܂,ܘܐܪܘܢܐ,ܘܐܪܓܘܢܐ܂
,,,,ܘܪܒܐ,,ܘܪܒܐ,ܘܪܒܐ,ܘܪܒܐ
,,,,ܒܪܝ,,,ܒܪܝ,ܒܪܝ
,,,,ܘܫܘܚܐܝܟ,,ܘܫܘܚܐܝܟ,ܘܫܘܚܐܝܟ,ܘܫܘܚܐܝܟ
,,,,ܐܪܫܐ܆,,ܐܪܙܐ܂,ܐܪܙܐ܆,ܐܪܢܐ܂
,,,,ܘܟܕܪܒܐ,,ܘܟܕܪܒܐ,ܘܟܕܪܒܐ,ܘܟܕܪܒܐ
,,,,ܐܠܦܬܗܣܦܪܐ,,ܐܠܦܬܗܣܦܪܐ,ܒܪܝܐܠܦܬܗ܂ܣܦܪܐܘܚܟܡ̱ܬܐܦܘܢܝܗܕܡܠܟܐ,ܐܠܦܬܗܣܦܪܐ
,,,,ܘܚܟܡܬܐ܆,,ܘܚܟܡܬܐ܂,,ܘܚܟܡܬܐ܂
,,,,ܘܟܕܐܬܐܡܪܝ,,ܒܚܕܡܢܝܘ̈ܡܝܢܩܪܢܝ܂,ܘܟܕܐܬܐܡܪܝ,ܘܟܕܐܬܐܡܪܝ
,,,,ܡܠܟܐ,,ܡܠܟܐ,ܡܠܟܐ,ܡܠܟܐ
,,,,ܡܢܐܝܟܐ,,ܣܢܚܪܝܒ,ܡܢܐܝܟܐ,ܡܢܐܝܟܐ
,,,,ܕܐܙܠ܆,,,ܕܐܙܠ,ܕܐܙܠ܂ܩܪܢܝ
,,,,ܩܪܢܝܘܐܡܪ,,ܘܐܡܪܠܝ܂,ܩܪܢܝܘܐܡܪ,ܘܐܡܪܠܝ܂
,,,,ܠܝ܆,,ܚܝܩܪܣܦܪܐܚܟܝܡܐ܂ܣܓܝܣܐܒܬ܂,ܠܝܐܘܐܚܝܩܪܣܦܪܐܚܟܝܡܐ,
,,,,ܐܘܐܚܝܩܪܣܦܪܐܘܚܟܝܡܐ,,,,ܐܘܐܚܝܩܪܣܦܪܐܘܚܟܝܡܐ
,,,,ܘܒܢܠ,,,ܘܒܥܠ,ܘܒܥܠ
,,,,ܬܪܥܝܬܐ,,,ܬܪܒܝܬܐ,ܬܪܥܝܬܐ
,,,,ܕܝܠܝ܆,,,ܕܝܠܝ܂,ܕܝܠܝ܂
,,,,ܟܕܬܣܐܒ,,,ܟܕܬܣܐܒ,ܟܕܬܣܐܒ
,,,,ܘܬܡܘܬ܆,,,ܘܬܡܘܬ,ܘܬܡܘܬ܆
,,,,,,ܡܢܒܬܪܟ,ܡܢܒܬܪܟ,
,,,,ܡܢܘ,,ܡܢܘ,ܡܢܘ,ܡܢܘ
,,,,ܟܝ,,ܢܫܡܫܢܝܐܘܢܦܠܚܢܝ܂,ܟܝ,ܟܝ
,,,,ܡܢܒܬܪܟ,,,,ܡܢܒܬܪܟ
,,,,,,,ܢܦܠ̱ܚܢܝ,
,,,,ܢܦܠܚܢܝ,,,,ܢܦܠܚܢܝ
,,,,,,,ܐܟܘܬܟ,
,,,,,,,,ܐܟܘܬܟ
,,,,ܐܟܘܬܟ܆,,,ܦܘܢܝܗܕܐܚܝܩܪܠܡܠܟܐ,
,,,,,,,,܂
,,,,ܘܥܢܝܬ,,ܘܥܢܝܬ,ܘܥܢܝܬ,ܘܥܢܝܬ
,,,,ܘܐܡܪܬ,,ܘܐܡܪܬ܂,ܘܐܡܪܬ,ܘܐܡܪܬ
,,,,ܠܗ܆,,,ܠܗ܆,ܠܗ܂
,,,,ܠܥܠܡ,,ܠܥܠܡ,ܠܥܠܡ,ܠܥܠܡ
,,,,ܚܝ,,ܬܗܘܐܡܠ܏ܟܘܟ܇ܡܠܟܘܬܟ܇,ܚܝ,ܚܝܝ
,,,,ܡܪܝ,,,ܡܪܝ,ܡܪܝ
,,,,ܡܠܟܐ܆,,,ܡܠܟܐ܂,ܡܠܟܐ܂
,,,,ܐܝܬ,,ܐܝܬ,ܐܝܬ,ܐܝܬ
,,,,ܠܝ,,ܠܝ,,ܠܝ
,,,,ܒܪܐ,,ܒܪܐ,ܒܪܐ,ܒܪܐ
,,,,ܕܐܟܘܬܝ,,ܕܐܟܘܬܝ,ܕܐܟܘܬܝ,ܕܐܟܘܬܝ
,,,,ܚܟܝܡ܆,,ܚܟܝܡ,ܚܟܝܡ܂,ܚܟܝܡ܂
,,,,ܘܝܕܥ,,ܘܝܕܥ,ܘܝܕܥ,ܘܝܕܥ
,,,,ܐܟܘܬܝܣܦܪܐ,,ܣܦܪܐ܂ܘܐܡܪܠܝܙܠܐܝܬ܏ܝܘ,ܐܟܘܬܝܣܦܪܐ,ܐܟܘܬܝܣܦܪܐ
,,,,ܘܝܠܦ,,,ܘܝܠܝܦ܂,ܘܝܠܝܦ܂
,,,,,,ܐܝܬܘܗܝ,,
,,,,ܘܐܡܪܠܝܡܠܟܐ,,ܨܝܕܝܕܐܚܙܝܘܝܗܝ܂,ܘܐܡܪܠܝܡܠܟܐ,ܘܐܡܪܠܝܡܠܟܐ
,,,,ܐܝܬܘܗܝ,,,,ܐܝܬܘܗܝ
,,,,,,,ܐܝܬܝ,
,,,,,,ܐܢܡܫܟܚ,,
,,,,ܘܐܚܙܝܘܗܝ,,ܢܫܡܫܢܝܘܢܩܘܡܒܕܘܟܬܟ܂ܘܐܢܬܙܠܐܬܢܝܚܘܟܕܕܒܪܬܗܠܢܘܐܩܝܡܬܗܩܕܡ܏ܘܩܕܡܘܗܝܟܕܚܙܝܗܝܡܠܟܘܐܡܪܠܝ܂,ܘܐܚܙܝܘܗܝ,ܘܐܚܙܝܘܗܝ
,,,,,,,,܆
,,,,ܐܢܡܫܟܚ,,,ܐܢܡܫܟܚ,ܐܢܡܫܟܚ
,,,,ܠܡܩܡ,,,ܠܡܩܡ,ܠܡܩܡ
,,,,ܩܕܡܝ,,,ܩܕܡܝ܂,ܩܕܡܝ
,,,,ܠܟ,,,ܠܟ,ܠܟ
,,,,ܐܫܪܐ,,,ܐܫܪܗ,ܐܫܪܐ
,,,,ܒܢܝܚܐ܆,,,ܒܢܝܚܐ܂,ܒܢܝܚܐ܂
,,,,ܘܬܕܒܪ,,,ܘܬܕܒܪ,ܘܬܕ܂܂ܒܪ
,,,,ܣܝܒܘܬܐ,,,ܣܝܒܘܬܐ,ܣܝܒܘܬܐ
,,,,ܒܐܝܩܪܐ,,,ܘܐܝܩܪܐ,ܒܐܝܩܪܐ
,,,,ܥܕ,,,ܥܕ,ܥܕ
,,,,ܝܘܡ̈ܝܟ,,,ܝܘܡܝ̈ܟ,ܝܘܡ̈ܝܟ
,,,,ܬܫܡܠܐ,,,ܬܫܡܠܐ,ܬܫܡܠܐ܂
,,,,ܗܝܕܝܢ,,,ܗܝܕܝܢ,ܗܝܕܝܢ
,,,,ܕܒܪܬܗ,,,ܕܒܪܬܗܝ,ܕܒܪܬܗ
,,,,ܠܢܕܢ,,,ܠܢܕܢ,ܠܢܕܢ
,,,,ܒܪܝ,,,ܒܪܝ,ܡܪܝ
,,,,ܘܩܕܡ,,,ܩܕܡܡܠܟܐܐܩܝܡܬܗ܂,ܘܩܕܡ
,,,,,,,ܘܟܕ,
,,,,,,,ܚܙܝܘܗܝ,
,,,,ܡܠܟܐ,,,ܡܠܟܐ,ܡܠܟܐ
,,,,ܐܩܝܡܬܗ܆,,,,ܐܩܝܡܬܗ܂
,,,,ܘܟܕ,,,,ܘܟܕ
,,,,ܚܙܝܗܝ,,,,ܚܙܝܗܝ
,,,,ܡܪܝ,,,ܡܪܝ,ܡܪܝ
,,,,ܡܠܟܐܐܡܪ܆ܝܘܡܐܠܡܕܝܘܡܢܐ,,,ܐܡܪܝܘܡܢܐ,ܡܠܟܐܐܡܪ܆ܝܘܡܐܠܡܕܝܘܡܢܐ
,,,,ܢܗܘܐܒܪܝܟ,,ܢܗܘܐܒܪܝܟ,ܢܗܘܐܒܪܝܟ,ܢܗܘܐܒܪܝܟ
