Brit_Libr_Or_9321,Brit_Mus_Add_7209,Cod_Arab_236,DFM_00614,Mingana_Syr_258,Sachau_290_Sachau_339,Vat_sir_159
,نادناليّ,اليعنده_وكانيعلمه,اليَّ,اليَّ,,الىّوهممتبتعليمه
,وكنتاعلمه,,وكنتاعلمه,وكنتاعلمه,وكنتاعلمه,
,,,,,,حتى
,الليلوالنهار,الليلوالنهار,الليلوالنهار,وافهمه,الليلوالنهار_,اكتفى
,,,حتى,حتى,حتى,
,حتي,حتي,,,,
,اشبعته,اشبعه,اشبعته,اشبعته,اشبعته,
,علم,علم,علم,علم,علم,علم
,وحكمه,وحكمه,حكمه,وحكمه,وحكمةومعرفة,وحكمه
,ومعرفه,ومعرفه_,ومعرفه,,,وكلشىيحتاجاليه
,اكثر,اكتر,اكثر,,اكثر,
من,من,من,من,,من,
التعليمالذيكنتالقنهلابني,,,أكل,,,
حتى,,,,حتى,,
أوعيتشبعًاالعلمنذآن,,,,صارقاري,,
مثل,,,,مثل,,
الخبز,الخبز,الخبز,الخبز,الماي_وهكذا,الخبز,
والمآء_,والمايوهكذي,والماء,وشربالمآء,,والماء_,
,,هكداكانيعلمهويقول,هكذا,,هكذا,
,كنتاعلمه,,كنتاعلمه,كنتاعلمه,كنتاعلمه,
,واقول,,وأقول,واقول,واقول,
,له,له,له,له,له,
,,هدا,,انا,,
الامثال,الامثال,الامثال,الامثال,,الامثال,
التىعلّمهااحيقارلندانابناخته_,,هدهامثال,ܩܘܠܚܩܐܪܐܠܚܟܝܡܘܐܡܐܐܠܗ:,,,
,,حيقارالحكيم,,حيقارالحكيم_,,
,,,,وايضامن,,
,علم,,,علم,,علم
,حيقر,,,حيقار,,حيقار
,الحكيم,,,الحكيم,,
,وامثاله,,,وامثاله,,وامثاله
,حسنين,الحسنين,قال,الحسنين_,,قال
,,,,يقولهكذاعلىتكلاالله,,
