162,Add. 2020,Add. 2020,Add. 2020,Add. 2020,Add. 2020,Add. 2020,Add. 7200,Ar 7/229,Manuscrit 4122,Or. 2313,Sachau 162,Sachau 162,Sado no. 9,Syr 80
,,,,ܗܘܝܬܠܝܒܪܝ,ܗܘܝܬܠܝܒܪܝ,,ܗܘܝܬܠܝܒܪܝ,ܗܘܝܬܠܝܒܪܝ
,,,,,ܐܝܟ,,ܐܝܟ,ܐܝܟ
,,,,ܥܙܐ,ܥܙܐ,,ܥܙܐ,ܥܙܐ
,,,,ܕܩܢܬ,ܕܩܝܡܐܗܘܐ,,ܕܩܡܬ,ܕܩܡܐ
,,,,ܥܠ,ܥܠ,,ܥܠ,ܥܠ
,,,,ܦܘܬܐܘܐܟܠܬ,ܐܘܓܐܘܟܬܒܬܘܐܡܪܠܗܐܘܓܐ܂ܡܛܠܡܢܐܐܟܠܐܐܝܬܝܠܝ܂ܕܡܫܟܟܝ,,ܦܘܬܐܘܐܟܠܬ,ܦܘܬܐܘܐܟܠܬ
,,,,ܡܢܗ܆,,,ܡܢܗ܂,ܡܢܗ܂
,,,,ܐܡܪܐܠܗܦܘܬܐ,,,ܐܡܪܐܠܗܦܘܬܐ,ܐܡܪܐܠܗܦܘܬܐ
,,,,ܗَܝ܆,,,ܗܝ,ܗܝ܆
,,,,ܥܠܡܘܢܐܟܠܬܝ,,,ܥܠܡܘܢܐܟܠܬܝ,ܥܠܡܘܢܐܟܠܬܝ
,,,,,,,ܠܝ,ܠܝ
,,,,ܕܗܐ,,,ܕܗܐ,ܕܗܐ
,,,,ܓܠܕܢܝ,,,ܓܠܘܕܟܝ,ܓܠܕܟܝ
,,,,ܒܥܩܪܝ,ܒܥܩܪܝ,,ܒܥܩܪܝ,ܒܥܩܪܝ
,,,,ܦܠܚܝܢ,ܦܠܚܝܢ,,ܦܠܚܟ,ܦܠܚܝܢ
,,,,ܠܗ܆,ܠܗ܂,,ܠܗ܂,ܠܗ܂
,,,,ܥܢܬ,ܐܡܪܐܠܗ,,ܥܢܬ,ܥܢܬ
,,,,ܥܙܐ,ܥܙܐ,,ܥܙܐ,ܥܙܐ
,,,,ܘܐܡܪܬܠܗ,ܐܟܠܟܒܢܝܚ,,ܘܐܡܪܬܠܗ,ܘܐܡܪܬܠܗ
,,,,ܒܚܝ̈ܐ,,,ܒܚ̈ܝ,ܒܚܝ̈ܐ
,,,,,ܘܒܡܘܬܝ,,,
,,,,ܐܟܘܠ,ܡܢܥܩܪܟܢܥܩܪܘܢܟ܂ܘܗܘܝܬܠܝܒܪܝܐܝܟܗܘܕܫܪܐ,,ܐܟܘܠ,ܐܟܘܠ
,,,,ܡܢܟܝ܆,,,ܡܢܟ܂ܒܡܘܬܢܥܩܪܘܢܟܝ,ܡܢܟܝ
,,,,ܘܒܡܘܬܝ,,,,ܘܒܡܘܬܝ
,,,,ܢܩܪܘܢܟܝ,,,,ܢܥܩܪܘܢܟܝ܂
,,,,ܗܘܝܬܠܝܒܪܝܐܝܟ,,,ܗܘܝܬܠܝܒܪܝܐܝܟ,ܗܘܝܬܠܝܒܪܝܐܝܟ
,,,,ܐَܢܫ,,,ܐ̄ܢܫ,ܐ̄ܢܫ
,,,,ܕܫܕܐ,,,ܕܫܕܐ,ܕܫܕܐ
,,,,ܟܐܦܐ,ܟܐܦܐ,,ܟܐܦܐ,ܟܐܦܐ
,,,,ܠܫܡܝܐ܆,ܠܫܡܝܐ܂,,ܠܫܡܝܐ܂,ܠܫܡܝܐ܂
,,,,ܘܠܫܡܝܐܠܐ,ܘܠܫܡܝܐܠܐ,,ܘܠܫܡܝܐܠܐ,ܘܠܫܡܝܐܠܐ
,,,,ܡܛܬ܆,ܡܛܬ܂,,ܡܛܬ,ܡܛܬ܂
,,,,ܘܚܛܗܐܡܢܐܠܗܐ,ܘܚܛܗܐܡܢܐܠܗܐ,,ܘܚܛܗܐܡܢܐܠܗܐ,ܘܚܛܗܐܡܢܐܠܗܐ
,,,,ܩܒܠ܆,ܩܒܠ܂ܗܘܝܬܠܝ,,ܐܩܒܠ,ܩܒܠ܂ܗܘܝܬܠܝ
,,,,ܗܘܝܬܠܝ,ܒܪܝܐܝܟܗܘ,,ܗܘܝܬܠܝ,
,,,,ܒܪܝ܆,,,ܒܪܝ,ܒܪܝ܆
,,,,ܐܝܟ,,,ܐܝܟ,ܐܝܟ
,,,,ܐَܢܫ,,,ܐܢܫܕܫ,ܐ̄ܢܫ
,,,,ܕܚܙܐܠܚܒܪܗ,ܕܚܙܐܠܚܒܪܗ,,ܕܚܙܐܠܚܒܪܗ,ܕܚܙܐܠܚܒܪܗ
,,,,ܕܪܥܠ,ـܕܪ[܂܂]ܠ,,ܕܪܥܠ,ܕܪܥܠ
,,,,ܡܢ,ܡܢ,,ܡܢ,ܡܢ
,,,,ܩܘܪܫܐ܆,ܩܘܪܫܗ܂,,ܩܘܪܫܐ,ܩܘܪܫܐ
,,,,ܘܫܩܠ,ܘܫܩܠ,,ܘܫܩܐܕܘܠܕܡܝܐܘܐܪܡܝ܂ܥܠܘܗܝ,ܘܫܩܠ
,,,,ܕܘܠܐܕܡܝ̈ܐܘܐܪܡܝ,ܥܪܒܐܕܡ̈ܝܐܘܪܡܐ,,,ܕܘܠܐܕܡܝ̈ܐܘܐܪܡܝ
,,,,ܥܠܘܗܝ܆,ܥܠܘܗܝ܂,,,ܥܠܘܗܝ܂
,,,,ܠܘܝ,ܠܘܝ,,ܠܘܝ,ܠܘܝ
,,,,,ܕܝܢ,,,
,,,,ܒܪܝ,ܒܪܝ,,ܒܪܝ,ܒܪܝ
,,,,ܕܡܐ,ܡܐ,,ܕܡܐ,ܕܡܐ
,,,,ܕܩܛܠܬܢܝܡܫܟܚܗܘܝܬ,ܕܩܛܠܬܢܝܡܫܟܚܗܘܝܬ,,ܕܩܛܠܬܢܝܡܫܟܚܗܘܝܬ,ܕܩܛܠܬܢܝܡܫܟܚܗܘܝܬ
,,,,ܕܬܡܠܐ,ܕܬܩܘܡܒܕܘܟܬܝ܁ܗܘܝܬ,,ܕܬܬܡܠܐܕܘܟܬܐ,ܕܬܡܠܐ
,,,,ܕܘܟܬܝ܆,,,,ܕܘܟܬܝ܂
,,,,ܬܗܘܐ,,,ܬܗܘܐ,ܬܗܘܐ
,,,,ܕܝܢ,ܕܝܢ,,ܕܝܢ,ܕܝܢ
,,,ܝܕܥ,ܝܕܥ,ܝܕܥ,,ܝܕܥ,ܝܕܥ
,,,ܒܪܝ,ܒܪܝ܆,ܐܢܬܒܪܝ܂,,ܒܪܝ,ܒܪܝ܆
,,,ܕܐܠܘ,ܕܐܢܢܐܪܟ,ܕܐܠܘ,,ܕܐܢܢܐܪܟ,ܕܐܢܢܐܪܟ
,,,ܐܪܟ,,ܢܪܒܐܕܘܢܒܐ,,,
,,,ܕܘܢܒܗ,ܕܘܢܒܗ,,,ܕܘܢܒܗ,ܕܘܢܒܗ
,,,ܕܚܙܝܪܐܫܒܥ,ܕܚܙܝܪܐܫܒܥ,ܕܚܙܝܪܐܫܒܥ,,ܕܚܙܝܪܐܫܒܥ,ܕܚܙܝܪܐܫܒܥ
,,,ܐܡܝ̈ܢ܆,ܐܡܝ̈ܢ܆,ܐܡܝܢ܂ܒܕܘܟܬܣܘܣܝܐ,,ܐܡܝܢ,ܐܡܝ̈ܢ܆
,,,ܒܕܘܟܬܗ,ܚܠܦ,,,ܚܠܦ,ܚܠܦ
,,,ܕܣܘܣܝܐ,ܕܣܘܣܝܐ,,,ܕܣܘܣܝܐ,ܕܣܘܣܝܐ
,,,ܠܐ,ܠܐ,ܠܐ,,ܠܐ,ܠܐ
,,,ܩܐܡ܂,ܩܐܡ܆,ܩܐܡ܂,,ܘܐܡ܂,ܩܐܡ܂
,,,ܘܐܢܢܗܘܐ,ܘܐܢܢܗܘܐ,ܘܐܢܢܗܘܐ,,ܘܐܢܢܗܘܐ,ܘܐܢܢܗܘܐ
,,,,ܣܥܪܗ,,,ܣܥܪܗ,
,,,,ܫܦܝܪܘܪܟܝܟ܆,ܪܟܝܟ,,ܪܟܝܟ,
,,,ܣܥܪܗ,,ܣܥܪܗ,,,ܣܥܪܗ
,,,ܕܪܟܝܟܐܝܟܒܘܨܐ,,ܘܩܘܙ܂,,,ܪܟܝܠ
,,,ܡܡܬܘܡ,,ܡܡܬܘܡ,,ܘܫܦܝܪ,ܘܫܦܝܪ
,,,,,,,,܆
,,,ܥܠܓܘܫܡܐ,ܥܠܓܘܫܡܐ,ܥܠܓܘܫܡܐ,,ܥܠܓܘܫܡܐ,ܥܠܓܘܫܡܐ
,,,ܕܒܢ̈ܝ,ܕܒܢܝ̈,ܕܒ̈ܢܝ,,ܕܒܢ̈ܝ,ܕܒܢ̈ܝ
,,,ܚܐܪ̈ܐܠܐ,ܚܐܪ̈ܐܠܐ,ܚܐܪ̈ܐܠܐ,,ܚܐܪ̈ܐܠܐ,ܚܐܪ̈ܐܠܐ
,,,ܣܠܩ܂,ܩܐܡ܆,ܣܠܩ܂,,ܩܐܡ܂,ܩܐܡ܂
,,,܂܂܂܂܂܂܂٦٢܆,,ܒܪܝ,,,
,,,,ܐܢܐܐܡܪܬ,ܐܢܐܐܡܪܬ,,ܐܢܐܐܡܪܬ,ܐܢܐܐܡܪܬ
,,,,,,,,ܒܪܝ
,,,,ܕܬܗܘܐ,ܕܬܗܘܐ,,,ܕܬܗܘܐ
,,,,ܒܪܝ,,,ܒܪܝ,
,,,,,ܚܠܦܝ܂,,,ܚܠܦܝ
,,,,ܚܠܦܝ̈܆,,,ܕܗܘܐܚܠܦ,
,,,,ܘܒܝܬܝ,ܘܒܝܬܝ,,ܘܒܝܬܝ,ܘܒܝܬܝ
,,,,ܩܢܝܢܝ̈,ܘܢܟ̈ܣܝܐܢܬ,,ܘܩܫܝܫ̈ܝ,ܘܩܢܝܬ̈ܝ
,,,,ܬܩܢܐ,ܬܩܢܐ,,ܬܩܢܐ,ܬܩܢܐ
,,,,,ܐܢܘܢ,,ܘܬܐܪܬܐ,ܘܬܐܪܬ܆
,,,,ܘܬܐܪܬ,ܘܬܐܪܬ,,,
,,,,ܘܠܐܫܦܪܬܠܐܠܗܐ܆,ܐܢܘܢ܂ܘܠܐܠܗܐ,,,ܘܠܐܫܦܪܬܠܐܠܗܐ܆
,,,,,ܠܐ,,ܠܐ,
,,,,,ܫܦܪ,,ܫܦܝܪܠܐܠܗܐ,
,,,,ܘܠܐܫܡܥ,ܘܠܐܫܡܥ,,ܘܠܐܫܡܥ,ܘܠܐܫܡܥ
,,,,ܒܩܠܟ܆,ܒܩܠܟ܂,,ܒܩܠܟ܂,ܒܩܠܟ܂
,,,ܗܘܝܬܠܝܒܪܝܐܝܟܐܪܝܐܕܦܓܥ,ܗܘܝܬܠܝܒܪܝܐܝܟܐܪܝܐܕܦܓܥ,ܗܘܝܬܠܝܒܪܝܐܝܟܐܪܝܐܕܦܓܥ,,ܗܘܝܬܠܝܒܪܝܐܝܟܐܪܝܐܕܦܓܥ,ܗܘܝܬܠܝܒܪܝܐܝܟܐܪܝܐܕܦܓܥ
,,,ܒܚܡܪܐ,ܒܚܡܪܐ܆ܐܝܟܫܠܡܐܕܝܠܝܢܗܘܐܫܠܡܐܩܘܪܢܠܝܣ܆,ܒܚܡܪܐ,,ܒܚܡܪܐ܂ܐܡܪ,ܒܚܡܪܐ܂ܐܡܪ
,,,ܒܥܕܢܨܦܪܐ܂,,ܡܢܨܦܪܗܕܝܘܡܐܘܐܡܪܠܗ܂,,,
,,,ܘܐܡܪ,ܘܐܡܪ,,,,
,,,ܠܗ,ܠܗ,,,ܠܗ,ܠܗ
,,,ܐܪܝܐ,ܚܡܪܐ܆,,,ܐܪܝܐ,ܐܪܝܐ
,,,ܬܐ,,ܬܐ,,ܬܐ,ܬܐ
,,,ܒܫܠܡ,,ܒܫܠܡܐ,,ܒܫܠܡܐ,ܒܫܠܡܐ
,,,ܡܪܝ,,ܡܪܝ,,ܡܪܝ,ܡܪܝ
,,,ܩܘܪܝܘܣ܂,,ܩܘܪܝܣ,,ܩܘܪܝܣ,ܩܘܪܢܠܝܘܣ܆ܘܐܡܪܠܗܚܡܪܐ܆
,,,ܥܢܐ,,ܗܘܕܝܢܐܡܪܠܗ܂,,ܥܢܐ,
,,,ܚܡܪܐ,,,,ܡܪܐ,
,,,ܘܐܡܪ,,,,ܘܐܡܪ,
,,,ܠܗ܆ܗܢܐ,,,,ܠܐܪܝܐ,
,,,,ܐܝܟ,ܐܝܟ,,ܐܝܟ,ܐܝܟ
,,,,,ܫܠܡ,,,
,,,ܫܠܡܐ,ܫܠܡܐ,ܫܠܡܐ,,ܫܠܡܐ,ܫܠܡܐ
,,,ܢܐܪܥܠܓܒܪܐ,ܕܝܠܝ,ܕܝܗܒܐܢܬܠܝ܂,,ܕܝܠܝ,ܕܝܠܝ
,,,,ܢܗܘܐ,ܢܗܘܐ,,ܢܗܘܐ,ܢܗܘܐ
,,,,ܫܠܡܐ,ܕܗܘ,,ܫܠܡܗ,ܫܠܡܐ
,,,ܕܐܣܪܢܝ,ܕܓܒܪܐ,ܕܐܣܪܢܝ,,ܕܓܒܪܐ,ܕܓܒܪܐ
,,,ܒܪܡܫܐ܂,ܕܣܪܚ,ܒܪܡܫܐ,,ܕܐܣܪܚ,ܕܣܪܚ
,,,ܘܠܐ,ܘܠܐ,ܘܠܐ,,ܘܠܐ,ܘܠܐ
,,,ܚܨܗ,ܚܠܨܢܝ܆,ܚܨܗ,,ܚܠܨܢܝܗܘܝܬ܂܂܂ܒܩܩܠܬܐܘܐܫܟܚܗ,ܚܠܝܨܢܝ܂
,,,شدّܠܐܣܪܝ܆,,ܠܐܣܘܪܝ܂ܘܐܦܝܟܚܙܝܬ܂ܒܪܝܦܚܐܨܠܐ,,,
,,,ܘܐܦܝ̈ܟ,ܘܐܦܝ̈ܟ,,,,ܘܐܦܝ̈ܟ
,,,ܚܙܝܬ܀٦٣܆,ܕܝܠܟܠܐܚܙܐ,,,,ܕܝܠܟܠܐܚܙܐ
,,,,ܗܘܝܬ܆,,,,ܗ̄ܘܝܬ܂
,,,ܗܘܝܬܠܝܒܪܝܐܝܟܦܚܐ,ܗܘܝܬܠܝܒܪܝܐܝܟܦܚܐ,,,,ܗܘܝܬܠܝܒܪܝܐܝܟܦܚܐ
,,,ܗܘ,,,,,ܕܨܠܝܐܗ̄ܘܬܒܩܩ̱ܠܬܐ܂ܘܐܫܟܚܗ
,,,ܕܨܠܐ,ܕܨܠܐ,,,,
,,,ܗܘܐܒܩܩܠܬܐ܂ܘܐܬܐܨܦܪܐ,ܗܘܬܒܩܩܠܬܐ܆ܘܐܫܟܚܗ,ܗܘܐܒܩܩܠܬܐ܂ܘܐܬܐܨܦܪܐ,,,
,,,ܚܕ,ܚܕ,ܚܙܝܗܝܘܐܡܪܠܗ܂,,ܚܕ,ܚܕ
,,,ܐܫܟܚܗܘܐܡܪܠܗ܆,ܘܐܡܪ,,,ܘܐܡܪ,ܘܐܡܪ
,,,,,,,ܠܗ,ܠܗ
,,,,ܡܢܐ,,,ܡܢܐ,ܡܢܐ
,,,,ܥܒܕܬܝ,,,ܥܒܕܬܝ,ܥܒܕ܆ܬܝܗܪܟܐ܂
,,,,ܗܪܟܐ܆,,,ܗܪܟܐ,
,,,,ܐܡܪܐܠܗ,,,ܐܡܪܐܠܗ,ܐܡܪܐܠܗ
,,,ܡܢܐ,,ܡܢܐ,,ܡܢܐ,
,,,ܥܒܕܐܢܬܗܪܟܐ܂,,ܥܒܕܐܢܬܗܪܟܐ܂,,ܦܚܐܗܝ,
,,,ܘܐܡܪܠܗܦܚܐܗܘ܆,ܠܐܠܗܐܡܨܠܝܐ,,,ܠܐܠܗܐܡܨܠܝܐ,ܠܐܠܗܐܡܨܠܝܐ
,,,,,ܐܡܪܠܗ,,,
,,,,ܐَܢܐ܆,ܦܚܐ܂,,ܐ̄ܢܐ܂,ܐ̄ܢܐ܂
,,,,,,,ܐܡܪܠܗ,ܐܡܪܠܗ
,,,ܠܐܠܗܐܡܨܠܐ,,ܠܐܠܗܐܡܨܠܐ,,,
,,,ܐܢܐ܂ܘܐܡܪܠܗ܂ܨܦܪܐ,,ܐܢܐ,,ܩܘܦܫܝܢܐܗܘ,
,,,,ܐܡܪܠܗ,ܐܡܪܠܗ,,,
,,,,ܩܘܦܫܝܢܐ,ܨܦܪܐ܂ܘܗܘ,,,ܩܘܦܫܝܢܐ
,,,ܗܘ܆,ܗܘ܆,,,,ܗܘ܆
,,,ܗܢܐܕܐܝܬܘܗܝ,ܘܗܢܐܡܕܡ,,,ܘܗܢܐܡܕܡ,ܘܗܢܐܡܕܡ
,,,,ܕܐܝܬ,ܕܐܝܬ,,ܕܐܝܬ,ܕܐܝܬ
,,,ܒܦܘܡܟ,ܒܦܘܡܟܝܡܢܐ,ܒܦܘܡܟ,,ܒܦܘܡܟܝܡܢܐ,ܒܦܘܡܟܝܡܢܐ
,,,قُبرّۃܡܢܘ܂ܐܡܪܠܗܦܚܐ܆,ܐܝܬܘܗܝ܆,ܡܢܘ܂ܐܡܪܦܚܐܠܚܡܥܪ̈ܨܐ,,ܐܝܬܘܗܝ܂,ܐܝܬܘܗܝ܂
,,,,ܐܡܪܐܠܗܦܚܐ,,,ܐܡܪܐܠܗܦܚܐ,ܐܡܪܐܠܗܦܚܐ
,,,ܠܚܡܐ,ܠܚܡܐ,,,ܠܚܡܐ,ܠܚܡܐ
,,,ܕܡܣܟ̈ܢܐܘܕܟܦ̈ܢܐ܂,ܕܟܦ̈ܢܐܐܝܬܘܗܝ܆,,,ܕܟܦܢܐܐܝܬܘܗܝ,ܕܟܦܢ̈ܐܐܝܬܘܗܝ܂
,,,ܘܩܪܒ,ܘܩܪܒ,ܘܩܪܒ,,ܘܩܪܒ,ܘܩܪܒ
,,,ܩܘܦܫܝܢܐ,ܩܘܦܫܝܢܐ,ܨܦܪܐ,,ܩܘܦܫܝܢܐ,ܩܘܦܫܝܢܐ
,,,ܕܢܣܒܡܢܗ܂ܘܠܒܟܗܦܚܐ,ܗܘ,ܗܘ,,ܗܘ,ܗܘ
,,,,ܕܢܣܒܝܘܗܝܘܠܒܟܗ,ܕܢܣܒܝܗ܂ܘܨܕܗ,,ܕܢܣܒܘܗܝܘܠܒܟܘ,ܕܢܣܒܝܘܗܝܘܠܒܟܗ
,,,,ܦܚܐܗܘ,,,ܦܚܐܗܘ,ܦܚܐܗܘ
,,,ܒܨܘܪܗ܂,ܒܨܘܪܗ܆,ܒܨܘܪܗ܂,,ܒܨܘܪܗ,ܒܨܘܪܗ܂
,,,ܘܐܡܪܠܗܩܘܦܫܝܢܐ܂,ܘܟܕ,ܘܟܕ,,ܘܟܕ,ܘܟܕ
,,,,ܡܬܛܪܦ,ܡܐܛܪܦܨܦܪܐܐܡܪ,,ܡܬܛܪܦ,ܡܬܛܪܦ
,,,,ܐܡܪ,,,ܘܐܡܪ,ܐܡܪ
,,,,ܩܘܦܫܝܢܐ,,,ܩܘܦܫܝܢܐ,ܩܘܦܫܝܢܐ
,,,,ܗܘ܆,,,,ܗܘ܂
,,,,,,,ܗܘ,
,,,ܐܢ,ܐܢ,ܐܢ,,ܐܢ,ܐܢ
