Brit_Libr_Or_9321,Brit_Mus_Add_7209,Cod_Arab_236,DFM_00614,Mingana_Syr_258,Sachau_290_Sachau_339,Vat_sir_159
,فياذني,دهبفىادان,,فىاذانالوحشلمتفيده,,
,الوحوش,الوحوش_,,,,
,ولمتفيدها,كدلكامراه,,,,
,شي,,,شي_,,
,هكذا,,,كذالك,,
,امراة,,,امراة,,
,صاحبةمنظر,صاحبةمنظر_,,صاحبةمنظر_,,
,وهي,وهي,,وهى,,
,رديةالفعلوالكلام,رديةالفعلوالكلام,,رديةالفعلوالكلام,,
,قليله,يابنياذاباداك,,وقليلة,,
,المعرفه,,,المعرفه,,
,وقحة,,,_وقحه,,
,شريره,,,شريره,,
,ياولدي,,,ليسلكفيهامنفعه_,,
,,,ياابني,ياابني,,
,اذا,,اذا,اذا,,اذا
,بادرك,,بادرك,بادرك,,باديكاخوك
,عدوك,عدوك,أخوكاوجيرانكاوعدوَّك,عدوك,,
,بشر,بالشرَّ_,بشر,بشر,,بشر
,بادره,باديهانت,بادره,بادره,,باديهانت
,انت,,بخيرياولدي,انت,,
,بخير,,,بالخير,,
,وقابله,وقابله,,وقابله,,
,بمعرفه,بمعرفه,,بالمعرفه_ياابني,,بمعرفه_
,يا,وخيريابنيالرجل,,,,يا
,بني,,,,,ابنى
,الحكيميقعويقوم,الحكيميقعويقوم,الحكيميقعويقوم,الحكيميقعويقوم,,الحكيميقعويقوم
,والاحمقكليوميعترويقعوليسلهقياموالحكيمواذا,والبارلا,الرجل,,,والجاهل
,يقع,,,,,يقع
,,,,,,وما
,يقوم,,,,,يقوم_
,والرجل,,,والرجل,,
,البارمنموضعه,,البارمنموضعه,البارمنموضعه,,
,لم,,لا,لم,,
,يتزعزع,يتزعزع,يتزعزع,يتزعزع_,,
,,ابدًا_واماالجاهلفانهاذاوقعلايقدرانيقوموالسفيهالوقحمثلالغباريدريهالريح,,,,
يا,يا,يا,يا,يا,,
ابني,بني,بني,ولدي,ابني,,
اذا,,اذا,اذا,اذا,,
رايت,,,,,,
,,مرض,مرض,مرض,,
,الحكيم,الحكيم,الحكيم,الحكيم_,,
,واذا,,اللطبيبيقدر,,,
,مرض,,,,,
,يقدرالطبيبان,يقدرالطبيبان,,يقدرالطبيبان,,
,يعالجهويشفيه,يعالجهويشفيه_,يعالجهويشفيه,يعالجهويشفيه_,,
,وامّا,واما,والأحمقاذا,واما,,
,الاحمق,الجاهلليس,,الاحمق,,
,ليس,,ليس,ليس,,
,,,دوىلأوجاعهياابنياناتى,,,
,دوا,,,دوا,,
,لاوجاعه,لاوجاعه,,لاوجاعهِ,,
,وقروحه,وقروحه,,وقروحه_,,
,,دوا,,,,
,,_,,,,
,يا,يا,,يا,,
,بنيان,بنيان,,ابني,,
,استقبل,اقبل,,استقبل,,
,اليك,اليك,اليك,اليك,,
احدًا,منهو,احدًا_,منهو,منهو,,
اكبرمنكقمبينيديهاحترامًا_,,فاستقبلهُقايمًاولوكان,أفقرمنك,,,
,احقرمنك,احقرمنك_,,احقرمنك_,,
,واقل,لانالكرامهتكونللدىيصنعها_,,اواقل,,
,منك,,,منك,,
,حال,,,حالًاستقبله,,
,فاستقبله,,فاستقبله,,,
,وانت,,وأنت,وانت,,
,قايم,,قايم,قايم_,,
واذا,واذا,واذا,وان,واذا,,
,هو,,,هو,,
لم,لم,لم,لم,لم,,
يجازيكفاللهتعالى,يكافيك,يعرفمقدارها_فان,يكافيك,يكافيك,,
,الله,الله,الله,الله,,
يجازيك_,هو,يجازيك,هو,,,
(٣٩)ياابنياحفظلسانكمنالكذبويدكمنالسرقةفتدعىحكيمًا_(٤٠)ياابنيانّمنكانمُرتبًابلبسه_كانمرتبابكلامهِومنكانمتبلبلًابلبسهكانايضًاهكذابكلامهِ_(٤١),يكافيك,عنه,يوفيكويكافيكياابنيلاتتهاون,يكافيك_,,
يا,يا,يا,,يا,,يا
ابني,بني,بني,,ابني,,ابنى
لا,لا,لا,,لا,,لا
تتداخلبخطبةاحدلانّهاذاسآءلهمالامرلعنوكواذاحسنلديهمباركوك_(٤٢)ياابنيانّالكلبالذييتركصاحبهويتبعكارجمهبالحجارةلانّهلايستقيمعندك_(٤٣),تعفي,تعفي,,تعفي,,تعفي
,عن,عن,عن,عن,,عن
,ضرب,ظرب,ضرب,ضرب,,ضرب
,ابنك,ابنك_,ابنك,ابنك,,ابنك
,فان,فان,فإن,فضرب,,لان
,ضرب,ظرب,ضرب,,,ضرب
,الصبي,الصبي,الأبنهو,الصبي,,الصبي
,مثل,مثل,مثل,مثل,,مثل
,زبل,الزبل,زبل,زبل,,الزبل
,البستان,للبستانيربيَّه_,البستان,البستان,,البستان
,ومثل,ومثل,ومثل,ومثل,,ومثل
,شدالكيسه,شدَّثم,شدّ,شدَّة,,شدالكيسه
,,الكيس_,الكيس,الكيس,,
,ومثلربط,ومثلربط,ومثلربط,ومثلربط,,ومثلربط
,البهيم,الحمار,البهايم,البهيم,,البهيم_
,ومثلغلقالباب,ومثلغلقالباب,ومثلغلقالباب,ومثلغلقالباب_,,ومثلغلقالباب_
يا,يا,يا,يا,يا,,يا
ابني,ولدي,بني,ابني,ابني,,ولدىادب
ليضربكرجلحكيمقضبانًاعديده_ولايمسحكالجاهلبالمسوحاتالطيبة_يابنيلاتتنافقمعالحكيم_ولاتصيرحكيمًامعالمنافقين_(٤٤)يابنياذاكانلكبابوجفيرجليكدوسعلىالقرطبواجعللاولادكطريقا_(٤٥)يابنيابنالاغنيآءاذااكلحيةًفيقولالناسانماياكلهشفآءًلمرضه_واذااكلهاابنالفقرآءيقولونانماياكلهامنجوعه_(٤٦)يابنيكُلسهمك_ولاتظنشيئًابصديقك_(٤٧),اضبط,اضبط,أضبط,اضبط,,
,ولدك,ولدك,ولدك,ولدك,,ولدك
,من,من,من,من,,
,الشر,الشرَّفانكتستريحوتريحه_علمهالادبوهو,الشرّ,الشر,,
,ويريحك,,ويريحك,فيريحكفيكبرك,,
,وادبهواضربه,,وأضربهوأدّبه,وادبهواضربه,,
,كلماهو,,كلماهو,كلماهو,,
,صغير,صغير_,صغير,صغير,,صغير
,وطيعه,,لأن,واطيعه,,ليطيعامرك_لان
,لامرك,,,لامرك,,
,ليلا,ليلا,,ليلا,,
,بعدقليل,,بعدقليل,بعدقليل,,بعدقليل
,يكبر,يكبر,يكبر,يكبر,,يكبر
,ويتمرد,ويتمرَّد,ويتمرَّد,ويتمَّرد,,ويتمرد
,عليك,عليك,عليك,عليك,,عليك
,ويهينكبين,يابني,ويهينكبين,ويهينكبين,,
,اصحابك,,أصحابك,اصحابك,,
,ويحنيراسك,,ويحنيراسك,ويحنيراسك,,ويحنيراسك
,في,,في,في,,فى
,الشوارع,,الشوارع,الشوارع,,الشوارع
,والمحافل,,,وفيالمحافلوتستريحمنسوَّ,,
,وتستحيمن,,وتستحيمن,,,وتستحيمن
,فحشاتهوتختزيبافعالهالرديه,,سوءأفعالهياابني,افعاله,,افعاله_
,,,,وتختزىمنفحاشتهالرديَّه_,,ياابنى
,يا,,,يا,,
,,,,ابني,,
,,اقتني,,اقتني,,اقتني
,,تورقرناني_ولاتصاحبرجلقرنانياودقناني,,لك,,
يا,,يا,,ثورمربعوحمار,,ثورمربعوحمار
بني,بني,بني,,ذواظلافاعني,,
لاتاكلخبزًامعالذيلاحيآءله_(٤٨)يابنيلاتحسدقريبكعلىخيراتهِ_ولاتفرحببلاياه(٤٩),,,,كبيرالحافر,,كبيرالحافر
,,,,ولا,,ياولدى
,لا,لا,لا,,,لا
,تقتني,تقتني,تقتني,تقتني,,تقتني
,عبد,عبد,عبد,ثورًقرنانيولاتصاحبرجلًذقنانى_ياابنىلاتقتنىعبدً,,عبد
,هاربولا,هاربولا,هاربولا,هاربولا,,هاربولا
,جاريةهي,جاريةً,جاريه,جاريةً,,جاريه
,سراقه,سراقه,سارقهلا,مسروقه_,,سراقه
,لانكان,لانهميهلكواكلشيَّ,,لان,,لان
,,,,كلشيتسلَّم,,كلشى
,تسلم,تسلم,,,,تسلم
,لهم,لهم,,لهم,,لهم
,كلشي,اياه,كلشي,,,
,يهلكوهيا,,تسلّملهميعدموه,يهلكوه_يا,,يهلكوه_يا
,بني,,,ابني,,ابنى
,كلامالناسالكاذبين,,,كلامالناسالكاذبين,,كلامالناسالكاذبين
,الجاهلين,,,الجاهلين,,مثل
,يشبه,,,شبه,,
,العصافيرالطايرين,,,العصافيرالطايرين,,العصافيرالطايرين_
,في,,,فى,,ياولدى
,الفضاوهمسمينين,,,الفضاوهمسمينين,,
,,,,_,,
,ومنليسله,,,ومنليسله,,
,قلبياكلهمومنليسفيه,,,,,
,فطنهيطيعلهم,,,فطنهيطيعلهم_,,
يا,يا,يا,يا,يا,,
بني,بني,بني,ابني,ابني,,
لا,لا,لا,لا,لا,,لا
تتركصديقكالاوّلليئلاغيرهلايقوممقامهُ_(٥٠)لاتدخليابنيالىبستانالقضاةولاتخطبابنةالقضاة_(٥١)يابنيزُرصديقكباقواللطاف_وتكلملاجلهامامالحاكملكيتنجيهمنفمالاسد_(٥٢)يابنيلاتفرحبعدوّكلما,تحوجوالديك,تحوجوالديك,تحوجوالديك,تحوجوالديك,,تحوجوالديك
,,,,ليلا,,
,يلعنوك,يلعنوك,يلعنوك,يلعنوك,,يلعنوك
,فيستجيب,فان,فيستجيب,فيستجيب,,لان
,,الله,,,,
,,يستجيب,,,,يستجيب
,الله,,الله,الله,,الله
,منهم,منهم_,منهم,منهم,,منهم
,لان,لان,لأنهمكتوب,لانه,,ومنيخدم
,,قد,,,,
,قيل,قيل,,قيل,,
,ان,,,,,
,من,من,من,من,,
,يشتم,شتم,شتم,يشتم,,
,ابوه,والديه,أبايه,اباه,,
,وامهموت,موتًا,موتًا,وامهموت,,
يموت_,يموت,يموت_,يموت,يموت_,,
(٥٣)اذايمكنالوقوفلأحدٍبدونمكانويطيرالطيور,اعني,ومن,ومن,اعني,,
,موتالخطيه,يطيعوالديه,,الخطيَّه,,
,ويسخطالله,,,ويسخطالله,,
,,,,عليه_,,
,ومن,,,ومن,,
,يكرم,,يكرم,يكرم,,
,ابوهوامه,,أبآيه,ابوهوامه,,ابوهوامه
,تطولحياته,تطولحياته,تطولحياته,تطولحياته,,تطولحياته
,علي,على,على,على,,على
,الارض,الارض,وجهالأرض,الارض,,الارض
,ويصادفهكل,ويصادفهكل,ويصادفهكل,ويصادفهكل,,_ياولدىفى
,خير,خير,خير,خيرات_,,
,يا,يا,يا,يا,,
,بني,بني,فيطريقك,ابني,,
,في,,,,,
,,لا,,,,
,,تمشي,,,,
,الطريق,,,,,الطريق
,,في,,,,
بلا,بلا,,بلا,,,بلا
,سلاح,الطريقبلاسلاح_,سلاح,,,سلاح
اجنحةويبيّضالغرابمثلالثلجويحلىالمرّمثلالعسل_فاذذاكيمكنللجاهلانيصيرحكيمًا_(٥٤)يابنياذاكنتحبراللهفكناشدّمنهانتباهًا_وادخلامامحضرتهبنقاوة_(٥٥)يابنياذااقرضتالفقيردراهمفانكاشتريتهلكهووبنيهِ(٥٦)يابنيانّ,,,,,,
,,,لا,,,لا
,اعني,لانكليستعرفمتي,,,,
,,,,,,تمشي
,,,تمشي,,,
,ذكرالله,,,ذكرالله,,
,,,,لا,,
,ورسمالصليبلاتمضي,,أعني,,,
,,,ذكرالله,,,
,لانليس,,,يخلومنقلبكوليس,,لانليس
,,,يكونمعكلأنما,,,
,تعرفاين,,تعرفاين,تعرفاين,,تعرفاين
,يلتقيك,يلتقيك,يلتقيك,يلتقيك,,يقتلك
,عدوك,عدوك_,العدواوالأعداهم,عدوك_,,عدوك
,,اعني,,اعني,,اعنى
,,الشيطان,الشياطين,الشياطين,,الشيطان
,,ابن,ام,,,اواولاد
,,,بني,بني,,
,,البشر,البشر,البشر,,البشر
,,الشرير,الشريرين,الشريرين_,,الشريرين
,وكونحظور,,وأنتتكونحضورفيجميعطرقكياابنيالرجلاذا,وكونحظور,,وكونحظور
,في,,,في,,فى
,طريقك,,,طريقك,,طريقك_
,لان,,,لان,,ياولدى
,اعدىاعنيالشياطينوبنيالبشرالاشرار,,,اعدا,,
,كثيرين,,,كثيرين,,
,يكمنوا,,,يكون,,
,لك,,,لك,,
,يا,يا,,يا,,
,بني,بني,,ابني,,
,مثل,مثل,,مثل,,مثل
,شجرة,شجرة,,شجرةٍبهيَّه,,شجرة
,هي,البهيهبالاتمار_وفياغصانهاوفياروراقها_,,,,
,بهيه,,,,,بهيه
,في,,,في,,كونفى
,اثمارهاواغصانها,,,اثمارهاواغصانها,,اثمارهاواغصانها_
,وورقها,,,واوراقها,,
,هكذا,هكذا,,هكذا,,هكذا
الرجل,الرجل,الرجل,,الرجل,,الرجل
الذيليسلهاخوة,بامراة,الصالح_بامراةً,,بامراة,,بامراة
,صالحه,صالحه,,صالحه,,صالحه
,واولادهواخوتهورجلليس,واولادًصالحين_,,واولادهواخوتهورجلليس,,يقتنياسمجيد_والرجلالذى
,,,ما,,,ما
,لهامراه,,كانعندهأمرأه,لهامراه,,لهامراه
ولااولاد,واولادواخوههو,,,ولااولاد,,ولااولاد
فانهمرذولومنبوذاماماعدآءه_,,,ولا,ولا,,
,,,أولادولاأخوهيكون,اخوه,,
,في,,في,فى,,فى
,الدنيا,,الدنيا,الدنيا,,الدنيا
,عار,,,معيرةً,,يشبهلشجرةعلىجانب
,معيره,,معيره,,,
,يكونلاعداه,,لأعدايه,يكونلاعداه,,
,وممقوت,,وممقوت,وممقوتًا,,
,عندهم,,عندهم,عندهم,,
ويشبه,ويشبه,,يشبهالشجرهاذاكانتعلىجانب,وشبه,,
شجرةكائنة,الشجرة,,,الشجرة,,
,التيهيعلي,,,التىهى,,
على,,,,على,,
قارعة,قارعة,,,قارعة,,
الطريق_,الطريق,,الطريق,الطريق,,الطريق
وكل,وكلمن,,كل,وكل,,كلمن
من,يعبر,,,,,يعبر
,,,منعبر,من,,
,,,,عبر,,
يجوزبجانبهاياخذ,ياكل,,ياكل,,,ياكل
منها,,,منها,داسهاواكل,,
وتدوسهاالحيواناتوالطيور_(٥٧)يابنيلاتقلفيقلبكانّسيّديجاهلوانا,مناثمارها,,وأيضًاحيوان,مناثمارها,,مناثمارها_
,وحيوان,,,وحيوان,,
,البر,,البر,البر,,
,تنثروتهبط,,ينثر,تنثروتهبط,,
,ورقها,,ورقها,اوراقها,,
,يابني,يابني,يا,يا,,يا
,,,ابني,ابني,,ولدى
,لاتقول,لاتقول,لاتقول,لاتقول,,لاتقول
,ان,ان,إن,ان,,ان
,سيدي,سيدي,سيدي,سيدي,,سيدى
,احمقوانا,احمقوانا,أحمقوأنا,احمقوانا,,احمقوانا
حكيم,حكيم,حكيم_,حكيم,حكيم,,حكيم
بل,الا,ولوكنتاعرفمنه_فانكتكونعندهممقوتمرذولولاتعد,بل,الا,,الا
اعتبرهباقساموأحبّه_(٥٨)يابنيلاتعدُّنفسك,يجب,,يجب,يجب,,يجب
,,,عليكأن,ان,,
معالحكمآء,,,,,,
اذالميمجدكالغير_(٥٩)يابنيلاتكثراقوالكقدامسيدكليئلاتبقىمهانًافيعينيه_(٦٠),يكونعندكشريف,,يكونعندكشريف,يكونعندكشريف,,يكونعندكشريف
,واذا,,وتحسب,ولوكان,,واذا
يابنيلا,,,,,,
,,,معالحكمآء,,,
تلعنالاهك,هو,,,,,يكون
,معيوب,,وعندالناس,معيوب,,معيوب
,حتي,,,حتى,,حتى
,تكون,,,تكون,,تكون
,انت,,,انت,,
,محبوب,,محبوب,محبوب,,محبوب_
,ولاتحسب,,,ولاتحسب,,ولاتحسب
,نفسكمن,نفسكمن,,نفسكمن,,نفسكمن
,عدد,,,عدد,,زمرة
,,اهل,,,,اهل
,الحكما,الحكمهاد,,الحكما,,الحكما_
,اذ,,,اذ,,ياولدى
,لمتكون,لمتكون,,لمتكون,,
,عند,,,عند,,
,الناس,الناس,,الناس,,
,بهذه,بهده,,بهذه,,
,الصوره,الصوره,,الصوره_,,
,,يابنيلا,,,,
,يا,,يا,يا,,
,ولدي,تكتر,ولدي,ابني,,
,لاتخبر,,لاتخبر,لاتخبر,,لاتخبر
,قدامسيدككلام,قدامسيدككلام,قدامسيدككلام,قدامسيدككلام,,قدامسيدككلام
,جهلوحماقه,جهلوحماقه_,جهلوحماقه,جهلوحماقه,,لايجبحتى
,ليلا,ليلا,فتبقىعنده,ليلا,,
,تكون,تكون,,تكون,,تكون
,بعينيه,في,,بعينه,,فى
,,عينه,,,,عينه
,مرذول,مهزولمهانيابني,,مرذول,,مرذول_
,مهين,,مهين,منهان_,,
,,,ومرذول,,,
,يا,,يا,يا,,يا
,ولدي,,ولدي,ولدي,,ولدى
,لاتكونمن,لاتكونمن,لاتكونمن,لاتكونمن,,لاتكونمن
,الذين,الذين,الذييقوللهم,الذين,,الذين
,يقاللهم,يقوللهسيده,,يقاللهم,,يقاللهم
,من,,,من,,امضوا
,سيدهم,,سيدهم,سيدهم,,
,,,,,,عني_
,اندفع,اندفع,اندفع,اندفع,,
,,,عني,,,
,منوجهي,منوجهي_,,منوجهي,,
,بل,بل,بل,بل,,بل
,منالذين,كونمثلمن,الذينيقاللهمأدنوا,منالذين,,منالذين
,يقال,يقال,,يقال,,يقول
,لهم,لهتعالاليَّيابني,,لهم,,لهم
,ادنووتعال,,,ادنوا,,تعالوا
,,,وتعالوا,وتعالوا,,
,اليّ,,اليّ,الى,,
,,,,عندي_,,عندي_
,ياولدي,,ياولدي,ياولدي,,ياولدىفىايامضيقتك
في,في,,,في,,
يوم,يوم,,يوم,يوم,,
البليةليئلا,احزانكواسياتك,,,احزانكواسياتك,,
,وضياق,,,وضيقاتك,,
,تاتيعليك,,تاتيعليك,,,
,,,الضيقاتوالأحزان,,,
,لا,لا,لا,لا,,لا
,تفتري,تفتري,تفتري,تفتري,,تفترى
,وتشتم,علي,وتشتم,وتشتم,,وتشتم
,لربك,,إلآه,لربك,,لربك
,,ربك,ربك,,,حتىيسخطعليكشرحهاعنيالشيطانلاتتركهيعملبكخطيهصغيرهليلايعملبككبيرهياولدى
,,فييومشدتك_ولاتشتموتدمدمفييوماحزانك_,,,,
,ليلا,ليلا,ليلا,ليلا,,
يسمع,يسمع,يسمع,يسمع,يسمع,,
اقوالكفيغضبعليك_(٦١)يابنيعندماتكون,كلامك,كلامك,,كلامك,,
,ويسخطعليكيا,ويسخطعليكيا,ويسخطعليكيا,ويسخطعليك_يا,,
,بني,بني,ابني,ابني,,
,عبدك,,عبدك,اذايكونوا,,
عبيدك,قدامرفيقه,,قام,عبيدك,,
واقفةبينيديكلاتبغض,,,,قايمينقدامك,,
,لا,لا,لا,لا,,
,تحبهلانك,تحب,تحب,تحب,,
الواحد,,عبدًااكترمنرفيقهقدامه_لانك,رفيقهأكثرمنهلأنكما,الواحد,,
وتحبذاكالآخرلانّك,,,,وتبغضالاخرلان,,
,,لاتعلم,,,,
لاتعلم,,,,,,
,ليس,,,ليس,,
ايّمنهمايضلعندكبالتالي_(٦٢),تعرف,,تعرف,تعرف,,
,اي,ايما,لاي,ايما,,
,منهم,هواخير,منهم,منهم,,
,,,فيالآخر,,,
,تختار,,تختار,تختار,,
,لكفي,لكفي,لكياابنيعنزهتكثر,لكفي,,
,الاخيرياولدي,الاخريابنيعبدًا,,الاخير_ياولدي,,
,عبد,,,عبد,,عبد
,يترك,يترك,,يترك,,يترك
,,بيت,,بيت,,بيت
,مواليه,مواليه,,مواليه,,مولاهما
,الاولين,الاوَّليين,,الاوّلين,,
,ويمضي,ويمضي,,ويمضي,,
,,الي,,الى,,
,عند,عند,,عند,,
,اخرين,غيرهم,,اخرين,,
,لم,لم,,ليس,,
,يصلح,ينصالحينصلح,,يصلح,,يصلح
,امره,امره,,امره_,,لغيره
,,ابدًا,,,,
,,_,,,,_
,يا,يا,,يا,,ياولدى
,بني,بني,,ولدي,,
,عنزة,عنزةً,,عنزة,,عنزة
,تدور,تدور,,تدور,,تدور
,وتكثر,وتكترخطوتهاماكولًاللديب,,وتكثر,,كثير
,خطواتها,,خطواتها,خطواتها,,
,تكون,تكون,,,,تكون
,ماكول,,,ماكول,,ماكول
,للدياب,,,الديب,,الدياب_ياولدىحلىالسانك
,يابني,يابني,تصير,تصير_,,
,,,ماكلالذيبياابنيحلّيكلامكواضبط,ياابني,,
,حكم,حكم,,حكم,,
,,صالح,,,,
,مستقيم,مستقيم,,مستقيم,,
,صالح,,,صالح,,
,كون,,,كون,,
,احكم,احكم_,,احكم,,
,حتىتنال,لتنالشيخوخةً,,حتىتنال,,
,شيخوخه,,,شيخوخةمكرَّمه,,
,مكرمه,مكرمه,,,,
,وتستريح,وتستريح,,وتستريح,,
يابني,يابني,يابني,,,,
العبدالذييتركسيدهالاوّلفانّهلاينجح,حلي,حسَّنكلامكوحليَّ,,,,
في,,,,في,,
امرهِ_(٦٣)يابنياقضقضآءًمستقيمًاودَبّرشيخوخةصالحة_(٦٤)يابنيفليكن,,,,كبرك_ياابنىحلَّي,,
لسانك,لسانك,لسانك_,لسانك,لسانك,,
حلوًاولفظكلطيفًالانّ,,,ولا,بكلامالله,,
,واحسن,,,واحسن,,واحسن
,كلام,,,كلام,,كلامك
,فمك,,,فمَّك,,
,وخاطبالناس,وخاطبالناس,,وخاطبالناس,,وخاطبالناس
,بالجيد,بكلجود_لتكونعندهممشكورًاموقرًايابنيدنب,,بالجودوالاحسان_,,بالتىاحسن
,لانذنب,,,لانذنب,,لانذنب
الكلب,الكلب,الكلب,,الكلب,,الكلب
ذَنَبُهيعطيه,تعطي,يطعمه,,تعطي,,يطعم
خبزًا,له,خبزًا_,,له,,له
,خبز,,,خبز,,الخبز
وفمه,وفمه,وفمه,,وفمه,,وفمه
يعطيهضربات_(٦٥),يعطيلهضرب,يطعمهالظرببالحجاره,,يعطيلهضرب,,الحجارهوالضرب_ياولدى
,وحجارة,,,وحجاره_ياابني,,
يابني,يابني,يابني,,,,
لا,لا,لا,,لا,,لا
تترك,تترك,تترك,تترك,تترك,,تترك
صديقكان,رفيقك,رفيقك,رفيقك,رفيقك,,رفيقك
يدوس,يدوس,يدوس,يدوس,يدوس,,يدوس
على,علي,علي,على,على,,على
رجليك,رجليك,رجلك_,رجلك,رجلك,,رجلك
ليئلا,ليلا,ليلا,ليلا,ليلا,,ليلا
يدوس,يدوس,يدوس,يدوس,يدوس,,يدوس
ايضًا,علي,مرةًاخرهعلي,,,,
على,,,على,على,,على
رقبتك_(٦٦)يابنياحسنالىرجلاللهوتكونانتايضًامحترمًا_(٦٧)يابنيلاتتقاضمعاحدفييومحدوثالامر_ولاتقاومالنهرحينفيضانه(٦٨)يابنيانّعينالانسانهيمثلالينبوعفلاتشبعالى,صدرك,صدرك_,صدرك,صدرك,,صدرك_
,اعني,يا,يا,اعني,,يا
ان,,,,,,
تمتليترابًا(٦٩),لاتتركهيعملبكخطيه,بنياظرب,ابنيأضرب,عدوكالشيطانلاتتركهيعملبكخطيَّة,,ولدى
,صغيرهليلايعملبك,,,صغيرهليلايعملبك,,
,كبيرهيابني,,,كبيرة_ياابني,,
,اضرب,,,اضرب,,اضرب
,الرجل,الرجل,الرجل,الرجل,,
,الحكيمبكلامالحكمه,الحكيمبكلامالحكمه_,الحكيمبكلامالحكمه,الحكيمبكلامالحكمه,,الحكيمبكلامالحكمه
,وتكون,فتكون,فتكون,وتكون,,تكون
,في,في,في,فى,,فى
,قلبه,قلبه,قلبه,قلبه,,قلبه
,مثل,لهااماكنومخازن_ولاتظرب,مثل,مثل,,مثل
,حمّة,,حمَّه,حمَّةرفيعة,,حمتً
,رفيعه,,رفيعه,,,رفيعه
,وانتضرب,,وإنضربت,وانتضرب,,وانتضرب
,الجاهل,الجاهل,الجاهل,الجاهل,,الجاهل
,عصي,بعصاهفانه,عصىكثير,العصه,,بالعصى
,كثيرين,,,كثيرين,,
,لا,لا,لا,لا,,لا
,يعرفولا,,يعرفولا,يعرفولا,,يعرفولا
,يفهم,يفهم,يفهم,يفهم,,يفهم_
,,مقدارها,,شيمنالخير_,,
,يا,يا,ياابني,ياابني,,يا
,بني,بني,,,,ولدى
,,,,,,ان
,ان,ان,ان,ان,,
,بعثت,ارسلت,بعثت,بعثت,,تبعث
,رجلحكيم,رجلحكيم,رجلحكيم,رجلحكيم,,رجلحكيم
,لاجل,في,لقضيانحاجه,في,,ليقضيشغلك
,قضياناشغالك,حاجتك_فلاتكترعليهالوصيه_لانهيقظيهاكمايحبقلبك_وانارسلت,,قضياناشغالك,,
,لاتكثر,,لاتكثر,لاتكثر,,لاتكثر
,توصيه,,التوصيهلامثل,توصيه,,عليهالوصايه
,وتحظره,,,وتحضره,,
,لانمثل,,,لانمثل,,لانمثل
,مايريدقلبك,,مايريدقلبك,مايريدقلبك,,مايريدقلبك
,يقضيهم,,يقضيلكأنكانلكحاجهأنتامضيأقضيهاولا,يقضيك_,,يقضيك_
,وان,,,وان,,وان
,بعثت,,تبعث,بعثت,,تبعث
,رجل,رجل,رجل,رجل,,رجل
,احمق,احمق,أحمق,احمق,,جاهل
,لا,لا,,لا,,لا
,تحدثه,تكلمه,,تحدثه,,تحدثه
,قدامالناس,قدامالناس_,,قدامالناس_,,قدامالناس
,اما,اما,,اما,,لان
,انت,,,انت,,
,امضي,امضي,,امضي,,
,وهولا,انت,,,,
,,ولا,,ولا,,
,تبعثه,ترسله_,,تبعثه,,
,لانه,لانه,,لانه,,
,لم,لا,,لم,,لم
,يقضي,يقضي,يقضي,يقضي,,يقضي
,اشغالك,اشغالك,اشغالك,اشغالك,,شغلك
,مثلما,كما,لأنكفيالآخرتندم,مثلما,,مثلما
,تريد,تريد,,تريد,,تريد
,لو,,,ولو,,ولو
,توصيه,,,توصيه,,توصيه
,كثير,,,كتيرًكتير_,,كثير_
,كثير,,يا,يا,,يا
,يابني,يابني,ابني,ابني,,ولدى
,اذا,اذا,اذا,اذا,,اذا
,ارسلوك,ارسلوك,أرسلوكالى,ارسلوك,,ارسلوك
,الي,الي,,فيحاجة,,الى
,موضع,موظع_,موضع,,,موضع
,لاتحوجهم,لاتحوجهم,لاتحوجهم,لاتحوجهم,,لاتحوجهم
,,يرسلوا,,ان,,ان
,يرسلون,,يرسلون,يرسلون,,يبعثوناحدخلفك_
,,,,في,,
,وراك,وراك,,وراك,,
,غيرك,غيرك_,غيرك,غيرك,,
,ولاتعادي,ولاتعادي,ولاتعادي,ولاتعادي,,ولاتعادي
,رجل,رجلًا,رجل,رجل,,رجل
,كبيريقابلك,كبيريقابلك,كبيريقابلك,كبيريقابلك,,كبيريقابلك
,بالشر,بالشر,الشر,بالشر,,بالشر
,منحيثلا,منحيثلا,منحيثلا,منحيثلا,,منحيثلا
,تعلميا,تعرف,تعرف,تعرف,,تعرف_
,,يا,يا,_ياابني,,يا
,بني,بني,ابنيجرّبأبنك,,,ولدى
,جربابنك,جربابنك,,جربابنك,,جربابنك
,وغلامك,,وغلامك,واغلامك,,وغلامك
,في,في,في,فى,,فى
,خبز,خبز,خبز,خبز,,خبز
,ومايوحينيذ,وماء,ومآءوحينئذسلّم,اوفىشيحقيراوَّلًحينيذسلَّم,,وماى
,,وبعدذلك,,,,وبعدذلك
,سلم,سلم,,,,سلم
,لهم,اليه,لهم,لهم,,لهم
,مالك,مالك,مالك,مالك,,مالك_
,ورزقكيا,ورزقكيا,ورزقكيا,ورزقك_يا,,ياولدىحملتُ
,بني,بني,ابني,ابني,,
,اوّلي,اداكنتفيعرساووليمهفاخرجاولًا_ولاتتاخر,اذادعوكللولآيموالدعواتلا,واوَّل,,
,اخرجمنالعرسوالولايمولا,,,اخرجمنالعرسوالولايمولا,,
,,,تبطي,,,
,,,,تبطي,,
,تبطا,,لتدهنبالأدهانبلاخرجأوّلًا,,,
,حتي,حتي,,حتى,,
