162,Add. 2020,Add. 2020,Add. 2020,Add. 2020,Add. 2020,Add. 2020,Add. 7200,Ar 7/229,Manuscrit 4122,Or. 2313,Sachau 162,Sachau 162,Sado no. 9,Syr 80
,,,,ܒܥܠܕܒܒܘ̈ܗܝ,,,,ܒܥܠܕܒܒ̈ܘܗܝ
,,,,ܕܣܢܚܪܝܒ,,,,ܕܣܢܚܪܝܒ
,,,,ܡܠܟܐ܆,,,,ܡܠܟܐ܂
,,,,ܚܕܐܡܢܗܝܢ,,,ܚܕܐܡܢܗܝܢ,ܚܕܐܡܢܗܝܢ
,,,,ܠܐܦ̈ܝ,,,ܠܐܦܝ,ܠܐܦ̈ܝ
,,,,ܡܠܟܐܕܦܪܣ,,,ܡܠܟܐܕܦܪܣ,ܡܠܟܐܕܦܪܣ
,,,,ܘܕܥܝܠܡ܆,,,ܘܕܥܝܠܡ,ܘܕܥܝܠܡ܂
,,,,ܘܗܟܢܐܟܬܒ,,,ܘܗܟܢܐܟܬܒ,ܘܗܟܢܐܟܬܒ
,,,,ܒܗ܆,,,ܒܗ,ܒܗ܂
,,,,ܡܢܐܚܝܩܪܣܦܪܐ,,,ܡܢܐܚܝܩܪܣܦܪܐ,ܡܢܐܚܝܩܪܣܦܪܐ
,,,,ܘܥܙܩܬܐ,,,ܕܥܙܩ̄ܬܐ,ܘܥܙܩܬܐ
,,,,ܕܣܪܚܕܘܡ,,,ܕܣܪܚܕܘܡ,ܕܣܪܚܕܘܡ
,,,,ܡܠܟܐ܇,,,ܡܠܟܐ,ܡܠܟܐ܂
,,,,ܫܠܡܠܟܡܠܟܐܕܦܪܣ,,,ܫܠܡܠܟܡܠܟܐܕܦܪܣ,ܫܠܡܠܟܡܠܟܐܕܦܪܣ
,,,,ܘܕܥܝܠܡ܆,,,ܘܕܥܝܠܡ,ܘܕܥܝܠܡ܂
,,,,ܟܕܐܓܪܬܐܗܕܐ,,,ܟܕܐܓܪܬܐܗܕܐ,ܟܕܐܓܪܬܐܗܕܐ
,,,,ܬܩܒܠ,,,ܬܩܒܠ,ܬܩܒܠ܇
,,,,ܒܥܓܠܦܘܩܘܬܐ,,,ܒܥܓܠܦܘܩܘܬܐ,ܒܥܓܠܦܘܩܘܬܐ
,,,,ܠܐܬܘܪ܆,,,ܠܐܬܘܪ,ܠܐܬܘܪ
,,,,ܕܡܠܟܘܬܗ,,,ܘܡܠܟܘܬܗ,ܕܡܠܟܘܬܗ
,,,,ܬܐܚܘܕ,,,ܬܐܚܘܕ,ܐܬܚܘܕ
,,,,ܕܠܐܩܪܒܐܘܕܠܐ,,,ܕܠܐܩܪܒܐܘܕܠܐ,ܕܠܐܩܪܒܐܘܕܠܐ
,,,,ܩܐܪܣܐ܆,,,ܩܪܣܐ,ܩܐܪܣܐܘܬܘܒܟܬܒܒܗ܂
,,,,ܘܬܘܒܟܬܒ,,,ܘܬܘܒܟܬܒ,
,,,,ܒܗ܆,,,ܐܓܪܬܐܐܚܪܬܐܒܫܡܝܠܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢܘܗܟܢܐܟܬܒܒܗ,
,,,,ܟܕܐܓܪܬܐܬܡܛܐ,,,ܟܕܐܓܪܬܐܬܡܛܐ,ܟܕܐܓܪܬܐܬܡܛܐ
,,,,ܠܘܬܟ܆,,,ܠܘܬܟ,ܠܘܬܢ܂
,,,,ܦܘܩ,,,ܦܘܩ,ܦܘܩ
,,,,ܠܐܘܪܥܝ,,,,ܠܐܘܪܥܝ
,,,,ܠܦܩܥܬܐܕܒܬܝܡܢܐ,,,,ܠܦܩܢܬܐܕܒܬܝܡܢܐ܂
,,,,ܒܝܘܡܥܣܪܝܢܘܚܡܫܐ,,,ܒܝܘܡܥܣܪܝܢܘܚܡܫܐ,ܒܝܘܡܥܣܪܝܢܘܚܡܫܐ
,,,,ܒܐܕܪ,,,ܐܩܒܒܐܒ,ܒܐܕܪ
,,,,ܝܪܚܐ܆,,,ܝܪܚܐ܂,ܝܪܚܐ܂
,,,,ܘܐܢܐ,,,ܘܐܢܐ,ܘܐܢܐ
,,,,ܐܥܠܟ,,,ܐܥܠܟ,ܬܥܠܟܠܢܝܢܘܐ܂ܘܐܬܚܘܕ
,,,,ܠܢܝ̈ܢܘܐ܆,,,ܠܢܝܢܘܐ,
,,,,ܘܬܐܚܘܕ,,,ܘܬܐܚܘܕ,
,,,,ܒܗܡܠܟܘܬܐܕܠܐ,,,ܒܗܡܠܟܘܬܐܕܠܐ,ܒܗܡܠܟܘܬܐܕܠܐ
,,,,ܩܪܒܐ,,,ܩܪܒܐ,ܩܪܒܐ܂
,,,,ܘܕܡܝܐܢܝܢ,,,ܘܕܡܝ܂,ܘܕܡܝܐܢܝܢ
,,,,ܠܟܬܝܒ̈ܬܝ,,,,ܠܥܬܝܒ̈ܬܝ܂
,,,,ܘܛܒܥ,,,,ܘܛܒܥ
,,,,ܐܢܝܢ,,,ܐܢܝܢ,ܐܢܝܢ
,,,,ܒܥܙܩܬܐ,,,ܒܥܙܩܬܝ̈,ܒܥܙܩܬܐ
,,,,ܕܝܠܝ܆,,,ܕܝܠܝ܂,ܕܝܠܝ܂
,,,,ܘܫܕܐܐܢܝܢܒܚܕܡܢ,,,ܘܫܕܐܐܢܝܢܒܚܕܡܢ,ܘܫܕܐܐܢܝܢܒܚܕܡܢ
,,,,ܬܘܢܘ̈ܗܝܕܡܠܟܐ܆,,,ܬܘܢܘܗܝܕܡܠܟܐܟܕܟܬܒܢܕܢܐܓܪܬܐܠܐܚܝܩܪܐܒܘܗܝܥܠܦܘܡܡܠܟܐ,ܐܘܢܘ̈ܗܝ܂ܕܡܠܟܐ܂ܘܬܘܒܟܬܒܐܓܪܬܐܐܚܪܬܐ
,,,,ܘܬܘܒܟܬܒܐܓܪܬܐ,,,ܘܬܘܒܟܬܒܐܓܪܬܐ,
,,,,ܐَܚܪܬܐ܆,,,ܐ̄ܚܪܬܐ܂,
,,,,ܐܝܟܕܡܢܡܪܝ,,,ܐܝܟܕܡܢܡܪܝ,ܐܝܟܕܡܢܡܪܝ
,,,,ܡܠܟܐ܆,,,ܡܠܟܐ,ܡܠܟܐ܂
,,,,ܡܢܣܪܚܕܘܡܡܠܟܐܠܐܚܝܩܪܣܦܪܐܕܡܠܟܐ,,,ܡܢܣܪܚܕܘܡܡܠܟܐܠܐܚܝܩܪܣܦܪܐܕܡܠܟܐ,ܡܢܣܪܚܕܘܡܡܠܟܐܠܐܚܝܩܪܣܦܪܐܕܡܠܟܐ
,,,,ܫܠܡ܆,,,ܫܠܡ,ܫܠܡ܂
,,,,ܟܕ,,,,ܟܕ
,,,,ܐܓܪܬܐܗܕܐܐܬܩܒܠܬܟܢܫܚܝܠܐܟܠܗ,,,ܐܓܪܬܐܗܕܐܐܬܩܒܠܬܟܢܫܚܝܠܐܟܠܗ,ܐܓܪܬܐܗܕܐܐܬܩܒܠܬܟܢܫܚܝܠܐܟܠܗ
,,,,ܠܛܘܪܐ܆,,,ܠܛܘܪܐ,ܠܛܘܪܐ܂
,,,,ܘܡܢܬܡܢܦܘܩܠܦܩܥܬ,,,ܘܡܢܬܡܢܦܘܩܠܦܩܥܬ,ܘܡܢܬܡܢܦܘܩܠܦܩܥܬ
,,,,ܢܫܪ̈ܝܢ,,,ܢܫܪ̈ܝܢ,ܢܫܪ̈ܝܟ܂
,,,,ܒܝܘܡܥܣܪܝܢܘܚܡܫܐ,,,ܒܝܘܡܥܣܪܝܢܘܚܡܫܐ,ܒܝܘܡܥܣܪܝܢܘܚܡܫܐ
,,,,ܒܝܪܚܐ܆,,,ܒܝܪܚܐ,ܒܝܪܚܐ܂
,,,,ܘܡܐܕܚܙܐ,,,ܘܡܐܕܚܙܐ,ܘܡܐܕܚܙܐ
,,,,ܐܢَܬ,,,ܐܢ̄ܬ,ܐܢ̄ܬ
,,,,ܠܝܕܡܬܩܪܒ,,,ܠܝܕܡܬܩܪܒ,ܠܝܕܡܬܩܪܒ
,,,,ܐَܢܐܠܘܬܟ܆,,,ܐܢܐܠܘܬ,ܐ̄ܢܐܠܘܬܟ܂
,,,,ܣܕܘܪܚܝܠܐ,,,ܣܕܘܪܚܝܠܐ,ܣܕܘܪܚܝܠܐ
,,,,ܠܘܩܒܠܝ܆,,,ܠܘܩܒܠ,ܠܘܩܒܠܝ܂
,,,,ܐܝܟܓܒܪܐܕܥܬܝܕ,,,ܐܝܟܓܒܪܐܕܥܬܝܕ,ܐܝܟܓܒܪܐܕܥܬܝܕ
,,,,ܠܩܪܒܐ܆,,,ܠܩܪܒܐ,ܠܩܪܒܐ܂
,,,,ܡܛܠ,,,ܡܛܠ,ܡܛܠ
,,,,ܕܐܝܙ̈ܓܕܐ,,,ܕܐܝܙܓܕ̈ܐ,ܕܐܝܙܓܕ̈ܐ
