Borg_ar_201,Camb_Add_2886,Cambrigde_Add_3497,GCAA_00486,Mingana_ar_christ_93_84,Mingana_syr_133,Ms_orient_A_2652,Or_1292b,Paris_Arabe_3637,Vat_ar_2054
,والاموال,والأموال,والاموال,,,والاموال,والاموال,والاموال,
,شيًا,شيًا,شيًا,,,شيًا,شيًا,شيًا,
,كتير,كثير,كتير,,,كثير_,كثير,كثير_,
,فلمابلغالخبر,فلمابلغالخبر,فلمابلغالخبر,,فلمابلغالخبر,فلمابلغالخبر,فلمابلغالخبر,فلمابلغالخبر,
,الى,لسنحاريب,لسنحاريب,,الى,لسنحاريب,لسنحاريب,الي,
,سنحاريب,,الملك,,سنحاريب,,,سنحاريب,
,الملك,الملك,,,,الملك_,الملك,الملك,
,بانحيقارجائه,,,,,,,,
,خرج,خرج,خرج,خرج,خرج,خرج,خرج,خرج,
,,الى,لملتقاه,سنخاريبالملك,لملتقاه,الى,الي,الي,
,الىلقاه,لقاحيقار,,الىلقاه,,لقاحيقار,لقاحيقار,لقاحيقار,
,,,,وقبلهبينعينيه,,,,,
,وفرح,وفرح,وفرح,وفرح,وفرح,وفرح,وفرح,وفرح,
,بهِ,بهِ,به,به,به,به,بهِ,بهِ,
,فرحًا,فرحًا,فرحًا,فرحًا,فرحً,فرحًا,فرحًا,فرحًا,
,عظيم,عظيم,عضيم,عظيمًافسجدللملكوقبليديهواهداهالهداياوالسلاموقدملهُالاموالجميعهافقاللهُالملكاهلاوسهلابكياعزيزىوفخردولتي,عظيموقبّله,عظيموقبّله,عظيم,عظيم_,
,جدًاوعانقه,,,,,,,,
,وقبله,وقبله,وقبله,,,,وقبله,وقبله,
,وقال,وقال,وقال,,وقال,وقال,وقال,وقال,
,له,له,له,,له,له_,لهُ,له,
,اهلًا,اهلًا,اهلان,,اهلًا,اهلاوسهلا,اهلًا,اهلًا,
,وسهلًا,وسهلًا,وسهلًا,,وسهلًا,,وسهلًا,وسهلًا,
,ومرحبا,ومرحبا,ومرحبًا,,باخي,ومرحبا,ومرحبا,ومرحبا,
,في,في,في,,,في,في,في,
,اخيحيقار,ابى,ابي,,,ابي,ابي,ابي,
,وعز,وعز,وعز,وعز,وعز,وعز,وعز,وعز,
,دولتي,دولتى,دولتي,,دولتي,دولتي,دولتي,دولتي,
,وفخر,وفخر,وفخر,,وفخر,وفخر,وفخر,وفخر,
,ملكي,ملكى,ملكي,مملكتي,مملكتي,ملكي_,ملكي_,ملكي,
,اطلب,اطلب,اطلب,اشتهيالانواتمناعلياماتريدوماتشافقالحيقارتعيشياسيدي,اطلب,اطلب,اطلب,اطلب,
,,منىماتشتهى,,,,,,,
,,,,,مني,مني,مني,مني,
,ماتشتهي,,ماتشتهي,,ماتشتهي,ماتشتهي,ماتشتهي,ماتشتهي,
,مني,,,,,,,,
,,وتختار,وتختار,,وتختار,وتختار,وتختار,وتختار,
,وتريد,لو,,,وايشماتريدوتحبولوكان,,لو,لو,
,ولو,,ولو,,,ولو,,,
,اردت,اردت,اردت,,,اردت,اردت,اردت,
,نصف,نصف,نصف,,نصف,نصف,نصف,نصف,
,ملكي,ملكىومقتناى,ملكي,,ملكي,ملكي,ملكي,ملكي,
,ومقتناي_,,ومقتناي,,ومااقتنيفقاللهحيقارتعيشياسيديالىالابدرجايمنكان,ومقتناي_,ومقتناي,ومقتناي_,
,فقال,فقال,فقال,,,فقال,فقال,فقال,
,له,له,له,,,له,لهُ,له,
,حيقار,حيقار,حيقار,,,حيقار,حيقار,حيقار,
,تعيشياسيدي,يعيش,تعيشياسيدي,,,يعيش,يعيش,يعيش,
,الملك,سيدىالملك,,,,سيديالملك,سيديالملك,سيديالملك,
,الى,,الي,الى,,الى,الي,الي,
,الابد,الابد,الابد,الابد,,الابد_,الابد,الابد_,
,,ان,ان,فانكنت,,ان,ان,ان,
,,كانتريد,تنعم,تنعم,,كانتريد,كانتريد,كانتريد,
,,,علي,علياوتكملاحسانك,,,ان,,
,,تنعم,,,تنعم,تنعم,تنعم,تنعم,
,,علىّ,,,,عليّ,عليّ,عليّ,
,انعم,انعم,انعم,انعم,,انعم,انعم,انعم,
,ياسيديالملكعلىابوسميكعوضي,على,علي,على,على,على,علي,علي,
,,ابوسميك,بوسميك,ابوسميك,ابوسميك,ابوسميك,ابوسميك,ابوسميك,
,,السياف,السياف,السياف,السياف,السياف_,السياف,السياف_,
,لان,لان,لان,لانيمناللهومنهنظرت,لانيمناللهومنهنظرت,لان,لان,لان,
,,بموافقتهمع,بموافقتهمع,الحياهوكانلكالنصروالغلبه,الحياةثانيًافقاللهكرامةً,بموافقتهمع,بموافقتهمع,بموافقتهمع,
,,إرادة,ارادة,,,ارادة,اردة,ارداة,
,,الله,الله,,,الله,اللهتعالي,اللهتعالي,
,,تعالى,,,,تعالى,,,
,كانت,كانت,كانت,,,كانت,كانت,كانت,
,حياتي,حياتى,حياتي,,,حياتي,حياتي,حياتي,
,علىيداللهويده_,ثانيًا,تانيًافقالله,,,ثانيًا_,ثانيًا_,ثانيًا_,
,فقال,فقال,,,,فقال,فقال,فقال,
,سنحاريبالملكاكرامًا,,,,,كرامه,لهُ,,
,,كرامة,كرامة,,,,كرامة,كرامة,
,لكيا,لكيا,لكيا,,لكيا,لكيا,لكيا,لكيا,
,عزيزي,عزيزى,عزيزي,,عزيزي,عزيزي,عزيزي,عزيزي,
,حيقارلاجعلمنزلةابوسميكالسيافاعلامنجميعخواصيومحبيني_ثمانالملك,انااكرمعليه,تمانه,,وبدا,انااكرمعليه_,انااكرمعليه_,انااكرمعليه_,
,,ثم,,ثم,,ثم,ثم,ثم,
,,انه,,,,انه,انه,,
,بدا,بدا,بدا,بدا,,بدا,بدا,بدا,
,يساله,يساله,يساله,يحكيما,يساله,يساله,يساله,يساله,
,عما,عنما,بما,,بما,بما,عنما,عنما,
,جرا,جرى,جرا,جرا,جرا,جرا,جرالهُ,جري,
,له,له,له,بينهوبينالملكفرعونمنالمسايلوغيرهاففرحالملكبذلكواحضر,له,له,,له,
,معفرعونمن,معفرعونمن,معفرعونمن,,منفرعونومن,معفرعونمن,معفرعونمن,معفرعونمن,
,,,,المال,,,,,
,الاولماوصلالىمااجىمنعنده,,الامتال,,,,,,
,,الامثالوالرموز,,,الامثال,الامثالوالرموز_,الامثالوالرموز_,الامثالوالرموز_,
,,,والرموز,,والرموز,,,,
,وكيف,وكيف,,,,وكيف,وكيف,وكيف,
,رد,قدم,وقدم,,واخرجلهذلك,قدّمله,قدم,قدم,
,,,,,المال,,,,
,له,له,له,,,,لهُ,له,
,جميعسوالهوكيفاخدمنهالاكسيم,الأموال,الاموال,,,الاموال,الاموال,الاموال,
,والخلع,,,والخلع,,,,,
,والهدايا,والهدايا,والهدايا,,والهدايا,والهدايا_,والهدايا,والهدايا,
,,والكسيم,والكسيم,,والكسيم,والكسيم,والكسيم,والكسيم,
,,والخلع,والخلع,,والخلع,والخلع_,والخلع,والخلع_,
,,فاحكى,,,الذياعطاهفرعون,فاحكا,فاحكا,فاحكي,
,,له,,,,له,لهُ,له,
,,بجميعما,,,,بجميعما,بجميعما,بجميعما,
,,جرى,,,,جرا_,جري_,جري_,
,ففرحسنحاريب,ففرحسنحاريب,ففرحسنحاريب,,ففرحسنحاريب,ففرحسنحاريب,ففرحسنحاريب,ففرحسنحاريب,
,الملك,الملك,,,فرحا,الملك,الملك,,
,فرحًا,فرحًاعظيمومنبعدماتمالكلامفقال,فرحًا,,,فرحًاعظيم_ومنبعدماتمالكلامفقال,فرحًاعظيم_ومنبعدماتمالكلام_فقال,فرحًاعظيم_ومنبعدماتمالكلامفقال,
,عظيم,له,عظيم,,عظيم,له,لهُ,له,
,وقاللحيقار,الملكياحيقار,وقاللحيقار,وقاللحيقار,وقاللحيقار,الملكياحيقار,الملكياحيقار,الملكياحيقار,
,,,,جميعماتنظرتحتيدك,خذمثل,خذ,,,
,خد,خد,خد,,,,خد,خد,
,ما,ما,ما,خد,,ما,ما,ما,
,,,,ما,ما,,,,
,تشتهي,تشتهىوتحب,تشتهي,,,تشتهي,تشتهي,تشتهي,
,,,,تختاروتشتهي,تختاروتشتهي,وتحبّ,وتحب,وتحب,
,من,من,من,فقبليدهوقالياسيدي,منجميعماتريدمنهولايفقالحيقاريعيشراسك,من,من,من,
,هذا,هذا,هدا,,,هذا,هذا,هذا,
,الجبتهلانه,جميعهفهو,جميعهفهو,,,جميعه_فهو,جميعهفهو,جميعهفهو,
,في,في,في,,,فى,في,في,
,قبضة,قبضة,قبضت,,,قبضت,قبضة,قبضة,
,يدكفقالحيقاريعيشالملك,يدكفقالحيقاريعيشالملك,يدكفقالحيقاريعيشالملك,,,يدك_فقالحيقاريعيشالملك,يدكفقالحيقاريعيشالملك,يدك_فقالحيقاريعيشالملك,
,الى,الى,,,,الى,الي,الي,
,الابد,الابد,الابد,,,الابد_,الابد,الابد,
,انا,انا,انا,,انا,انا,انا,انا,
,مااريد,مااريد,مااريد,مااريد,مااريد,مااريد,مااريد,مااريد,
,الّىسلامةسيديالملك,الا,الا,الا,الا,الّا,الاّ,الاّ,
,,سلامتك,سلامتك,انكتكونطيبانكنتتنعمعلىّ,سلامتك,سلامتك,سلامتك,سلامتك,
,ودوام,ودوام,ودوام,,,ودوام,ودوام,ودوام,
,عزه_انا,دولتك,دولتك,,,دولتك_,دولتك,دولتك_,
,ياسيدي,,,,ياسيدي,,,,
,ايش,ايش,ايش,,ايش,ايش,ايش,ايش,
,انا,,,,,,,,
,اعمل,اعمل,اعمل,,اعمل,اعمل,اعمل,اعمل,
,,انا,فيالملك,,بالمال,انا,انا,انا,
,فيالمال,فيالمال,,,,فيالمال,فيالمال,فيالمال,
,وغيره,وغيره,وغيره,,وغيره,وغيره_,وغيره_,وغيره_,
,فان,لكنان,فان,,اناارجومنانعامكانتكرّم,لكنان,لكنان,لكنان,
,كنت,كنت,كنت,,,كنت,كنت,كنت,
,,تريد,,,,تريد,تريد,تريد,
,تنعم,تنعم,تنعم,,,تنعم,تنعم,تنعم,
,عليّ,علىّبشى,عليفامننعلي,,,عليّ,عليّ,عليّ,
,اعطيني,,,اعطيني,,بشي_,بشي_,بشي_,
,,فانعم,,نادن,,فانعم,فانعم,فانعم,
,,علىّ,,,عليّ,عليّ,عليّ,عليّ,
,,في,,,في,في,في,في,
,ابن,ابن,ابن,ابن,ابن,ابن,ابن,ابن,
,اختي,اختى,اختي,اختي,اختي,اختي,اختي,اختي,
,نادان,نادان,نادان,,نادان,نادان,نادان,نادان,
,حتى,حتى,حتي,حتىانتقممنه,حتىانتقممنه,حتى,حتي,حتي,
,اجازيه,اجازيه,اجازيه,,,اجازيه,اجازيه,اجازيه,
,بما,بما,بما,بما,بما,بما,بما,بما,
,فعل,فعل,فعل,صنع,فعل,فعل,فعل,فعل,
,معي,معى,,معي,وان,معي_,معي_,معي_,
,,ولكن,,منالسو,,ولكن,ولكن,لاني,
,وتوهبني,اريدمنكان,وتوهبني,وتوهبني,,اريدمنكان,اريدمنكان,اريدمنكان,
,,توهبنى,,,توهبني,توهبني,توهبني,توهبني,
,دمه,دمه,دمه,دمه,دمه,دمّه,دمه,دمه,
,وتحاللني,وتحاللنى,وتحاللني,وتحاللني,وتحاللني,وتحاللني,وتحاللني,وتحاللني,
,فيه_,فيه,فيه,فيه,فيه,فيه_,فيه_,فيه_,
,فقال,فقال,فقال,فامرسنخاريبالملكواعطاهاياهوقال,فقال,فقال,فقال,فقال,
,,له,له,,له,له,له,له,
,,,,لقد,,,,,
,سنحاريب,سنحاريب,سنحاريب,,سنحاريب,سنحاريب,سنحاريب,سنحاريب,
,الملك,,,,خذه,خذه,,,
,,,,,لقد,,,,
,خده,خده,خده,,,قد,خده,خده,
,,قد,وقداوهبتك,,,,قد,قد,
,اوهبتك,اوهبتك,,اوهبتك,اوهبتك,اوهبتك,اوهبتك,اوهبتك,
,اياه,إياه,اياه,اياه,اياه,اياه_,اياه_,اياه_,
,فاخدحيقارنادانابناخته,فاخدهحيقار,فاخدهحيقار,واخدهحيقارومضىبهالى,فاخذهحيقار,فاخذهحيقار,فاخدهحيقار,فاخدهحيقار,
,وربطيديه,وربطيديه,وربطيديه,,واوثقه,وربطيديّه,وربطيديه,وربطيديه,
,فيسلسلة,ورجليه,فيسلسله,,فيسلسلة,ورجليه_,ورجليه,ورجليه,
,من,واخده,,,,,واخده,واخده,
,حديد,الى,حديد,,حديد,,,,
,,,واخد,,وقيّديداه,,,,
,واخذهالى,,الي,,واخذهالى,واخذهالى,الي,الي,
,منزله,منزله,منزله,منزله,منزله,منزله,منزله,منزله,
,وجعل,وجعل,وجعل,فخرجوللقاهجندهوعسكرهواهلهوقومهوعشيرتهوفرحوبهفرحًاعظيمثمانهاوثقنادان,واوثق,وجعل,وجعل,وجعل,
,في,في,في,في,,فيه,في,في,
,رجليه,رجليه,رجليه,سلسلهفيرقبتهوربطيديهوقيدهوجلدهجلدًاشديدعلىظهره,رجليه,رجليه,رجليه,رجليه,
,قيدًا,قيد,قيدًا,,,قيد,قيد,قيد,
,ثقيلوربطهربطًا,تقيل,تقيل,,,تقيل_,تقيل,تقيل,
,,وضربهضربًا,وضربهضربًا,,وضربهضربًا,وضربهضربًا,وضربهضربًا,وضربهضربًا,
,شديد,شديدًاموجع,شديدًاموجع,,شديد,شديدًموجعً,شديدًاموجع,شديدًاموجع,
,وبعدذلكالربط,,علي,,منباكرالىالمسا,,علي,علي,
,,على,,,على,على,,,
,,رجليه,رجليه,,رجليه,رجليه,رجليه,رجليه,
,,وظهره,وضهره,,وظهره,وظهره,وظهره,وظهره,
,,وبطنه,وبطنه,وبطنه,وبطنه,وبطنه,وبطنه,وبطنه,
,,واباطاتسيقانه,واباطاتسيقانه,ورجليهوباطاتساقيه,واباطاتسيقانه,واباطاتسيقانه_,واباطاتسيقانه_,واباطاتسيقانه_,
,,وبعدالضرب,وبعدالضرب,وبعدالضرب,وبعدالضرب,وبعدالضرب,وبعدالضرب,وبعدالضرب,
,القاه,القاه,القاه,القاه,القاه,القاه,القاه,القاه,
,في,في,في,في,فى,في,في,في,
,مكان,مكان,مكان,مكان,مكان,مكان,مكان,مكان,
,مظلم,مظلم,مضلم,مظلم,مظلم,مظلم,مظلم,مظلم,
,بجانبالكنيف,بجانبالكنيف,بجانبالكنيف,بجانبالكنيف,بجانبالكنيف,بجانبالكنيف_,بجانبالكنيف,بجانبالكنيف_,
,وجعل,وجعل,وجعل,ووكل,وجعل,وجعل,وجعل,وجعل,
,عليه,عليه,عليه,عليه,عليه,عليه,عليه,عليه,
,نبوحال,نبوحال,نبوحال,بنوحال,نبوحال,نبوحال,نبوحال,بنوحال,
,حارسًا,حارسًا,حارسًا,الغلاموبقي,حارسًا,حارسًا_,حارسًا,حارسًا,
,وامرهان,وامرهان,وامرهان,,يحرسهوامران,وامرهان,وامرهان,وامرهان,
,يعطيه,يعطيه,يعطيه,,يعطيه,يعطيه,يعطيه,يعطيه,
,في,,,,كليوم,,,,
,كليوم,كليوم,كليوم,كليوم,,كليوم,كليوم,كليوم,
,,,,يطعمه,,,,,
,رغيفخبز,رغيفخبز,رغيفخبز,رغيفخبز,رغيفخبز,رغيفخبز,رغيفخبز,رغيفخبز,
,وقليل,وماقليل,وقليل,وقليل,وقليل,وماقليل_,وماقليل_,وماقليل_,
,ما,,ما,ماء,ماء,,,,
,وكانحيقار,وكانحيقار,وكانحيقار,وكانحيقار,وكانحيقار,وكانحيقار,وكانحيقار,وكانحيقار,
,كلما,كلما,كلما,كلما,كلما,كلما,كلما,كلما,
,يدخل,يدخل,يدخل,دخلوخرجيعاقبه,يدخل,يدخل,يدخل,يدخل,
,اويخرج,ويخرج,ويخرج,,ويخرج,ويخرج,ويخرج,ويخرج,
,يعاتب,يعاقب,يعاتب,,ويعاتب,يعاقب,يعاتب,يعاتب,
,ابناخته,,,,,,,,
