162,Add_2020,Add_7200,Ar_7/229,Manuscrit_4122,Or_2313,Sachau_162,Sado_no_9,Syr_80
,,,,ܡܢܣܪܚܕܘܡ,,,ܡܢܣܪܚܕܘܡ,ܡܢܣܪܚܕܘܡ
,ܡܠܟܐ,,,ܡܠܟܐ,,,ܡܠܟܐ,ܡܠܟܐ
,ܡܪܝ܂ܘܗܟܢܟܬܒܗ܂ܡܢܣܢܚܪܝܒܡܠܟܐܘܥܙܩܬܐܕܝܠܝ,,,,,,,
,ܠܐܚܝܩܪܣܦܪܐ,,,ܠܐܚܝܩܪܣܦܪܐ,,,ܠܐܚܝܩܪܣܦܪܐ,ܠܐܚܝܩܪܣܦܪܐ
,ܫܠܡ܂,,,ܕܡܠܟܐ,,,ܕܡܠܟܐ,ܕܡܠܟܐ
,,,,ܫܠܡ܆,,,ܫܠܡ,ܫܠܡ܂
,ܟܕ,,,ܟܕ,,,,ܟܕ
,ܐܓܪܬܐܗܕܐܡܛܝܐܠܘܬܟ܉,,,ܐܓܪܬܐܗܕܐܐܬܩܒܠܬ,,,ܐܓܪܬܐܗܕܐܐܬܩܒܠܬ,ܐܓܪܬܐܗܕܐܐܬܩܒܠܬ
,ܟܢܫ,,,ܟܢܫ,,,ܟܢܫ,ܟܢܫ
,ܠܟܠܗ,,,,,,,
,ܚܝܠܐ,,,ܚܝܠܐ,,,ܚܝܠܐ,ܚܝܠܐ
,,,,ܟܠܗ,,,ܟܠܗ,ܟܠܗ
,ܠܛܘܪܐ,,,ܠܛܘܪܐ܆,,,ܠܛܘܪܐ,ܠܛܘܪܐ܂
,ܗܘܕܡܬܩܪܐܨܝܨ,,,,,,,
,ܘܡܢܬܡܢܦܘܩ,,,ܘܡܢܬܡܢܦܘܩ,,,ܘܡܢܬܡܢܦܘܩ,ܘܡܢܬܡܢܦܘܩ
,ܘܬܐܠܐܘܪܥܝ,,,,,,,
,ܠܦܩܥܬ,,,ܠܦܩܥܬ,,,ܠܦܩܥܬ,ܠܦܩܥܬ
,ܢܫܪܝܢܕܝܬܒܐܒܬܝܡܢܐ܂ܠܝܘܡ,,,ܢܫܪ̈ܝܢ,,,ܢܫܪ̈ܝܢ,ܢܫܪ̈ܝܟ܂
,,,,ܒܝܘܡ,,,ܒܝܘܡ,ܒܝܘܡ
,ܥܣܪܝܢܘܚܡܫܐ,,,ܥܣܪܝܢܘܚܡܫܐ,,,ܥܣܪܝܢܘܚܡܫܐ,ܥܣܪܝܢܘܚܡܫܐ
,ܒܐܒܝܪܚܐ܂,,,ܒܝܪܚܐ܆,,,ܒܝܪܚܐ,ܒܝܪܚܐ܂
,ܘܡܐ,,,ܘܡܐ,,,ܘܡܐ,ܘܡܐ
,ܕܚܙܝܬܢܝ,,,ܕܚܙܐ,,,ܕܚܙܐ,ܕܚܙܐ
,,,,ܐܢَܬ,,,ܐܢ̄ܬ,ܐܢ̄ܬ
,,,,ܠܝ,,,ܠܝ,ܠܝ
,ܕܡܬܩܪܒ,,,ܕܡܬܩܪܒ,,,ܕܡܬܩܪܒ,ܕܡܬܩܪܒ
,ܐ̄ܢܐ,,,ܐَܢܐܠܘܬܟ܆,,,ܐܢܐܠܘܬ,ܐ̄ܢܐ
,ܠܘܬܟ܋,,,,,,,ܠܘܬܟ܂
,ܣܕܘܪܚܝܠܐ,,,ܣܕܘܪܚܝܠܐ,,,ܣܕܘܪܚܝܠܐ,ܣܕܘܪܚܝܠܐ
,ܠܘܩܒܠܝ,,,ܠܘܩܒܠܝ܆,,,ܠܘܩܒܠ,ܠܘܩܒܠܝ܂
,ܐܝܟܓܒܪܐܕܥܬܝܕ,,,ܐܝܟܓܒܪܐܕܥܬܝܕ,,,ܐܝܟܓܒܪܐܕܥܬܝܕ,ܐܝܟܓܒܪܐܕܥܬܝܕ
,ܠܩܪܒܐ܂,,,ܠܩܪܒܐ܆,,,ܠܩܪܒܐ,ܠܩܪܒܐ܂
,ܡܛܠ,,,ܡܛܠ,,,ܡܛܠ,ܡܛܠ
,ܕܐܝܙ̈ܓܕܐ,,,ܕܐܝܙ̈ܓܕܐ,,,ܕܐܝܙܓܕ̈ܐ,ܕܐܝܙܓܕ̈ܐ
,ܕܦܪܥܘܢܡܠܟܐ,,,ܕܡܠܟܐ,,,ܕܦܪܥܘܢܡܠܟܐ,ܕܡܠܟܐ
,,,,,,,ܕܦܪܥܘܢ,
,ܕܡܨܪܝܢܐܬܘ,,,ܕܡܨܪܝܢܐܬܘ,,,ܕܡܨܪܝܢܐܬܘ,ܕܡܨܪܝܢܐܬܘ
,ܠܘܬܝ܂ܕܢܚܙܘܢܡܢ,,,ܠܘܬܝ܆,,,ܠܘܬܝ,ܠܘܬܝ܂
,,,,ܕܢܕܥܘܢ,,,ܕܢܕܥܘܢ,ܕܢܕܥܘܢ
,,,,ܕܡܢܐ,,,ܕܡܢܐ,ܡܢܐ
,ܚܝܠܐܐܝܬ,,,ܚܝܠܐܐܝܬ,,,ܚܝܠܐܐܝܬ,ܚܝܠܐܐܝܬ
,ܠܝ܂,,,ܠܝ܆,,,ܠܝ܂,ܠܝ܂
,ܘܫܕܪܗܠܝܢܕܢܒܪܝܠܐܓܪܬܐܗܕܐܒܐܝ̈ܕܝ,,,ܘܫܕܪܘܗܠܝܥܡ,,,ܘܫܕܪܘܗܠܝܥܡ,ܘܫܕܪܘܗܠܝܥܡ
,ܬܪܝܢ,,,ܬܪܝܢ,,,ܬܪܝܢ,ܬܪܝܢ
,ܦܠܚ̈ܐܕܡܠܟܐ܂ܗܝܕܝܢܠܒܟܐܢܝܢ܂,,,ܓܒܪ̈ܝܢ܆,,,ܓܒܪ̈ܝܢ,ܓܒܪ̈ܝܟ܂
,,,,ܘܟܕܝܗܒ,,,ܘܟܕܝܗܒ,ܘܟܕܝܗܒ
,ܢܕܢܒܪܝ,,,ܒܪܝܠܡܠܟܐ,,,ܢܕܢܒܪܝ,ܒܪܝܠܡܠܟܐ
,ܠܟܬܝ̈ܒܬܐܕܟܬܒ,,,ܐܓܪܬܐ܆,,,ܠܡܟܐ,
,,,,,,,ܐܓܪܬܐ܂,ܐܓܪܬܐ܂
,,,,ܗܝܕܟܬܝܒܐܥܠ,,,ܗܝܕܟܬܝܒܐܥܠ,ܗܝܕܟܬܝܒܐܥܠ
,,,,ܦܘܡ,,,ܦܘܡ,ܦܘܩ
,,,,ܐܚܝܩܪ܆,,,ܐܚܝܩܪ,ܐܚܝܩܪ
,,,,,,,,܂
,,,,ܗܝܕܝܢ,,,ܗܝܕܝܢ,ܗܝܕܝܢ
,,,,ܠܒܟܗܒܪܝ,,,ܠܒܪܗܕܪܝ,ܠܒܟܗܒܪܝ
,,,,ܢܕܢܠܚܕܐܡܢ,,,ܢܕܢܠܚܕܐܡܢ,ܢܕܢܠܚܕܐܡܢ
,,,,ܐܓܪ̈ܬܐ܆,,,ܐܓܪ̈ܬܐ,ܐܓܪ̈ܬܐ܂
,ܐܝܟܗܘܕܡܫܟܚܘ,,,ܐܝܟܗܘܕܡܫܟܚܘ,,,ܐܝܟܗܘܕܡܫܟܚܘ,ܐܝܟܗܘܕܡܫܟܚܘ
,ܐܫܟܚܐܢܝܢ܂ܘܩܪܐܐܢܝܢܩܕܡܡܠܟܐ܂,,,ܐܫܟܚܗ܆,,,ܐܫܟܚܗ,ܐܫܟܚܗ܂
,,,,ܘܩܪܗܩܕܡ,,,ܘܩܪܗܩܕܡ,ܘܩܪܗܩܕܡ
,,,,ܡܠܟܐ܆,,,ܡܠܟܐ,ܡܠܟܐ܂܂
,ܘܟܕܫܡܥ,,,ܘܟܕܫܡܥܡܠܟܐ,,,ܘܟܕܫܡܥ,ܘܟܕܫܡܥܡܠܟܐ
,ܐܢܝܢ,,,ܣܓܝ,,,ܣܓܝܟܕܐܬܚܡܬ,ܕܣܓܝ
,,,,ܪܓܙܘܐܬܚܡܬ,,,,ܪܓܙܘܐܬܚܡܬ
,ܡܠܟܐ,,,ܡܠܟܐ,,,ܡܠܟܐ,ܡܠܟܐ
,ܡܪܝܐܝܠܠܘܐܡܪ܂ܐܘ,,,ܥܠܐܚܝܩܪ,,,ܥܠܐܚܝܩܪ,ܥܠܐܚܝܩܪ
,,,,ܘܗܢܐ,,,ܘܗܟܢܐ,ܘܗܢܐ
,,,,ܐܡܪ܆,,,,ܐܡܪ܂
,,,,ܐܘܢ,,,ܐܘܢ,ܐܘܢ
,ܐܠܗܐܡܢܐܚܛܝܬܠܗ,,,ܐܠܗܐܡܢܐܚܛܝܬܠܗ,,,ܐܠܗܐܡܢܐܚܛܝܬܠܗ,ܐܠܗܐܡܢܐܚܛܝܬܠܗ
,ܠܐܚܝܩܪ,,,ܠܐܚܝܩܪ܆,,,ܠܐܚܝܩܪ,ܠܐܚܝܩܪ܂
,ܕܗܟܢܢܥܒܕ,,,ܕܟܕܗܟܢܐܨܒܐ,,,ܕܟܕܗܟܢܐܨܒܐ,ܕܟܕܗܟܢܐܨܒܐ
,,,,ܕܢܘܒܕ,,,ܕܢܥܒܕܠܝܡܦܢܐܢܕܢܠܡܟܐܡܛܠܐܚܝܩܪ,ܕܢܘܒܕ
,ܠܝ܂,,,,,,,
,,,,,,,,ܠܝ܂
,ܘܥܢܐܢܕܢܒܪܝ,,,ܠܝ܆,,,,
,,,,ܗܝܕܝܢܥܢܐܢܕܢ,,,ܗܝܕܝܢܥܢܐܢܕܢ,ܗܝܕܝܢܥܢܐܢܕܢ
,,,,ܘܐܡܪ,,,ܠܡܟܐ,ܘܐܡܪ
,ܘܐܡܪ,,,ܠܡܟܠܐ܆,,,ܘܐܡܪ,ܠܡܠܟܐ܂
,ܠܡܠܟܐ܂,,,,,,ܠܡܠܟܐ,
,,,,,,,ܠܐ,
,,,,,,,ܬܩܨܘܦ,
,ܡܪܝ,,,,,,ܡܪܝ,
,ܠܐ,,,ܠܐ,,,,ܠܐ
,ܬܩܨܦ,,,ܬܩܨܦ,,,,ܬܩܨܦ
,ܘܬܪܓܙ܂ܩܘܡ,,,ܡܪܝ,,,,ܡܪܝ
,,,,ܡܠܟܐ܆,,,,ܡܠܟܐ܂
,ܢܐܙܠ,,,ܢܐܙܠ,,,ܢܐܙܠ,ܢܐܙܠ
,,,,ܢܦܘܩ,,,ܢܦܘܩ,ܢܦܘܩ
,ܠܦܩܥܬ,,,ܠܦܩܥܬ,,,ܠܦܩܥܬ,ܠܦܩܥܬ
,ܢܫܪܝܢ,,,ܢܫܪ̈ܝܢ,,,ܢܫܪܝܢ,ܢܫܪ̈ܝܢ܂
,ܠܝܘܡܐܗܘܕܟܬܝܒܠܗܒܐܓܪܬܐ܂ܘܐܢܫܪܝܪܐܟܠ,,,ܐܝܟ,,,ܐܝܟ܂,ܐܝܟ
,,,,ܕܟܬܝܒܒܐܓܪܬܐ,,,ܕܟܬܝܒܒܐܓܪܬܐ,ܕܟܬܝܒܒܐܓܪܬܐ
,,,,ܗܕܐ܆,,,ܗܕܐ,ܗܕܐ܂
,,,,ܘܡܢ,,,ܘܡܢ,ܘܡܢ
,,,,ܬܡܢ,,,ܬܡܢ܂܂܂,ܬܡܢ
,,,,ܝܕܥܝܢܢ,,,ܝܕܥܝܢܢ,ܝܕܥܝܢܟ
,,,,ܫܪܪܐ,,,ܫܪܪܐ,ܫܪܪܐ
,,,,ܕܗܠܝܢ܆,,,ܕܗܠܝܢ܂ܘܟܕ,ܕܗܠܟ܂
,,,,ܘܟܠ,,,,ܘܟܠ
,ܕܦܩܕ,,,ܕܦܩܕ,,,ܕܦܩܕ,ܕܦܩܕ
,ܐܢܬ,,,ܐܢَܬܢܗܘܐ܆,,,,ܐܢ̄ܬ
,ܢܗܘܐ܂,,,,,,,ܢܗܘܐ܂
,ܘܕܒܪܗܢܕܢܒܪܝܠܡܠܟܐܡܪܝ܂ܘܐܬܘܠܘܬܝܠܦܩܥܬܢܫܪܝܢ܂ܘܐܫܟܚܘܢܝ,,,,,,,
,ܟܕ,,,,,,,
,ܐܝܬ,,,,,,ܐܝܬ,
,ܥܡܝܚܝܠܐܣܓܝܐܐܕܟܢܝܫܝܢܢܬܡܢ܂ܘܟܕ,,,,,,ܢܗܘܐ,
,,,,ܟܕ,,,ܟܕ,ܟܕ
,,,,ܕܝܢ,,,ܕܝܢ,ܕܝܢ
,,,,,,,ܦܘܩ,
,,,,ܦܩܕܡܠܟܐ,,,ܦܩܕܡܠܟܐ,ܦܩܕܡܠܟܐ
,,,,ܕܢܬܛܝܒܘܢܘܢܣܩܘܢ,,,ܕܢܛܒܘܢܕܢܣܩܟ,ܕܢܬܛܝܒܘܢܘܢܣܩܘܢ
,,,,ܠܦܩܥܬܐ,,,ܠܦܩܥܬܐ,ܠܦܩܥܬܐ܂
,,,,ܕܢܚܙܘܢ,,,ܕܚܙܘܢ,ܕܢܚܙܘܢ
,,,,ܫܪܪܐܕܝܠܗ,,,ܫܪܪܐܕܝܠܗ,ܫܪܪܐܕܝܠܗ
,,,,ܕܣܘܥܪܢܐ܆,,,ܕܣܘܥܪܢܐ,ܕܣܘܥܪ̈ܢܐ܂
,,,,ܘܕܒܪ,,,ܘܕܒܪ,ܘܕܒܪ
,,,,ܢܕܢܒܪܝܠܡܠܟܐܘܐܬܘ,,,ܢܕܢܩܪܝܠܡܠܟܐܘܐܬܐܐܫܟܚܘ,ܢܕܢܒܪܝܠܡܠܟܐܘܐܬܘ
,,,,ـ,,,,
,,,,ܘܐܫܟܚܘ,,,,ܘܐܫܟܚܘ
,,,,ܠܝܘܠܚܝܠܐܕܥܡܝܒܦܩܥܬ,,,ܠܝܘܠܚܝܠܐܕܥܡܝܒܦܩܥܬ,ܠܝܘܠܚܝܠܐܕܥܡܝܒܦܩܥܬ
,,,,ܢܫܪ̈ܝܢ܆,,,ܢܫܪ݁ܝܢܘܟܕ܂܂܂܂܂,ܢܫܪ̈ܝܢ܂
,,,,ܘܟܕ,,,,ܘܟܕ
,ܚܙܝܬܗ,,,ܚܙܝܬܗ,,,ܚܙܝܬܗ,ܚܙܝܬܗ
,ܠܡܠܟܐ,,,ܕܐܬܐ,,,ܘܐܬܐܠܘܩܒܠܝ,ܕܐܬܐ
,,,,ܠܘܩܒܠܝ܆,,,,ܠܘܩܒܠܝ܂
,ܣܕܪܬܚܝܠܐ,,,ܣܕܪܬܚܝܠܐ,,,ܣܕܪܬܚܝܠܐ,ܣܕܪܬܚܝܠܐ
,ܠܩܘܒܠܗ܉,,,ܠܩܘܒܠܗ,,,ܠܩܘܒܠܗ,ܠܩܘܒܠܗ
,ܐܝܟ,,,ܐܝܟ,,,ܐܝܟ܂܂܂,ܐܝܟ
,ܕܟܬܝܒܒܐܓܪܬܐ܂ܘܟܕܚܙܐܡܠܟܐܣܓܝܕܚܠ܂ܥܢܐܢܕܢ,,,ܕܠܩܪܒܐܥܠܬܘܟܠܢܐܕܐܓܪܬܐ,,,ܕܠܩܪܒܐܥܠܬܘܟܠܢܐܕܐܓܪܬܐ,ܕܠܩܪܒܐܥܠܬܘܟܠܢܐܕܐܓܪܬܐ
,,,,ܗܝ,,,,ܗܝ
,,,,ܕܫܕܪܠܝ,,,ܕܫܕܪܠܝ,ܕܫܕܪܠܝ
,ܒܪܝܘܐܡܪ,,,ܒܪܝ܆ܘܐܡܪ,,,ܒܪܝܘܐܡܪ,ܒܪܝ܂ܘܐܡܪܠܗ
,ܠܗ܂ܠܐܬܙܘܥܠܟ,,,ܠܗܒܪܝ,,,ܠܝܒܪܝܠܡܠܟܐ,ܠܗܒܪܝ
,,,,ܠܡܠܟܐ܆,,,,ܠܡܠܟܐ܂
,,,,ܙܠܠܒܝܬܟܒܢܝܚܐ,,,ܙܠܠܒܝܬܟܒܢܝܚܐ,ܙܠܠܒܝܬܟܒܢܝܚܐ
,ܡܪܝ,,,ܡܪܝ܆,,,ܡܪܝ,ܡܪܝ
,ܡܠܟܐ܂ܗܦܘܟܙܠܠܩܝܛܘܢܟܒܫܠܡܐ܂ܘܠܐܚܝܩܪܐܝܬܝܗܝܠܩܕܡܝܟ܂ܗܝܕܝܢܡܪܝܡܠܟܐܗܦܟܠܒܝܬܗ܂ܘܢܕܢ,,,ܘܐܢܐ,,,ܘܐܢܐ,ܘܐܢܐ
,,,,ܠܐܚܝܩܪ,,,ܐܚܝܩܪ,ܠܐܚܝܩܪ
,,,,ܐܒܝܡܝܬܐ,,,ܐܒܝܡܝܬܐ,ܐܒܝܡܝܬܐ
,,,,ܐَܢܐ,,,ܐܢܐ,ܐ̄ܢܐ
,,,,ܠܗ,,,ܠܗ,ܠܗ
,,,,ܠܩܕܡܝܟ܆,,,ܠܩܕܡܝܟ,ܠܩܕܡܝܟ
,,,,,,,ܘܡܠܟܐܐܙܠܠܒܝܬܗܟܕܐܬܐܢܕܢܒܐܙܓܕܘܬܐܠܘܬܐܚܝܩܪܐܒܘܗܝܗܝܕܝܢܢܕܢ,܂
,ܒܪܝܐܬܐ,,,ܘܐܬܐ,,,ܒܪܝܐܬܐ,ܘܐܬܐ
,ܠܘܬܝ,,,ܠܘܬܝ,,,ܠܘܬ,ܠܘܬܝ
,ܘܐܡܪ,,,ܒܪܝܘܐܡܪ,,,ܘܐܡܪ,ܒܪܝܘܐܡܪ
,ܠܝ܂,,,ܠܝ܆,,,ܠܝܡܪܝ,ܠܝ܂
,,,,ܡܠܟܐܫܕܪܢܝܠܘܬܟܘܐܡܪ,,,ܡܠܟܐܫܕܪܢܝܠܘܬܟܘܐܡܪ,ܡܠܟܐܫܕܪܢܝܠܘܬܟܘܐܡܪ
,,,,ܠܟ܆,,,ܘܠܟ,ܠܟ܆
,ܟܠܕܥܒܕܬ,,,ܟܠܕܥܒܕܬ,,,ܟܠܕܥܒܕܬ,ܟܠܕܥܒܕܬ
,ܫܦܝܪ,,,ܕܫܦܝܪ,,,ܫܦܝܪ,ܫܦܝܪ
,ܥܒܕܬ܂,,,ܥܒܕܬ,,,ܥܒܕܬ,ܥܒܕܬ
,ܘܣܓܝ,,,ܘܣܓܝ,,,ܘܣܓܝ,ܘܣܓܝ
,ܫܒܚܟ,,,ܫܒܚܟ,,,,ܫܟܚܟܡܠܟܐ܂
,ܡܠܟܐ,,,ܡܠܟܐ܆,,,ܡܠܟܐ,
,ܘܦܩܕܠܟܕܐܦܛܪܚ̈ܝܠܘܬܐܘܢܐܙܠܘܢ,,,ܘܗܫܐ,,,ܘܗܫܐ,ܘܗܫܐ
,,,,ܐܦܛܪ,,,ܐܦܛܪ܂܂܂܂ܚܝܠܘܬܐ,ܐܦܛܪ
,,,,ܚܝ̈ܠܘܬܐܐَܢܫܠܒܝܬܗܘܐܢَܬ,,,,ܚܝܠܘ̈ܬܐ
,ܐ̄ܢܫ,,,,,,ܐ̄ܢܫ,ܐ̄ܢܫ
,ܠܐܬܪܗܘܠܕܘܟܬܗ܂ܘܐܢܬ,,,,,,ܠܒܝܬܗ,ܠܒܝܬܗ܂
,,,,,,,ܘܐܢ̄ܬ,ܘܐܢ̄ܬ
,,,,ܕܝܢ,,,ܕܝܢ,ܕܝܢ
,ܒܠܚܘܕܝܟ,,,ܒܠܚܘܕ̈ܝܟ,,,ܒܠܚܘܕܝܟ,ܒܠܚܘܕܝܟ
,ܬܐ,,,ܬܐ,,,ܬܐ,ܬܐ
,ܠܘܬܝ܂,,,ܠܘܬܝ܆,,,ܠܘܬܝܟܕܐܬܐ,ܠܘܬܝ܂
,ܗܝܕܝܢܐܬܝܬܠܩܕܡܡܠܟܐ܂ܘܟܕܚܙܢܝܐܡܪܠܝ܂ܐܬܝܬ,,,ܘܐܬܐ,,,,ܘܐܬܐ
,ܐܚܝܩܪܣܦܪܐ,,,ܐܚܝܩܪܣܦܪܐ,,,ܐܚܝܩܪܣܦܪܐ,ܐܚܝܩܪܣܦܪܐ
,ܕܝܠܝܘܒܪܬܪܒܝܬܐ,,,ܕܐܬܘܪ,,,ܕܠܝܘܕܐܬܘܪ,ܕܐܬܘܪ
,ܕܐܬܘܪܘܕܢܝܢܘܐ܂,,,ܘܕܢܝ̈ܢܘܐ,ܕܐܬܘܪܘܕܢܝܢܘܐ܂,,ܘܕܢܝܢܘܐ,ܘܕܢܝܢܘܐ
,ܕܐܢܐ,,,ܠܘܬܡܠܟܐ,ܘܐܡ[܂],,ܝܠܐ,ܠܘܬܡܠܟܐ
,,,,ܘܐܡܪ܆,,,,ܘܐܡܪܠܗ
,,,,ܐܢܐ,,,,ܐܢܐ
,ܐܦܛܪܬܟ,,,ܐܦܛܪܬܟ,,,ܐܦܛܪܬܟ,ܐܦܛܪܬܟ
,ܠܐܝܩܪܐ܂ܘܐܢܬܐܬܗ̱ܦܟܬܠܟ,,,ܠܐܝܩܪܐ,,,ܠܐܝܩܪܐ,ܠܐܝܩܪܐ
,,,,ܘܠܢܝܚܐ܆ܘܐܢَܬ,,,ܘ̄ܠܢܚܝܐ,ܘܠܢܝܚܐ܂
,,,,,,,ܘܐܢ̄ܬ,ܘܐܢ̄ܬ
,,,,ܗܦܟܬ,,,ܗܦܟܬ,ܗܦܟܬ
,ܘܗܘܝܬܡܢ,,,ܘܗܘܝܬܡܢ,,,ܘܗܘܝܬ܂ܡܢܒܥܠܕܒܒܝ̈܂܂܂܂܂ܘܝܗܒܠܝ,ܘܗܘܝܬܡܢ
,ܒܥܠܕ̈ܒܒܝ܂,,,ܒܥܠܕܒܒܝ̈,,,,ܒܥܠܕܒܒܝ̈
,ܘܝܗ̄ܒܠܝ,,,ܘܝܗܒܠܝ,,,,ܘܝܗ̄ܒܠܝ
,ܐܓܪ̈ܬܐܗܠܝܢܕܒܫܡܝܟܬܝ̈ܒܢܗ̄ܘ̈ܝ܂ܘܒܚܬܡܐܕܥܙܩܬܐܕܝܠܝܚܬܝ̈ܡܢܗ̄ܘ̈ܝ܂ܘܟܕܩܪܝܬܐܢܝܢ܉ܐܬܠ̮ܥܓ,,,ܐܓܪܬܐܗܝ,,,ܐܓܪܬܐܗܝ,ܐܓܪܬܐܗܝ
,,,,ܕܒܟܬܝ̈ܒܬܝ,,,ܕܒܟܬܝܒܬܐܝܕܝ,ܕܒܟܬܝܒ̈ܬ
,,,,ܐܝܕ̈ܝ,,,,ܐܝܕ̈ܝ
,,,,ܡܕܡܝܐ,,,ܡܕܡܝܐ,ܡܕܡܝܐ
,,,,ܗَܘܬ܆,,,ܗܘܬ,ܗ̄ܘܬ܂
,,,,ܘܒܥܙܩܬܐܕܝܠܝܚܬܝܡܐ,,,ܘܒܥܙܩܬܐܕܝܠܝܚܬܝܡܐ,ܘܒܥܙܩܬܐܕܝܠܝܚܬܝܡܐ
,,,,ܗَܘܬ܆ܘܐܡܪܠܝܡܠܟܐ܆ܩܪܝܗܝ,,,ܗܘܬ܂,ܗ̄ܘܬ܂
,,,,,,,ܘܐܡܪܠܝܡܠܟܐ,ܘܐܡܪܠܝܡܠܟܐ
,,,,,,,,܆
,,,,,,,ܩܪܝܗ,ܩܪܝܗ
,,,,ܠܗܕܐ,,,ܠܗܕܐ,ܠܗܕܐ
,,,,ܐܓܪܬܐ܆,,,ܐܓܪܬܐ,ܐܓܪܬܐ܂
,,,,ܘܟܕܩܪܝܬܗܐܫܬܪܝܘ,,,ܘܟܕܩܪܝܬܗܐܫܬܪܝܘ,ܘܟܕܩܪܝܬܗܐܫܬܪܝܘ
,,,,ܗܕܡܝ̈,,,ܗܕܡܝ̈,ܗܕܡ̈ܝܘܐܬܠܢܟܠܫܢܝ܂
,,,,ܘܐܬܠܓܠܠܫܢܝ܆,,,ܘܐܬܠܥܓ,
,ܠܫܢܝ,,,,,,ܠܫܢܝ,
,ܘܐܫܬܪܝܘܗܕ̈ܡܝ܂,,,ܘܒܢܝܬ,,,ܘܒܢܝܬ,
,ܘܒܥܝܬ,,,,,,,ܘܒܥܝܬ
,ܚܕܐ,,,ܚܕܐ,,,ܚܕܐ,ܚܕܐ
,ܡܠܬܐܡܢܡ̈ܠܝܚܟ̈ܡܬܐ,,,ܡܢ,,,ܡܢ,ܡܢ
,,,,ܡܠ̈ܐܚܟܝܡ̈ܬܐ,,,ܡ̈ܠܐ,ܡ̈ܠܐ
,,,,,,,ܚܟܝ̈ܡܬܐ,ܚܟܡ̈ܬܐ܆
,ܘܠܐ,,,ܘܠܐ,,,,
,ܐܫܟܚܬ,,,ܐܫܟܚܬܐ,,,ܘܠܐ,ܘܠܐ
,,,,,,,ܐܫܟܚܬ,
,ܠܝ܂ܘܥܢܐܢܕܢܒܪܝܘܐܡܪܠܝ܂ܥܒܪܠܟܡܢܩܕܡܡܠܟܐܣܒܐܣܟܠܐ܂ܘܗܒܐܝܕ̈ܝܟܠܦܟܪ̈ܐ܂ܘܪ̈ܓܠܝܟܠܦܪ̈ܙܠܐ܂ܗܝܕܝܢܣܢܚܪܝܒܡܠܟܐܐܗܦܟܐܦܘ̈ܗܝܡܢܝ܂ܘܥܡܝܒܘܣܡܟܡܣܟܝܢܟܢܬܝܡܠܠܘܐܡܪܠܗ܂ܩܘܡܙܠܩܛܘܠܝܗܝܠܐܚܝܩܪ܉ܘܐܪܚܩܝܗܝܠܪܫܗ,,,,,,,ܐܫܟܚܬ܂
,,,,ܟܕܝܗܒܠܗ,,,ܟܕܝܗܒܠܗ,ܟܕܝܗܒܠܗ
,,,,ܐܓܪܬܐܗܝܕܥܠܦܘܡܗ,,,ܐܓܪܬܐܗܝܕܥܠܦܘܡܗ,ܐܓܪܬܐܗܝܕܥܠܦܘܡܗ
,,,,ܐܬܟܬܒܬ܆,,,ܐܬܟܬܒܬܕܢܩܪܗܘܩܪܐ,ܐܬܟܬܒܬ܂
,,,,ܘܩܪܗ,,,,ܘܩܪܗ
,,,,ܘܐܒܕܬ,,,ܘܐܒܕܬ,ܘܐܒܕܬ
,,,,ܚܟܡܬܗ,,,ܚܟܡܗ,ܚܟ̱ܡܬܗ
,ܡܢ,,,ܡܢ,,,ܡܢ,ܡܢ
,ܫܠܕܗܡܐܐܐܡ̈ܝܢ܂,,,ܬܗܪܐ,,,ܬܗܪܐ,ܬܗܪܐ
,,,,ܕܐܪܫܗ܆,,,ܕܐܪܥܐܝ,ܕܐܪܥܗ܂
,ܗܝܕܝܢ,,,ܗܝܕܝܢܦܩܕܡܠܟܐ,,,ܗܝܕܝܢ,ܗܝܕܝܢܦܩܕܡܠܟܐ
,ܢܦܠܬܥܠܐܦܝ̈ܥܠܐܪܥܐ܉ܘܠܡܠܟܐܣܓܕܬܘܐܡܪܬ܂ܡܪܝܡܠܟܐܠܥܠܡܚܝܝ܂,,,,,,ܘܦܩܕܡܠܟܐ,
,,,,ܕܢܬܩܛܠ,,,ܕܢܬܩܛܠ,ܕܢܬܩܛܠ
,,,,ܒܒܝܬܗ܆,,,ܒܒܝܬܗ܇,ܒܒܝܬܗ܂
,,,,ܘܥܢܝܬܐܢܐܐܚܝܩܪܠܡܠܟܐܘܐܡܪܬ,,,ܘܥܢܝܬܐܢܐܐܚܝܩܪܠܡܠܟܐܘܐܡܪܬ,ܘܥܢܝܬܐܢܐܐܚܝܩܪܠܡܠܟܐܘܐܡܪܬ
,,,,ܠܗ܆,,,ܠܗ,ܠܗ܂
,,,,ܡܪܝܡܠܟܐܠܥܠܡ,,,ܡܪܝܡܠܟܐܠܥܠܡ,ܡܪܝܡܠܟܐܠܥܠܡ
,,,,ܚܝܝ܆,,,ܚܝܝܡܟܠ,ܚܝ܂
,ܡܟܝܠ,,,ܡܟܝܠ,,,,ܡܟܝܠ
,ܡܪܝܕܨܒܝܬܠܟܠܡܩܛܠܢܝ,,,ܕܨܒܐ,,,ܕܨܒܐ,ܕܨܒܐ
,,,,ܐܢَܬ,,,ܐܢ̄ܬ,ܐܢ̄ܬ
,,,,ܕܬܩܛܠܢܝ,,,ܕܬܩܛܠܢܝ,ܕܬܩܛܠܢܝ
