162,Add_2020,Add_7200,Ar_7/229,Manuscrit_4122,Or_2313,Sachau_162,Sado_no_9,Syr_80
,ܠܣܢܚܪܝܒܡܠܟܐ܂,,,ܠܡܪܝ,,,ܠܡܪܝ,ܠܡܪܝ
,,,,ܡܠܟܐ܆,,,ܡܠܟܐ,ܡܠܟܐ܂
,ܕܐܚܝܩܪ,,,ܕܐܚܝܩܪ,,,ܕܐܚܝܩܪ,ܕܐܚܝܩܪ
,,,,ܐܬܩܛܠ,,,ܐܬܩܛܠ,ܐܬܩܛܠ
,,,,ܠܗ܆,,,ܠܗ܂,ܠܗ܂
,,,,ܘܗܟܢܐܡܬܐܡܪ,,,ܘܗܟܢܐܡܬܐܡܪ,ܗܟܢܐܡܬܐ̱ܡܪ
,,,,ܗܘܐ,,,ܗ̄ܘܐ,ܗ̄ܘܐ
,,,,ܡܢܡܠܟܐ,,,ܡܢܡܠܟܐ,ܡܢܡܠܟܐ
,,,,ܕܢܝ̈ܢܘܐ܆,,,ܚܒ̈ܠܝܟ,ܕܢܝܢܘܐ܂
,,,,ܐܚܝܩܪ,,,ܐܚܝܩܪ,ܐܚܝܩܪ
,ܣܦܪܐ,,,ܣܦܪܐ,,,ܣܦܪܐ,ܣܦܪܐ
,ܡܝܬܠܗ܂ܘܟܕܫܡܥܘܓܒܪ̈ܐܘܒܟܝܢܗ̄ܘܘ܂ܘܢܫ̈ܐܚܪ̈ܛܢܐܦܝܗ̈ܝܢܘܐܡܪ̈ܢܗ̄ܘ̈ܝ܂ܚܒܠܟܐܚܝܩܪܣܦܪܐܚܟܝܡܐ܂,,,ܚܟܝܡܐ,,,ܘܚܟܝܡܐܣܐܓ܂܂ܬܘܪܥܬܐܕܡܕܝܬܐ,ܚܟܝܡܐ
,ܣܐܓܬܘܪ̈ܥܬܐ,,,ܣܐܓܬܘܪ̈ܥܬܐ,,,,ܣܐܓܬܘܪ̈ܥܬܐ
,ܕܐܬܪܢ܂ܕܐܟܘܬܟܠܐܗܘܐܠܢܠܥܠܡ܂,,,ܕܡܕܝܢَܬܐ,,,,ܕܡܕܝܢܬܐܕܒܡܠ̈ܝܛܠܝܐܐܘܒܕܬܟ܂
,,,,ܕܒܡܠܝ̈ܛܠܝܐ,,,ܕܒܡܠܝ̈ܛܠܝܐ,
,,,,ܐܘܒܕܬܟ܆,,,ܐܘܒܕܬܟܟܕܦܩܕܠܢܕܢܒܪܝܕܢܥܒܕܠܝܒܝܬܒܟ̈ܐ,
,ܗܝܕܝܢ,,,ܗܝܕܝܢ,,,ܗܝܕܝܢ,ܗܝܕܝܢ
,ܩܪܐ,,,ܩܪܐ,,,ܩ̄ܪܐ,ܩܪܐ
,ܣܢܚܪܝܒ,,,,,,,
,ܡܠܟܐܠܢܕܢ,,,ܡܠܟܐܠܢܕܢ,,,ܡܠܟܐܠܢܕܢ,ܡܠܟܐܠܢܕܢ
,ܒܪܝܘܐܡܪ,,,ܒܪܝ܆,,,ܒܪܝܘܐܡܪ,ܒܪܝ܂
,ܠܛ܂,,,ܘܐܡܪܠܗ,,,ܠܗ܂,ܘܐܡܪܠܗ
,ܙܠܥܒܕܒܝܬ,,,ܙܠܥܒܕܒܝܬ,,,ܙܠܥܒܕܒܝܬ,ܙܠܥܒܕܒܝܬ
,ܒܟܐܠܐܚܝܩܪܐܒܘܟܘܬܐܠܘܬܝ܂ܘܟܕܐܬܐܢܕܢܒܪܝ܂ܠܐ,,,ܒܟ̈ܐ,,,ܒܟ̈ܐ,ܒܟ̈ܐ
,,,,ܠܐܒܘܟ܆,,,ܠܐܒܘܟ,ܠܐܒܘܟ܂
,,,,ܘܐܬܐܢܕܢܒܪܝ,,,ܘܐܬܐܢܕܢܒܪܝ,ܘܐܬܐܢܕܢܒܪܝ
,,,,ܠܒܝܬܝ܆,,,ܠܒܝܬܝ,ܠܒܝܬܝ܂
,,,,ܘܠܐ,,,ܘܠܐ,ܘܠܐ
,ܒܝܬ,,,ܒܝܬ,,,ܒܝܬ,ܒܝܬ
,ܒܟܐ,,,ܒ̈ܟܐ,,,ܒܟ̈ܐ,ܒܟܐ
,ܥܒܕ,,,ܥܒܕ,,,ܥܒܕ,ܥܒܕ
,ܠܝ,,,ܠܝ܆ܘܠܐܥܗܕܢܝ܆,,,ܠܝ,ܠܝ܂
,ܘܐܦܠܐܡܥܗܕܥܗܕܢܝ܂,,,,,,ܘܠܐܥܗܕܢܝ,ܘܠܐܥܗܕܢܝ
,ܐܠܐܟܢܫ,,,ܐܠܐܟܢܫ,,,ܐܠܐܟܢܫ,ܐܠܐܟܢܫ
,ܠܗܐ̄ܢܫܐܣܪ̈ܝܩܐܘܦܚܙ̈ܐ܂,,,ܠܢܫ̈ܐܦܚܙ̈ܬܐ,,,ܢܫ̈ܐܦܚ̈ܙܬܐܐܣܡܟ,ܠܢܫ̈ܐܦܚܙܬ̈ܐܘܬܣܡܟ
,ܘܐܣܡܟ,,,ܘܐܣܡܟ,,,,
,ܐܢܘܢܥܠܦܬܘܪܐܕܝܠܝ܂ܒܙܡܪܐ,,,ܐܢܝܢ,,,ܐܢܝܢ,ܐܢܝܢ
,,,,ܒܙܡܪܐ,,,ܒܝܒܙܡܪܐ܂,ܒܙܡܪܐ
,ܘܒܚܕܘܬܐ,,,ܘܒܚܕܘܬܐ,,,ܘܒܚܕܘܬܐ,ܘܒܚܕܘܬܐ
,ܪܒܬܐ܂ܘܠܥܒ̈ܕܝ,,,ܠܡܐܟܠ,,,ܠܡܐܟܠ,ܠܡܐܟܠ
,,,,ܘܠܡܫܬܐ܆,,,ܘܠܡܫܬܐܘܠܥܒܕܝ̈܁ܘܠܐܡܗܬܝ̈,ܘܠܡܫܬܐ܂
,,,,ܘܠܥܒܕ̈ܝ,,,,ܘܠܥܒܕ̈ܝ
,ܘܠܐܡܗ̈ܬܝ,,,ܘܠܐܡܗ̈ܬܝ,,,,ܘܠܐܡܗܬ̈ܝ
,ܚܒܝܒ̈ܐ,,,,,,,
,ܡܫܠܚ,,,ܡܫܠܚ,,,ܡܫܠܚ,ܡܫܠܚ
,ܗ̄ܘܐ,,,,,,,
,ܠܗܘܢ,,,,,,,
,ܘܡܢܓܕ,,,ܘܡܢܓܕ,,,ܘܡܢܓܕ,ܘܡܢܓܕ
,,,,,,,ܠܗܘܢ,
,ܗ̄ܘܐܠܗܘܢܕܠܐܚܘܣܢ܂,,,ܠܗܘܢ܆,,,,ܠܗܘܢ܂
,ܘܐܦܠܐܡܢ,,,ܘܐܦܠܐܡܢ,,,ܘܐܦܠܐܡܢ,ܘܐܦܠܐܡܢ
,ܐܫܦܓܢܝܐܢܬܝܝܒܗܬ܂,,,ܐܢَܬܬܝ,,,ܐܢ̄ܬܬܝ,ܐܢ̄ܬܬܝ
,,,,ܒܗܬܕܗܝ,,,ܒܗܬܕܗܝ,ܒܗܬܕܗܝ
,,,,ܪ̈ܒܝܬܗ܆,,,ܪܒܝܬܗ܂,ܪܒܝܬܗ܂
,ܘܒܥܐ,,,ܘܒܥܐ,,,ܕܒܥܐܨܒܬܟܐ,ܘܒܥܐ
,ܕܨܒܘܬܓܒܪܐܘܐܢܬܬܐ,,,ܨܒܘܬܐ,,,,ܨܒܘܬܐ
,,,,ܕܓܒܪܐ,,,ܕܓܒܪܐ,ܕܓܒܪܐ
,,,,ܘܐܢَܬܬܗ,,,ܘܕܐܢܬܬܝ,ܘܐܢ̄ܬܬܗ
,ܠܡܣܥܪ,,,ܠܡܣܥܪ,,,ܠܡܣܥܪ,ܠܡܣܥܪ
,ܥܡܗ܂,,,ܥܡܗ܆,,,ܥܡܗܟܕܩܪܒܐܚܝܩܪܨܠܘܬܟܠܐܠܗܐܒܓܘܓܘܒܐܕܚܫܘܟܐ܂,ܥܡܗ܂
,ܘܐܢܐܐܚܝܩܪܪܡܐ,,,ܘܫܡܥ,,,ܘܫܡܥ,ܘܫܡܥܐܗ̄ܘܝܬ
,ܐ̄ܢܐ,,,ܗܘܝܬ,,,ܐ̄ܢܐ,
,ܒܚܫܘܟܐܒܓܘܒܐܕܠܬܚܬ܂ܘܫܡܥܢܐܩܠܐܕܢܚܬܘ̈ܡܝܘܕܛܒܚ̈ܝܘܕܫܩܩ̈ܬܝ,,,ܩܠ,,,ܩܠ,ܩܠ
,,,,ܢܚܬܘܡܝ̈,,,ܢܚܬܘܡܝ̈,ܢܚܬܘܡ̈ܝ
,,,,ܘܛܒܚ̈ܝܘܐܦܫܩܘ̈ܬܝ,,,ܘܛܒܚ̈ܘܐܦܫܩܘܬܝ̈܂,ܘܛܒܚ̈ܝܘܐܦܫܩܘ̈ܬܝ
,ܟܕ,,,ܟܕ,,,ܟܕ,ܟܕ
,ܒܟܝܢ,,,ܒܟܝܢ,,,ܡܒܓܢܝܢܘܒܟܝܢܘܠܢܝܚܥܠܡܐ܇,ܒܟܟܘܡܒܓܢܝܟ܂
,ܘܡܬܬܢܚܝܢܒܓܘܒܝܬܝ܂ܘܡܢ,,,ܘܡܢܓܫܝܢ܆,,,,
,,,,ܘܠܚܝܥܠܡ̈ܐ,,,,ܘܠܚܝܥܠܡ̈ܐ
,,,,ܨܠܘܬܐܘܬܟܫܦܬܐ,,,ܨܠܘܬܐܘܬܟܫܦܬܐ,ܨܠܘܬܐܘܬܟܫܦܬܐ
,,,,,,,ܩܒܪܬ,
,,,,ܩܪܒܬܕܠܐ,,,ܩܪܒܬܕܠܐ,ܩܪܒܬܕܠܐ
,,,,ܫܠܘܐ܆,,,ܫܠܘܐ,ܫܠܘܐ܂
,ܒܬܪ,,,ܒܬܪ,,,ܒܬܪ,ܒܬܪ
,ܩܠܝܠ,,,,,,ܝܘܡܬ̈ܐ,ܝܘܡ̈ܬܐ
,ܝܘ̈ܡܬܐ,,,ܝܘ̈ܡܬܐ,,,,
,ܐܬܐ,,,ܐܬܐ,,,ܐܬܐ,ܐܬܐ
,ܝܒܘܣܡܟܡܣܟܝܢܟܢܬܝ܉ܘܦܬܚܒܐܦܝ̈ܘܡܠܐܒܠܒܝ܂,,,ܢܒܘܣܡܟ,,,ܢܒܘܣܡܟ,ܢܒܘܣܡܟ
,,,,ܦܬܚ,,,,ܦܬܚ
,,,,ܒܐܦܝ̈,,,ܒܐܦܝ̈,ܒܐܦ̈ܝ
,ܘܣܡܠܝܠܚܡܐ,,,ܘܣܡܠܝܠܚܡܐ,,,ܘܣܡܠܝܠܚܡܐ,ܘܣܡܠܝܠܚܡܐ
,ܘܡܝ̈ܐ܂,,,ܘܡܝ̈ܐ܇,,,ܘܡܝܐ̈,ܘܡ̈ܝܐ܂
,ܘܐܢܐ,,,ܘܐܢܐ,,,ܘܐܢܐ,ܘܐܢܐ
,ܐܡܪܬ,,,ܐܡܪܬ,,,ܘܐܡܪܬܠܗܕܐܕܟܪܝܢܝ,ܐܡܪܬ
,ܠܗ܂ܟܕܬܦܘܩܡܢܠܘܬܝ܉ܥܗܕܝܢܝ,,,ܠܗܕܐܬܕܟܪܝܢܝ,,,,ܠܗܕܐܬܕܟܪܝܢܝ
,ܩܕܡ,,,ܩܕܡ,,,ܩܕܡ,ܩܕܡ
,ܐܠܗܐܘܐܡܪ܂,,,ܡܠܟܐ܆,,,ܡܠܟܐ,ܡܠܟܐ܆
,,,,ܘܐܝܟܕܡܢܝܐܡܪ,,,ܘܐܝܟܕܡܢܝܐܡܪ,ܘܐܝܟܕܡܢܝܐܡܪ
,,,,ܠܗ܂,,,ܠܗ,ܠܗ܂
,,,,ܐܘܢܡܪܝܐ,,,ܐܘܢܡܪܝܐ,ܐܘܢܡܪܝܐ
,ܐܠܗܐܙܕܝܩܐ,,,ܐܠܗܐܙܕܝܩܐ,,,ܐܠܗܐܙܕܝܩܐ,ܐܠܗܐܙܕܝܩܐ
,ܘܬܪܝܨܐ܉ܘܥܒܕܛܝܒܘܬܐܥܠܐܪܥܐ܂ܫܡܥܒܩܠܗܕܐܚܝܩܪܥܒܕܟܘܐܬܕܟܪܕܕܒܚ,,,ܘܛܒܐܒܫܡܝܐ,,,ܘܛܒܐܒܫܡܝܐ,ܘܛܒܐܒܫܡܝܐ
,,,,ܘܒܐܪܥܐ,,,ܘܒܐܪܥܐ܂ܠܐܗܐ܂܂܂܂܂,ܘܒܐܪܥܐ܆
,,,,ܠܐܗܐ,,,,ܠܐܗܐ
,,,,ܐܚܝܩܪ,,,ܐܚܝܩܪ,ܐܚܝܩܪ
,,,,ܕܓܘܣܐ,,,ܕܓܒܣܐ,ܕܓܘܣܐ
,,,,ܐܚܝܕܗَܘܐܒܟ܆,,,ܐܚܕ,ܐܚܕ
,,,,,,,ܗ̈ܘܐܒܛ,ܗܘܐܒܟ܂
,,,,ܘܡܕܒܚ,,,ܘܡܕܒܚ,ܘܡܕܒܚ
,,,,ܗَܘܐ,,,ܗ̄ܘܐ,ܗ̄ܘܐ
,ܠܟܬܘܪ̈ܐ,,,ܠܟܬܘܪ̈ܐ,,,ܠܟܬܘܪ̈ܐ,ܠܟܬܘܪ̈ܐ
,ܡܦܛܡ̈ܐ,,,ܡܦܛܡ̈ܐ܆,,,ܡܦܛܡ̈ܐ,ܡܦܛܡ̈ܐ܂
,ܐܝܟܐܡܪ̈ܝܚܠܒܐ܂ܘܗܫܐ,,,ܗܐ,,,ܗܐ,ܗܐ
,ܪܡܐ,,,ܪܡܐ,,,ܪܡܐ,ܪܡܐ
,ܒܓܘܒܐ,,,ܒܚܫܘܟܐ,,,ܒܓܘܒܐ,ܒܓܘܒܐ
,ܚܫܘܟܐ,,,,,,ܚܫܘܚܐܒܐܬܪܕܢܘܗܪܐ܂,ܚܫܘܟܐ܂
,ܐܬܪ,,,ܐܬܪ,,,,ܐܬܪ
,ܕܢܘܗܪܐ,,,ܕܢܘܪܐܠܐ,,,,ܕܢܘܪܐܠܐ
,ܠܐ,,,ܢܦܠ܆,,,ܠܐ,ܢܦܠ
,ܚܙܐ܂ܘܠܐܦܪܩܐܢܬܠܗܕܩܪܐܠܟ܂,,,,,,ܕܢܦܠܥܠܘܗܝ܂ܫܡܥܡܪܝܐ,
,,,,ܫܡܥܡܪܝܒܩܠܗ,,,,ܫܡܥܡܪܝܒܩܠܗ
,ܫܡܥܡܪܝܒܩܠܗ,,,,,,,
,,,,ܕܥܒܕܟܘܐܬܪܚܡ,,,ܕܥܒܕܟܘܐܬܪܚܡ,ܕܥܒܕܟܘܐܬܪܚܡ
,ܕܟܢܬܟ܆ܘܟܕܫܡܥ,,,ܥܠܘܗܝ܆,,,ܥܠܘܗܝ܂,ܥܠܘܗܝ܂
,,,,,,,ܗܕܐܐܓܪܬܐܕܫܕܪܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢܠܣܪܚܕܘܡܡܠܟܐܕܐܬܘܪܘܕܢܝܢܘܐ,
,ܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢ,,,,,,,
,,,,ܗܝܕܝܢ,,,ܗܝܕܝܢ,ܗܝܕܝܢ
,ܕܐܢܐܐܚܝܩܪ,,,,,,,
,,,,ܦܪܥܘܢ,,,ܦܪܥܘܢ,
,ܐܬܩܛܠܬ܂ܣܓܝܚܕܐܗ̄ܘܐ܂ܘܐܓܪܬܐܟܬܒܠܣܢܚܪܝܒܗܟܢܐ܂ܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢܠܣܢܚܪܝܒܡܠܟܐܕܐܬܘܪܘܕܢܝܢܘܐܫܠܡ܂ܒܝܪܬܐܚܕܐܒܥܢܐܕܐܒܢܐ܉ܒܝܬܐܪܥܐܠܫܡܝܐ܂ܘܒܥܝܘܫܕܪܠܝܡܢܡܠܟܘܬܟ,,,,,,,
,,,,ܡܠܟܐܕܡܨܪܝܢ,,,ܡܠܟܐܕܡܨܪܝܢ,ܡܠܟܐܕܡܨܪܝܢ
,,,,ܟܕܫܡܥ,,,ܟܕܫܡܥ,ܟܕܫܡܥ
,,,,ܕܐܢܐܐܚܝܩܪ,,,ܕܐܢܐܐܚܝܩܪ,ܕܐܢܐܐܚܝܩܪ
,,,,ܐܬܩܛܠܬ,,,ܐܬܩܛܠܬ,ܐܬܩܛܠܬ܆
,,,,ܒܚܕܘܬܐܪܒܬܐ,,,ܒܚܕܘܬܐܪܒܬܐ,ܒܚܕܘܬܐܪܒܬܐ
,,,,ܗܘܐ܇,,,ܗܘܐ,ܗܘܐ܂
,,,,ܘܫܕܪܐܓܪܬܐܠܘܬܣܪܚܕܘܡ,,,ܘܫܕܪܐܓܪܬܐܠܘܬܣܪܚܕܘܡ,ܘܫܕܪܐܓܪܬܐܠܘܬܣܪܚܕܘܡ
,,,,ܡܠܟܐ܆,,,ܡܠܟܐ܂,ܡܠܟܐ܂
,,,,ܘܗܟܢܐܟܬܝܒ,,,ܘܗܟܢܐܟܬܝܒ,ܘܗܟܢܐܟܬܝܒ
,,,,ܗَܘܐܒܗ܆ܡܢܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢܠܣܪܚܕܘܡܡܠܟܐܕܐܬܘܪܘܕܢܝ̈ܢܘܐܫܠܡ܆,,,ܗ̄ܘܐ,ܗܘܐ
,,,,,,,ܒܗ܂ܡܢܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢܠܣܪܚܕܘܡܡܠܟܐܕܐܬܘܪܘܕܢܝܢܘܐ,ܒܗ܂ܡܢܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢܠܣܪܚܕܘܡܡܠܟܐܕܐܬܘܪܘܕܢܝܢܘܐ
,,,,,,,ܫܠܡ,ܫܠܡ܂
,,,,ܟܕܩܒܠܣܪܚܕܘܡ,,,ܟܕܩܒܠܣܪܚܕܘܡ,ܟܕܩܒܠܣܪܚܕܘܡ
,,,,ܠܐܝܙܓ̈ܕܐ,,,ܠܐܝܙܓܕ̈ܐ,ܠܐܝܙܓܕ̈ܐ
,,,,ܕܦܪܥܘܢܥܡܐܓܪܬܗ,,,ܕܦܪܥܘܢܥܡܐܓܪܬܗ,ܕܦܪܥܘܢܥܡܐܓܪܬܗ
,,,,ܘܩܪܗ܆,,,ܘܩܪܗ,ܘܩܪܗ܂
,,,,ܒܝܪܬܐܚܕܐܐܝܬܠܝ,,,ܒܝܪܬܐܚܕܐܐܝܬܠܝ,ܒܝܪܬܐܚܕܐܐܝܬܠܝ
,,,,ܕܐܒܢܐܒܝܬܫܡܝܐܠܐܪܥܐ܆,,,ܒܝܪܬܐܚܕܐܕܐܒܢܐܒܫܡܝܐܠܐܪܥܐ,ܕܐܒܥܐܒܝܬܫܡܝܐܠܐܪܥܐ܂
,,,,ܚܙܝܫܕܪܠܝ,,,ܚܙܝܫܕܪܠܝ,ܚܙܝܫܕܪܠܝ
,ܓܒܪܐ,,,ܓܒܪܐ,,,ܓܒܪܐ,ܓܒܪܐ
,ܚܕܐܪܕܟܠܐܚܟܝܡܐ܂,,,ܚܟܝܡܐ,,,ܚܟܝܡܐ,ܚܟܝܡܐ
,,,,ܐܪܕܟܠܐ܆,,,ܐܪ̈ܕܟܠܐ܂,ܐܪܕܟܠܐ܂
,ܕܥܠܟܠܡܕܡ,,,ܘܥܡܟܠܡܕܡ,,,ܕܥܠܟܠܡܕܡ,ܘܥܡܟܠܡܕܡ
,ܕܐܫܐ̱ܠܝܘܗܝ,,,ܕܐܫܐܠܝܘܗܝ,,,ܕܐܫܠܝܘܗܝ,ܕܐܫܐ̱ܠܝܘܗܝ
,ܢܬܠܠܝܦܬܓܡܐ܂ܘܟܕܬܫܕܪ,,,ܦܬܓܡܐܢܬܠ,,,ܦܬܓܡܐܢܬܠ,ܦܬܓܡܐܢܬܠ
,,,,ܠܝ܆,,,ܠܝ܂,ܠܝ܆
,ܠܝܓܒܪܐ,,,,,,,
,ܕܐܝܟܗܢܐ܂,,,ܐܢܗܘ,,,ܐܢܗܘ,ܐܢܗܘ
,,,,ܕܝܢܕܡܫܕܪ,,,ܕܝܢܕܡܫܕܪ,ܕܝܢܕܡܫܕܪ
,,,,ܐܢَܬ,,,ܐܢ̄ܬ,ܐܢ̄ܬ
,,,,ܠܝܓܒܪܐ,,,,ܠܝܓܒܪܐ
,,,,,,,ܠܝܓܒܪܐܕܟܠܡܕܡܕܐܡܪܢܥܒܕ܂,
,,,,ܕܟܠܡܕܡܕܐܡܪܢܥܒܕ,,,,ܕܟܠܡܕܡܕܐܡܪܢܥܒܕ
,ܐܓܒܐܘܐܫܕܪܠܟ,,,ܐܓܒܐܘܐܫܕܪܠܟ,,,ܐܓܒܐܘܐܫܕܪܠܟ,ܐܓܒܐܘܐܫܕܪܠܟ
,,,,ܒܐܝܕܘ̈ܗܝ,,,,ܒܐܝܕ̈ܘܗܝܡܕܐܬ̈ܐܕܡܨܪܝܢܕܬܠܬܫܢܝ̈ܢ܂
,ܡܕܐܬܐܕܡܨܪܝܢ,,,ܡܕܐܬܐܕܡܨܪܝܢ,,,ܡܕܐܬܐܕܡܨܪܝܢ,
,ܕܬܠܬ,,,ܕܬܠܬ,,,ܠܬܠܬ,
,ܫܢ̈ܝܢ܂ܘܐܢ,,,ܫܢܝ̈ܢ,,,ܫܢܝ̈ܢ,
,,,,ܐܢܕܝܢ,,,ܐܢܕܝܢ,ܐܢܕܝܢ
,ܠܐ,,,ܠܐ,,,ܠܐ,ܠܐ
,ܬܫܕܪܠܝܓܒܪܐܕܟܠܡܕܡܕܡܫܐܠ,,,ܬܫܕܪܠܝ,,,ܬܫܕܪܠܝ,ܬܫܕܪܠܝ
,,,,ܓܒܪܐ,,,ܓܒܪܐ,ܒܪܐ
,,,,ܕܡܕܡܕܐܡܪ,,,ܘܡܕܡܕܐܡܪ,ܕܡܕܡܕܐܡܪ
,ܐ̄ܢܐ,,,ܐَܢܐܢܥܒܕ܆,,,ܐ̄ܢܐ,ܐܢܐܢܥܒܕ܂
,ܠܗܢܬܠܠܝܦܬܓܡܐ܂,,,,,,ܢܥܒܕ,
,ܓܒܝܘܫܕܪܠܝ,,,ܓܒܝܘܫܕܪܠܝ,,,ܓܒܝܘܫܕܪܠܝ,ܓܒܝܘܫܕܪܠܝ
,,,,ܒܐܝܕ̈ܝܐܝܙܓܕܐܗܢܐ,,,ܒܐܝܕܝ̈ܐܝܙܓܕܐ̈ܗܐ,ܒܐܝܕ̈ܝܐܝܙܓܕܐܗܢܐ
,ܡܕܐܬܐܕܐܬܘܪ,,,ܡܕܐܬܐܕܐܬܘܪ,,,ܡܕܐܬܐܕܐܬܘܪ,ܡܕܐܬܐܕܐܬܘܪ
,ܘܕܢܝܢܘܐ܉,,,ܘܕܢܝܢܘܐ,,,ܘܕܢܝܢܘܐ,ܘܕܢܝܢܘܐ
,ܕܬܠܬ,,,ܕܬܠܬ,,,ܕܬܠܬ,ܕܬܠܬ
,ܫܢ̈ܝܢ܂,,,ܫܢܝ̈ܢ,,,ܫܢܝܢ̈܂ܟܕܟܢܫ܂܂܂܂܂,ܫܢ̈ܝܢ܂
,ܒܐܝ̈ܕܝܗܠܝܢܐܝܙ̈ܓܕܐܕܐܬܝܢܠܘܬܟ܂ܘܟܕ,,,ܘܟܢܫ,,,,ܘܟܢܫ
,,,,ܣܪܚܕܘܡܡܠܟܐܠܟܠܗܘܢܚܐܪ̈ܐ,,,ܣܪܚܕܘܡܡܠܟܐܠܟܠܗܘܢܚܐܪ̈ܐ,ܣܪܚܕܘܡܡܠܟܐܠܟܠܗܘܢܚܐܪ̈ܐ
,,,,ܘܚܟܝ̈ܡܐܕܡܠܟܘܬܗ܆,,,ܕܡܠܟܘܬܗ܂ܘܚܘܝܠܗܘܢ܂܂ܡܛܠܐܓܪܬܐܟܕܕܝܢ,
,ܐܓܪܬܐܗܕܐܩܕܡܡܠܟܐ,,,,,,ܐܓܪܬܐܗܕܐܩܕܡܡܠܟܐ,
,ܐܬܩܪܝܬ܂ܩܪܐܠܟܠܗܘܢܪܘܪ̈ܒܢܐܘܚܐܪ̈ܐ,,,,,,ܐܬܩܪܝܬܫܕܪܟܢܫܠܟܠܗܘܢܚܐܪ̈ܐ,
,,,,,,,ܘܚܟܝܡ̈ܐ,ܘܚܟܝܡ̈ܐ
,ܕܡܠܟܘܬܗ,,,,,,ܕܡܠܟܘܬܗ,ܕܡܠܟܘܬܗ
,ܘܐܡܪ,,,ܘܐܡܪ,,,ܘܐܡܪ,ܘܐܡܪ
,ܠܗܘܢ܂,,,ܠܗܘܢ܆,,,ܠܗܘܢ܂,ܠܗܘܢ܆
,ܐܝܢܐܡܢܟܘܢ,,,ܐܝܢܐܡܢܟܘܢ,,,ܐܝܢܐܡܢܟܘܢ,ܐܝܢܐܡܢܟܘܢ
,ܐܙܠ,,,ܢܐܙܠ,,,ܘܢܐܙܠ,ܢܐܙܠ
,ܠܡܨܪܝܢ,,,ܠܡܨܪܝܢ,,,ܠܡܨܪܝܢ,ܠܡܨܪܝܢ
,ܠܡܬܠ,,,ܘܦܬܓܡܐܢܬܠ,,,ܘܦܬܓܡܐܢܬܠ,ܘܦܬܓܡܐܢܬܠ
,,,,ܠܦܪܥܘܢ܆,,,ܗܫܐ,
,,,,,,,ܠܦܪܥܘܢ,ܠܦܪܥܘܢ
,,,,,,,ܟܕܦܢܝܘ܂܂܂,܂
,,,,ܘܦܢܝܘ,,,,ܘܦܢܝܘ
,,,,ܚܐܪ̈ܐ,,,ܚܐܪ̈ܐ,ܚܐܪ̈ܐ
,ܦܬܓܡܐܠܡܠܟܐ,,,ܦܬܓܡܐܠܡܠܟܐ,,,ܦܬܓܡܐܠܡܠܟܐ,ܦܬܓܡܐܠܡܠܟܐ
,ܥܠܟܠܡܕܡܕܢܫܐܠܠܗ܂ܘܢܒܢܐܠܗܒܝܪܬܐܗܝܕܒܥܐ܂ܘܢܝܬܐܡܕܐܬܐܕܡܨܪܝܢܕܬܠܬܫܢ̈ܝܢܘܢܐܬܐ܂ܘܟܕܫܡܥܘܪܘܪ̈ܒܢܐܥܢܘܘܐܡܪܘܠܡܠܟܐ܂ܝܕܥܐܢ̄ܬܡܪܝܡܠܟܐ܂ܕܠܘܒܫ̈ܢܝܟܕܝܠܟܒܠܚܘܕ܉ܐܠܐܒܫ̈ܢܝܣܪܚܕܘܡܐܒܘܟ܂ܨܒ̈ܘܬܐ,,,ܘܐܡܪܝܢ,,,ܘܐܡܪ̈ܝܢܟܠܗܘܢ,ܘܐܡܪܝܢ
,,,,ܟܠܗܘܢ܆,,,,ܟܠܗܘܢ܂
,,,,ܝܕܥܬܡܪܝܡܠܟܐ,,,ܝܕܥܬܡܪܝܡܠܟܐ,ܝܕܥܬܡܪܝܡܠܟܐ
,,,,ܕܨܒܘ̈ܬܐ,,,ܕܨ̈ܒܘܬܐ,ܕܨܒܘܬ̈ܐ
,ܕܐܝܟܗܠܝܢ,,,ܕܐܝܟܗܠܝܢ,,,ܕܐܝܟܗܠܝܢ,ܕܐܝܟܗܠܝܢ
,,,,ܒܝܘܡ̈ܝܟ,,,ܒܝܘܡܝ̈ܟ,ܒܝܘܡܝ̈ܟ
,,,,ܘܒܝܘܡܝ̈,,,ܘܒܝܘܡܝ̈,ܘܒܝܘܡܝ̈
,,,,ܐܒܘܟ܆,,,ܐܒܘܟ,ܐܒܘܟ܆
,ܐܚܝܩܪܣܦܪܐܫܪܐ,,,ܐܚܝܩܪܣܦܪܐܫܪܐ,,,ܐܚܝܩܪܣܦܪܐܫܪܐ,ܐܚܝܩܪܣܦܪܐܫܪܐ
,ܗ̄ܘܐ,,,ܗَܘܐܠܗܝܢ܆,,,ܗ̄ܘܐ,ܗ̄ܘܐ
,ܠܗܝܢ܂,,,,,,ܠܗܝܢ,ܠܗܝܢ܂
,ܘܐܦܗܫܐ,,,ܘܐܦܗܫܐ,,,ܘܐܦܗܫܐ,ܘܐܦܗܫܐ
