Brit_Libr_Or_9321,Brit_Mus_Add_7209,Cod_Arab_236,DFM_00614,Mingana_Syr_258,Sachau_290_Sachau_339,Vat_sir_159
,,,,,المسايل,
,الرسالة,الرسالة,,الرسالة,,
,التي,التي,,الذي,التي,
,بعثها,ارسلهالهفرعون_,,بعثها,بعثوا,
,لهالمصريين,,,لهالمصريين,لهالمصريين_,
,وقال,وقال,,وقال,وقال,وقال
,,لهخدياحيقار_,,لي,لي,
,خذ,,خذ,خذ,خذ,خذ
,,انظر,,,,
,حيقر,ايشارسلوا,أبصر,ياحيقار,ياحيقار,ابصر
,,,,,انظر,
,وابصر,,,وابصر,,
,ايش,,ايش,ايش,ايش,ايش
,قدبعثوا,,قدبعثوا,قدبعثوا,قدبعثوا,بعث
,,,,,وشيعوا,
,لنا,لنا,لنا,لنا,لنا,
,المصريين,المصريين,المصريونهذافعلوا,المصريين,المصريين,
,بعدقتلك,بعدقتلك_,بعدقتلك,وقد,بعدقتلك_,
,,لانهماحزنوناوقهرونا,حتىيقهرونا,,لان,
,قد,,,,قد,
,قهروناواحزنونا,,,قهروناواحزنونا,قهروناواحزنونا_,
,وكل,وكل,وكل,وكل,ولكل,
,اهل,اهل,اهل,اهل,اهل,
,بلدنا,بلادنا,بلادنا,بلدنا,بلدنا_,
,قد,هربوااليمصر_,لماسمعواهربواإلى,التموا,وجميعاهلالبلد,
,انتقلوا,,,,انتقلوا_,
,وهربواالى,,,وهربواالى,وهربواالى,
,بلدهم,,,بلد,بلد,
,,,مصر,مصر,مصر,
,من,من,من,من,من,
,خبر,خبر,أجلخبرأخذ,خبر,خبر,
,المال,المال,المال,المال,المال,
,والكسيمالشديد,والخراج_,,والكسيمالشديد,والكسيمالشديد,
,الذي,الذي,الذي,الذى,الذي,
,يطلبوا,ارسليطلبه,يطلبوا,يطلبوا,يطلبوا,
ملكمصر,لنا,ملكمصر,مننا,مننا,مننا,لنا
وعرضهاعلىاحيقارامّاهوفتناولهامنيديالملكوقرآها,ولما,_ولقدصرتفيحزنًاعظيملدلك_فاخدحيقارالرسلةوقراها_,ولما,فلما,ولما,المصريّنولماقريت
,قرا,,قرا,قرا,قرىالرسايلحيقار_,
,حيقر,,حقارالرساله,حيقار,,
وفهم,الرساله,وفهم,وفهم,الرساله,,الرساله
كلّ,فهم,,,فهم,فهم,وعرفت
ماكانفيها,مافيها,ماكانفيها,مافيها,مافيها,مافيها,مافيها
فقالاحيقارللملكلاتكتئبيامولاي,اجاب,ومايريدفرعون_فقال,أجاب,واجاب,اجاب,قلتلسيدىلملك
,وقال,,وقال,وقال,وقال,
,للملك,للملك,للملك,للملك,للملك,
,سنحاريب,لاتحزن_ولاتغتم,,سنحاريب,فلا,
,لا,,لا,لا,,لا
,تحزن,,تحزن,تحزن,تحزن,تحزن
,يا,يا,يا,يا,,
,سيدي,سيدي_,سيدي,سيدى,,
ولا,ولا,اناامظيالي,ولا,ولا,,
تغتاظ,تغتاظ,,تغتاضأناأمضيإلى,تغتم,,
فانّياناانطلقالى,اناامضيالى,,,اناامضيالى,اناامضيالى,اناامضيالى
مصروأعطي,مصر,مصر,مصروأعطي,مصر,مصر,مصر
جوابًالفرعونوافسّرسائراسئلتهواجلبجزيةثلاثسنواتلمصرواُخزيجميعاعدآءك,,اليعندفرعون_,,,واعطي,واعطي
,وانا,وانا,,وانا,,
,اعطي,اردلهجوابهوالمسايل_,,اعطى,,
,جواب,,الجوابلفرعون,الجوابلفرعون,جواب,جواب
,الملك,,وأشرح,,فرعون,فرعون
,واشرح,,,واشرح,واشرح,
,لههذه,,لههذه,لههذه,لههذه,
,المسله,,المسألهوأجيب,المسالهوكلمسالهيسالني,المسايل,
,واجيب,واجيب,,واجيب,واجيب,واجيب
,لك,لك,لك,لك,,لك
,الكسيموالمالمن,منهالمالوالكسيم_واجيبلكخراج,الكسيموالمالمن,الكسيموالمالمن,الكسيموالمالمن,المالالذىذكرواخز
,مصر,مصر,مصر,مصر,مصر,
,,وتخومها,وأرد,وتخومها,ومنتخومها_,
,وارد,ثلثسنين_واردلك,,وارد,وارد,
,كل,كل,كل,كل,كل,
,الذين,منقدمضامناهلبلدك_,الذين,,الذي,
,هربوا,,هربوا,هربوا,هربوا,
,الى,,منبلادناوبعوناللهوبدولتكأخزيكلأعدايكولماسمعالملكقوله,الى,الى,
,بلدهم,,,بلادهموابكَّتواخزى,بلدهم_,
,واخزي,واخزي,,,واخزي,
,كل,,,كل,كل,
,اعداك,اعداك,,اعداك,اعداك,اعداك
,ومبغضيك,ومبغضيك_,,ومبغضيك,,
بعونالله,بعونالله,بعونالله,,بعونالله,بعونالله,
ياسيديالملكفلمّاسمعالملكاقوالاحيقارانسرّفرحًاوانشرحصدرهطربًافوهبحينئذٍلاحيقارولامراتههداياعديدةورفعمنْصبنبوسميجالجلّاد,ودولتكوسعادتك,تعاليوبسعادتك_فلاتكونالافرحانًامسرور_فلما,,ودولتكوسعادتك,ودولتكوسعادتك_,
,ولما,,,ولما,ولما,ولما
,سمع,سمع,,سمع,سمع,سمع
,سنحريب,سنحاريبالملك,,سنحاريبالملك,الملكهولاالاقوال_,سيدىهذاالقول
,اقول,كلامحيقار_نهظقايمًاوقبلهبينعينيه_وقاللهمتلكمنيصلحلخدمةالملوكوقضيحوايجهم_وليسفيالذنياكلهاحكيمفيلسوفمتلكياحيقار_وانماكنتضيعتكبغيرمعرفهفلاتواخدنيبدلك_لانليسليّدنبًاوانماكانتخديعهمننادانابنك_فقالحيقارللملكطبنفسًاياسيديالملك_انمايلتقيكلانسانفعله_وانتفلاتغتممنهداالامرَّابدًا_فانااكفيكهمَّه_ففرحالملكعندذلك,,اقول,,
,هولاي,,,هولاى,,
,فرح,,فرح,فرح,فرح,فرح
,فرحًعظيموابتهجوسروعمليوم,فرحًا,فرحًا,فرحًا,فرحًا,عظيم_وانعمعلى
,عظيم,عظيم_,عظيم,عظيم,عظيم_,
,واعطا,واعطا,وأعطىالمواهبالملكلحقاروللامراهوللسيافأجلسه,واعطا,واعطىمواهبكثيرةليالملكوالىالامرا,
,,السياف,,,,السياف
,مواهب,,,,,
,,,,لي,,
,,,,مواهب,,
,كثيره,مواهبجليله_واجلسهفيدرجهعاليه_عنددلككتبحيقار,,,,بالعطايوكبره
,لي,,,,,
,,,,كتيرهوكلالملوكوالامراوالاكابراعطونيخلعًكثيرهوالسيافادرجته,,
درجةً,والملوكوللامرا,,,درجةً,,
اعلىوعظَّمهكثيرجدًا_,وللاكابر,,,,وللاكابر_,
,ويبوسميكمسكينكنكنتي,,,,وامايبوسميكالسيَّاف,
,اجلسه,,,,اجلسه,
,فيدرجة,,فيدرجة,,فيدرجة,
,عاليه,,عاليه,عاليه,عالية_واعطاهُمواهبعظيمة_,
,ومرتبة,,,ومرتبة,,
,مرتفعه,,,عظيمه,,
,واعطالهمواهب,,,واعطالهمواهب,,
,كثيرة,,,كثيرهومنبعد,,
وبعد,وبعد,,وبعد,,وبعد,وبعد
يوم,يوم,,يوم,يوم,يوم,يوم
حرَّرتانااحيقاررسالةًالىاشفغنهزوجتيوقلتلهاهكذاحينهذهالرسالة,انا,,انا,انا,انا,انا
,حيقر,,حقار,حيقار,حيقار,حيقار
,الحقير,,,الحقير,الحقير,بعثت
الى,كتبت,,كتبت,كتبتوارسالةوبعثتوها,كتبتُرسايلوبعثتها,الى
يدكيلزمان,رساله,رساله,رساله,,,
,وبعثت,الي,إلى,,,
,الىعند,,,الىعند,الىعند,
,زوجتياشفغني,اشفغني,,اشفغني,اشفغني,اشفغني
,,زوجته_وكانتماهرهفيالحكمهوالمعرفه_فارسليقول,زوجتي,زوجتي,زوجتي_,زوجتي
,وقلت,,وقلت,وقلت,وقلتُ,وقلت
,لها,لها,لها,لها,لها,لها
,,الديقدجراللملك_وقاللهاانكي,,,في,حال
تامري,حين,تامري,حين,حين,حين,
,وصول,,وصول,وصول,وصول,وصول
,هذه,,هذه,هذه,هذه,
,الرساله,,اليكآمري,الرساله,الرسايلاليك,
,اليكي,,,اليكي,,اليكي
,امري,,,امري,امري,امري
الصيَّادين,الصيادين,الصيادين_,,الصيادين,الصيَّادين,قولي
,,,للصيادين,,,للصيادين
ان,,ان,ليصيدوا,ان,ان,ان
يصطادوا,يصيدوا,يصطادون,,يصيدوا,يصيدوا,يصيدوا
لنافرخين,لنافرخين,لنافرخين,لنافرخين,لنافرخين,لنافرخين,لنافرخين
من,نسورا,نسوره,نسوره,نسوره,من,نسورا
النسورواعدّيلهماصندوقينكبيرينوحضّريلكحبالقنب,,,,,النسورة,
,وقولي,وقولي,وقولي,وقولي,وقولي,وقولي
يكون,,,,,,
طويلةالفيذراعوأعطينبونحلوطفشاليمالىالنسآءالمرضعاتلكييرضعنهم_,لصنناع,لصناع,لصنايعالحبالأن,الصناع,لصناع,لصناع
,القطن,القطن,,القطن,القطن,القطن
,ويبرموا,يبرموا,يبرموا,ان,ليبرموا,ان
,,,,يبرمو,,يفتلوا
,لنا,,لنا,,لنا,لنا
,شريطين,شريطين,شريطين,شريطين,شريطين,شريطين
,قطن,قطن,قطن,قطن,قطن,يكونواغليظ
,,,يكون,,,
,ويكون,,,ويكون,ويكون,
,,كلواحد,,,,
,غلظ,غلظ,,غلظ,غلظ,
,صبع,اصبع_,,اصبع,اصبع_,صبع
,ويكونواطوال,وطول,,ويكون,ويكون,وطول
,,,طولهم,طولهم,طول,
,,,,,كلواحد,
,,,ألفين,,,
,الفين,الفين,,الفين,الفين,الفين
,ذراع,دراع_,ذراع,ذراع,ذراع_,ذراع
,وقولي,وقولي,وقولي,وقولي,وقولي,والنجارين
,للنجارين,للنجارين,للنجارين,,الى,
,,يصنعواصندوقين,,النجارين,النجارين,
,,,,حتى,حتى,حتى
,ينجروا,,ينجروا,ينجروا,يعملوا,ينجرون
,لنا,,لنا,لنا,لنا,
,صناديق,,صناديق,صناديق,صناديق,صناديق
,كبار,كبار_,كبار,كبار,كبار_,كبار
,واعطي,وخديبنوحالواخيهطبشاليماولادالجاريه_وكونيادبحي,وأعطي,واعطي,واعطي,واعطي
,نبواحايل,,نبوحال,نبوحال,نبوحال,نبوحال
,وطبشاليم,,وطبشليم,وطبشاليم,وطبشليم,وطبوليم
,الصبيان,,لنساء,,الصبيان,
,الذيلنا,,,الذيلنا,الذيلنا,
,لسبعة,,,لسبعة,لسبعة,لسبعة
,نسا,,,نسا,نساءٍ,نسا
,مرضعات,,مرضعات,مرضعاة,مرضعات,مرضعةحتىيربوهمواذبحي
,ليرضعوهم,,ليرضعوهم,ليرضعوهم,حتىيرضَّعوهمويربَّوهم_وكونواتذبحوالهم,
,,,,,,كليوم
,ويربوهموكونياذبحي,,وأذبحي,ويربوهموكونياذبحي,,
,,,كليوم,,كليوم,
,خاروف,,خاروف,خاروف,خروف_,خاروف
,كليوم,,,,,
,,كليوم,,كليوم,,
,,,وأطعميالنسوراحتىيكبروا,,,للنسوراوكليوم
,,خاروفينصغار,,,,
واطعمي,واطعمي,واطعمي,,واطعمي,واطعمي,
يوميًّاخروفًاواحدًاللنسرينحتىيكبرا_واركبيهمادائمًاالفتيينعلىظهري,النسور,الواحدللنسورهوالواحدللصبيان_,,النسوره,الىالنسرينليكبرواويسمنواوكونيكليومانتركبي_الصبيانعلىظهورهماي,
,ليكبرونويسمنون,,,ليكبرونويسمنون,,
,وكونيكليوم,وكونيكليوم,وكليوم,وكليوم,,
,ركبي,ركبي,ركّبي,كونىركَّبي,,ركبي
,الصبيان,الصبيان,الصبيان,الصبيان,,الصبيان
,علىظهور,عليظهرالنسوره_حتييرتفعوابهمعنالارضقليلقليل_واربطيالاولادربطًاوتيقفوق,علىظهور,علىظهور,علىظهور,علىظهور
النسرين,النسور,,النسورا,النسورهكلما,النسرين,النسورا
طالماهماصغيرين,كلماهم,,لأنهما,,كلماهم,كلماهم
,صغار,,صغار,صغار,صغار,صغار
بلا,بلا,,بلا,بلا,بلا,
ثقل,ثقل,,ثقلهوطيّري,ثقل,ثقل,
واعقدي,واعقدي,,,واعقدى,واعقدي,واعقدى
الحبالبأرجل,الشراريط,,,الشراريط,الشرطانفيارجل,الشريط
النسرين,بارجل,,,بارجل,النسرين,بارجل
في,النسور,,النسورا,النسورهوطيريهمفى,وطيَّريالنسرينفيالجوء,النسورا
الجوّ_,وطيري,,في,الجوّ,,وطيري
ويركبالولدانالصغيرينعلىظهريهماماداماصغيرينحتىيعتادونعلىحملهما_وعند,النسورفي,,,,,النسورافى
,الجو,,الجو,,,الجو
,والصبيان,,والصبيان,والصبيان,والصبيان,والصبيان
,,,على,على,على,على
,,,ظهورهم,ظهورهم,ظهورهما,ظهورهم
,ركَّاب,,ويصعدوافيهمقليلًا,ركاب,ركَّاب,ركاب
,علىظهورهم,,,,,
,قليل,,قليل,قليل,قليل,قليل
,قليل,,ليتيعودون,قليل,يتعودونبحملهما_,قليل
,ليعتادون,,,ليتعلمون,,ليعتادون
,بحمله,,بحملهم,بحملهم,,بحملهم
,ولما,,ولما,ولما,ولما,ولما
,يصعدون,,يصعدوافيطيرانهم,يصعدون,يصعدون,يصعدون
,الطيور,,,الطيور,النسرين,الطيور
,ليطيرونفي,,,ليطيروا,ليطيروا,فى
,الفضا,,,فىالفضاويعلون,فيالجوءوالفضاءعلَّمي,الفضا
,علمي,,علمي,,,اعلمواالصبيانليقولونهاتواحجارا
,,,,علىظهورالنسوره,,
,الصبيان,,الصبيان,وعلميهم,الصبيان,
,ليصرخونويقولون,,ليصرخواويقولوا,ليصرخونويقولون,ليصرخواويقولوا,
,مع,,مع,مع,مع,
طيرانهما,طيارانهم,,طيرانهم,طيرانهم,طيرانهما,
علّميالولدينالصياحوهماعلىظهْريالنسرينعندتحلقهماصاعدينفيالفضآءهكذا_ناولوناكلسًاوجصًّاوحجارةً_فانّالبناينوالفَعَلَةبطّالينفانّهميريدونانيشيّدواقصرًافيالفضآء_وبعدذلكاجذبيالفرخينوانزليهماعلىالارضوادخليهماداخلالصندوقوارسليليجوابًالاعرفباكتمالهذاالعمل_واشفغنهزوجتيكانتعلىجانبعظيممنالحكمةففعلتكلماأمرتهابهوعرّفتنيعنه_وبعدايّاميسيرةانااحيقار,وهم,,وهم,وصَّلوا,وهم,
,على,,على,,على,
,ظهور,,ظهور,,,
,,,,,ظهرانالنسرينانيصرخانويقولانوصلوالناجصوكلسوطينولبنوحجارة_لانالبنائينوالفعولقايمينبطَّالين,
,النسوره,النسوره_,,,,
,,,النسوراوصلّوالناجصّولبنوحجاره,,,
,وصلوا,وشديالشريطينالقطنفيرِجْلَيْالنسوره_وكونيكل,,,,
,لناجص,,,لناجص,,
,وكلس,,وكلس,وكلس,,وكلس
,وطينولبن,,ونورالنبنيلفرعونالملكفيالسماءمقصورهلأنالأردخلوا,وطينولبن,,الاردخلالفعول
,وحجارات,,,وحجاره,,
,لان,,,لان,,
,الاردخلهوالبناين,,,البناوون,,
,والفعول,,والفعول,,,
,قايمينبطالين,,بطالين,بطالين,,بطالين
,ويريدون,,والطيورجريهمونزليهم,ويريدون,ويريدون,
,,,,,,حتىيبنونمقصوره
,,,,حتىيبنونمقصوره,,
,يبنوامقصورهفيالسما,,,,انيبنونقصرالىالملكبينالسماءوالارض_,بينالسماوالارض
,وكونيجري,,,فىالفضاوكونيجرَّىونزلى,وكونيجري,
,ونزلي,,,,ونزَّلي,
,الطيوروالصبيان,,,الطيوروالصبيان,الطيوروالصبيان,
,اليكي,,اليكي,اليكي,اليك,
,حتى,,حتى,حتى,حتى,
,اجي,,أجيأناواشفغنيزوجتيكانتامرأهحكيمهفهيمهوكلشيالذيأوصيتهابهعملتهوبعدأيامقليله,اجى,اجي,
قلتللملك,واشفغنيزوجتيكانت,,قلتللملك,واشفغنيزوجتيكانت,واشفغنيزوجتيكانت,
ان,امراة,,آزنني,امراةًحكيمه,امرأةحكيمةماهرة_ليسكانفينساء,
,ماهرهليس,,,ماهرهليس,,
,في,,,فى,,
,نسا,,,نسا,,
,بلدنا,,,بلدنا,بلدنا,
,,,,مثلها,مثلها,
,,,,ولا,,
,افهم,,,افهم,,
,,,,ولااشطر,,
,منها,,,منها,,
,واشطر,,,,,
,وكلما,,,وكلما,وكلما,وكلما
,اوصيتها,,,وصيتها,اوصيتها_,
,فعلتوعملتوبعدايام,,,فعلتوعملتوبعدايام,فعلتوعملتوبعدايام,
,قليله,,,قليله,قليلة_,
,انا,,,انا,انا,
,حيقر,,,حيقار,حيقار,
,قلت,,,قلت,قلت,
,لسنحريب,,,لسنحاريب,الى,
,الملكاذنلي,,,الملكاذنلي,الملك_اذنلي,
,ياسيديحتى,,ياسيديحتى,ياسيديحتى,ياسيديحتى,
انطلقالىمصر,انطلقالىمصر,,أنطلقإلىمصرلأن,انطلقالىمصر,انطلقالىمصر,
لانّالزمنالذييوافقاسيربهقدحان_حينئذٍاعطانيامرًافاخذت,لان,,,لان,_لان,
,وصلوقت,,وصلوقت,وصلوقت,وصلوقت,
,,,الذي,,الذي,
,امضي,,أسيربهولماأمرنيالملكبالانطلاقأخذت,امضي,امضي_,
,ولمَّا,,,ولما,ولمَّا,
,اعطانيامر,,,اعطانيامر,اعطانيامر,
,اخذت,,,اخذتوا,واخذت,
معي,معي,,معي,معي,معي,
عسكرًاجرَّارًا_ولمّاسِرْنامسيريوم_اقمنابمحّلٍوسيعالسهول_فاخرجتحينئذٍالنسرينمنالصندوقوربطتبارجلهماامراسًاواركبتالولدينالصغيرينعلىظهريهمافطارافيالفضآءالىانماكانيُنظرانفاخذاذذاكالولدانبالصياحوهماعلىظهريالنسرينفيالفضآءناولوناجصًّاوكلسًاوحجارةًلانّالبنّآينوالفعلهبطالونويريدونانيبنواقصرًاعاليًافيالسمآءحينئذٍجذبتهمافنزلا_فلمّاسمعالاثوريونبهذاالامرفرحوافرحًاعظيمًا,عسكر,,عسكر,عسكر,عسكر,
,كثير,,ومضيتمرحلةيوم,كثير,عظيم_,
,وانطلقت,,,وانطلقتوا,وانطلقت,
,مرحلة,,,مرحلة,رحلةيوم_وامرت,
,يوم,يوم,,يوم,,
,امرت,ارفعيهمعنالارضاكترمنيوم_حتييرتفعونعليطولالشراريط_فاداكملدلكونجزعلَّميالاولادحتياداارتفعواللجويكونوايقولواوهمعليظهرالنسوره_اوصلوالناعاجلًا_جصَّوكلسوطينولبنوحجاره_,,واحدوامرتوا,,
,العسكر,,,العسكر,العسكر_,
,ووقفنا,,ووقفنا,انوقفوافى,فوقفنا,
,في,,في,,في,
,بقعةٍ,,بقعة,بقعة,بقعة,
,وسيعه,,وسيعه,وسيعه,وسيعةجدًامفتخرةبهية_,
,مفتخره,,وأخرجتمنالسناديق,مفتخره,,
,بهيه,,,بهيَّهواخرجتوا,,
,واخرجت,,,,واخرجت,
,منالصناديق,,,منالصناديق,,
,النسرين,,النسرين,النسرين,النسرين,
,وعقدت,,وعقدت,وعقدتوا,منالصندوقينوعقدتُ_الشرطانبارجلهموركبتُالصبيانعلىظهرها_وطاروا,
,الشراريط,,الشراريط,الشراريط,,
,بارجلهم,,برجليهم,برجليهم,,
,وركبت,,وركبت,وركبتوا,,
,الصبيانعلىظهورهموطاروا,,الصبيانعلىظهورهموطاروا,الصبيانعلىظهورهموطاروا,,
,في,,في,فى,في,
,الجو,,الجو,الجو,الجو,
,وصعدوا,,وعليواعننظر,وصعدوا,وصعدوا,
,الىعلوا,,,وعلوا,,
,,,,الىعلو,الىعلو,
,عظيمحتىما,,,عظيمحتىما,عظيمحتىما,
,كانيترايونللناس,,,كانوا,كان_,
,,,,يترايوا,يترايوا,
,,,,,الى,
,,,الناس,الناس,الناس_,
,ومعصعودهم,,ومعصعودهم,ومعصعودهم,ومعصعودهم,
,استغاثواوصرخواالصبيان,,صرخواالصبيان,استغاثواوصرخواالصبيان,صرخواالصبيان,
,والنسرين,,,الذينعلىظهورالطيور,قايلينوصلوالناجصوكلسولبنوحجارة_لانالبنائينقايمينبطالين_ويريدونبانيبنواقصرالىالملكبين_,
,وقالواوصلوالناجص,,وقالواوصلوالناجص,وقالواوصلوالناجص,,
,وكلسوطينولبن,,ولبنوحجارهوكلسونورهلأنالأردخلواوالبناؤون,وكلسوطينولبن,,
,وحجاراتلانالاردخلهوالبناين,,,وحجارة,,
,,لان,,لان,,
,,المعلمينوالبنايينواقفين,,الفاسولوالبناوون,,
,والفعول,,والفعول,والفعول,,
,,,هم,,,
,قايمين,,قايمين,قايمين,,
,بطالين,بطالين_,بطالين,بطالين,,
,ويريدون,وهميريدون,ويريدون,ويريدون,,
,يبنوا,يبنون,يبنون,يبنون,,
,مقصورهفى,قصرللملك_بينالسما,في,مقصورهفى,,
,السمافجريتهموانزلتهمالي,,السماء,الفضاالعالىفجرّيتهمونزّلتهماليّونظرتهم,السماء,
,,والارض_,,,,
,,,,,والارض_,
,,وكونينزليالنسورهوالصبياناليكيفيالشراريطوكليوماصنعيهكدامرةًواحدهليكونوايتعودواعليذلك_الياناجيانامنعندالملك_,لفرعونالملكمقصورهعندذلكجريتالنسوراإلىعنديكماأوصيتزوجتي,,,
,,,,,فجربتهموبعدهُانزلتهماليَّ_,
,وابصرتهم,,,وابصرتهم,وابصرتهم,
,مثلما,,,مثلما,مثلما,
,يريدخاطري,,,يريدخاطري,يريدخاطري,
,ومدحت,,,ومدحتوا,هما_حينئذٍمدحتُ,
,لاشفغنيزوجتيالتياصلحت,,,لاشفغنيزوجتيالتياصلحت,لاشفغنيزوجتيالتياصلحت,
,واتقنت,,,واتقنت,كلشيءمثلما,
,كلشيامرتوها,,,كلشي,,
,,,,امرتها,امرتها_,
,وكل,,,وكل,وكل,
,وصيت,,,وصيَّة,وصيَّة,
,اوصيتوها,,,,الذي,اوصيتوها
,عملت,,,اوصيتها,اوصيتها,فعلتوبعدايامقلتلسيدىامرلىحتىامضي
,,,,عملتها,تعملهاجيدًا_,
,,,,,,الى
,ولماسمعوا,,ولماسمعوا,ولماسمعوا,ولماسمعوا,
,,,,,,مصر
,الاتوريين,,الاثوريين,الاتوريين,الاثوريين,ولمااعطانيدستورومضيتحتىوصلتالىمصر
,واهل,,الذيهربواإلى,واهل,واهل,
,نينوا,,,نينوى,نينوى,
,الذينكانوا,,,الذيكان,الذينكانوا,
,قدهربوا,,,قدهربوا,قدهربوا,
,,,,,الى,
,الي,,,الىمدينة,,
,مصر,,مصر,مصر,مصر,
,,,,,لمارأوا,
,جميعما,,جميعما,جميعما,جميعما,
,صنعت,,صنعتوا,فعلتوا,عملتُوصنعتُ_فرجعوا,
,,,,الى,,
,رجعوا,,رجعوا,,,
,الى,,,,الى,
,,,إلىبلادهمومواضعهموأناحقارلماوصلتإلىمصرومعيالذينأخذتهم,بلادهم,,
,,,,رجعوا,,
,بلدهم,,,,بلدهم_,
,والى,,,من,,
,مواضعهم,,,مواضعهم,,
,ذكر,,,ايضاوذكرحيقارودخوله,ذكر,ذكر
دخول,دخول,,,,دخول,دخول
احيقارامامفرعونملكمصر:انااحيقارلمّادخلتمعجنوديالىمصرذهبتالىفرعونالملكفاخبرهعبيدهقائلينهوذاقدوصلالرجلالذيطلبتهمنملكآثور_فماهوأمركبذلكفامرفرعونواعطانامحلًاليولعساكريفامرفرعونبعدذلكودخلتماثلًابينيديهوخررتساجدًالهفقاللياذذاكمااسمك_,حيقر,,,,حيقار,حيقار
,الىمصرالىعندفرعونالملك,,,الىمصرالىعندفرعونالملك,الىمصرالىعندفرعونالملك,الىمصر
,ولما,فلما,,فلما,ولما,ولما
,وصلت,وصلت,,وصلت,وصلت,وصلت
,انا,الرسالهالياشفغنيزوجةحيقاروكانتامراةًماهره_قدتحكمتوتعلمتوتفلسفتبكلشي_ففعلتجميعماقاللهازوجها_واتقنتعملها_وبعدايامقليلهدخل,,انا,انا,الىمصروبعثتعلمتلفرعونانجارجلمنعند
,حيقر,حيقار,,حيقار,حيقار,
,وعسكريالىمصر,اليالملكسنحاريب_وقاللهادنليسيديانطلقاليمصر_لانقداتياتيالوقتالدينمضيفيه_فقامسنحاريبالملكوودعحيقارواعطاهعسكركثيروخيروانعامجزيلوارسلهبسلام_عندذلكارسلحيقارواخدالصندوقين_الديبهمالنسورهوالصبيان_وسارقاصدديار,,وعساكريالى,وعسكريالىمصر,
,مضيت,مصر,مضيت,مصر,مضيتُ,
,,_فلماصارمرحلهواحدهحينيدًامرَّالعسكرفوقففيبقعةواسعه_تمانهفتحالصناديقواخرجالاولادوالنسوره_وركبالاولادعليظهرالنسورهوشدهموتيقوربطالشراريطفبدواالاولاديصيحواويقولوا_وصلوالناجصوكلسوطينولبنوحجاره_لانالمعلمينوالبنايينوقوفبطالين_ويريدوايبنواقصرالملكبينالسماوالارض_عنددلكسحبهمحيقاروانزلهماليه_ونظرهمكماكانيريدخاطرهوشكراشفغنيزوجتهودعالهافبهتتالعساكرالدينمعحيقاروقالوالهياسيدنامناولالزمانلمنسمعباحدًاصنعمثلهداالصنيع_وعلمواانهيريديغلبفرعونواهلمملكتهتمانهمساروافيالطريق_وكانفيكلمرحلهيصنعمتلذلك_ويرفعالطيوروالاولاداليفوق_فلماوصلالحكيماليمصروسارحتيوصلاليبابالملكفرعون_فدخلوااكابرهواعلموه_,اوَّلًاإلى,فمضيت,,
,الى,,,الى,الى,
,بابفرعونالملك,,بابفرعونالملك,بابفرعونالملك,بابفرعونالملك,
,,,وخبَّروه,فاكابره,_,
,واكابره,,,,واكابره,
,اعلموه,,,اعلموه,اعلموه,
,,,,,وعرفوه,
,بي,,بي,,بي,
,وقالواله,,وقالواله,وقالواله,وقالواله,
,انقد,انقد,قد,انقد,انَّقدرسل,
,بعت,اتياليكرسولمنسنحاريبالملك_,بعث,بعث,,
,لك,,لك,لك,لك,
,سنحريب,,سنحاريب,سنحاريب,سنحاريب,سنحاريب
,الملك,,الملك,الملك,الملك,
,رجل,,رجل,رجلً,رجلًا,
,مثلما,,مثلما,مثلما,مثلما,مثلما
,طلبت,,طلبت,طلبت,طلبتهُ_,طلبت
,له,,فالآن,,,
,ايش,ايش,,ايش,ايش,
,يكونمرسومك,يكونمرسومك,يكونمرسومك,يكونمرسومك,يكونمرسومك_,
,فامر,فامر,فأمرالملكأنيعطوناموضعًاندخل,فامر,فامر,فامر
,الملك,الملك,,الملك,الملك,
,فرعون,واعطاهمموظعينزلوا,,فرعون,,فرعون
,واعطونا,فيه_,فيه,فاعطونا,واعطونا,واعطونا
,موضع,هووالعساكرالديمعه_وامرَّفرعونالملكفادخلوهاليه_فلماحظر,فدخلونافيموضعًاأناوالذينمعيوأيضًاأمرالملكأنياتونيإلىعندهفأحضرونيقدَّامه,موضع,موضع,منزلوامرانيحضرالىَّالذىجا
,,,ولماحضرت,حتى,ونزلنافيها,ولماحضرت
,نزلنافيه,بينيديه_,بينيديه,نزلنافيه,,بينيديه
,اناوكل,سجدلهوسلم,,اناوكل,اناوكل,قاللىمااسمك
,العسكر,,,عسكريالذي,العسكر,
,التي,,,,الذي,
,معي,,,معي,معي_,
,وامر,,,وبعدذالكامر,وامر,
,فرعونوادخلونياليه,,,فرعونوادخلونياليه,فرعونوادخلونياليه,
,,,,,_,
,ولماحضرتقدامه,,,ولماحضرتقدامه,ولماحضرتقدامه,
,سجدتلهوسلمت,,سجدتلهوسلمت,سجدتلهوسلمت,سجدتُلهوسلمتُعليهِ_,
,عليه,عليه_,عليه,عليه,,
,فقال,فقال,فردّالسلاموقال,فردسلاميوقالما,فقال,
,ليمااسمك,لهفرعوناهلًابك,ليمااسمك,,ليمااسمك,
,,,,اسمك,,
,يا,,أيها,,يا,
,ايها,ايها,,ايها,ايها,
,الرجل,الرجل_,الرجل,الرجل,الرجل_,
قلت,قلت,فما,قلت,فقلت,قلتُ,قلت
,,اسمك_,,,,
اسم,,,,,,
,,فقال,,,,
,له,له,له,له,له,له
,,,أنا,,,
