Brit_Libr_Or_9321,Brit_Mus_Add_7209,Cod_Arab_236,DFM_00614,Mingana_Syr_258,Sachau_290_Sachau_339,Vat_sir_159
يدفنوه_,يدفنوه,,يدفنوه,يدفنوه,يدفنوه,
ويدفنوهفيشيع,ويشيع,,ويشيع,حتى,ويشيع,
,ويطلع,,,يشيع,,يشيع
الخبرفى,الخبرفي,,الخبرفي,الخبرفى,الخبرفي,الخبرفى
آثور,اتور,,آثور,اتور,اثور,اتور
ونينوا,ونينوا,,ونينوى,ونينوى,ونينوى,انحيقارقتلففعل
بانّاحيقارقدقتلفصنعحينيذٍالجلادواشفغنةزوجتيمكانًاخفيًاتحتالارض,وكل,,إنحقار,وكل,وكل,
,,,,,,السياف
,البلدانان,,,البلدانان,البلادانَّ,مثلماامرهواخباهتحت
,حيقر,,,حيقار,حيقار,
,قدقتلفقام,,قدقتلفقام,قدقتل_فقام,قدقتل_فقام,
,,,السياف,السياف,,
,يبوسميكمسكينكتي,,,,يبوسميك,
,ومعهزوجتيوعملوالي,,هووزوجتيمعهعملوا,ومعهزوجتيوعملوالي,ومعهزوجتيوعملوالي,
,مخفى,,,سرداب,موضعمخفي,
,مخبى,,,مخبى,,
,موضع,,,فيه,,
,في,في,,تحت,تحت,
,الارض,,,الارض,الارض_,الارض
,وحفروا,,,وحفروا,وحفروا,وماعلمبهاحدغيرزوجتهواخرجالسيافالخبرانقتلناحيقارالوزير_وشاعالخبرانقتل
,لي,,لي,لي,لي,
,مثل,,موضع,موضع,,
,سرداب,,مخفيتحتالأرضوحفرواسردابتحتعتبتالبابوأدخلونيإليهوحطَّواليخبزومآء,,سرداب,
طوله,طوله,,,طوله,طولهُ,
اربعة,اربعت,,,اربعة,اربعة,
عشر,عشر,,,عشر,عشر,
ذراعًا,ذراع,,,ذراع,اذرع_,
وعرضه,وعرضه,,,وعرضه,وعرضه,
سبع_وهوواقع,سبعه,,,سبعة,سبعة,
,اذرع,,,اذرع,اذرع_,
,وعلوه,,,وعلوّه,وعلوه,
,خمسةاذرع,,,خمسةاذرع,خمسةاذرع,
,وجعلوه,,,وجعلونىفيهتحت,وجعلوه,
تحتعتبة,تحتعتبة,,,,تحتعتبة,
البابفادخلونيوخبئونيفيهووضعواعنديخبزًاومآءوبعدذلكتركونيوذهبوافاخبرواالملكبانّاحيقارقدقتلكأمرك_ولمّا,باب,,,باب,باب,
,بيتي,بيتي_,,بيتي,بيتي_,
,وادخلوني,ويكونونغلمانالملكياكلونويشربونولايدرونبماصنعت_وانااعلمانالملكبعدحين_يصيرلهمصايبعظيمه_فيطلبنيويندمعليَّ_فيكونلكعندهغايتالكرامه_فصنعبوسميككماقالله,,وادخلوني,وادخلوني,
,اليهوخفوني,,,اليهوخفوني,اليه_وجعلواخبزوماءً_كثير,
,,,,فيه,,
,وجعلوا,,,وجعلوا,,
,عندي,,,عندي,عندي_,
,خبزوماء,,,خبزًوما,,
,كثير,,,كثير,,
,وتركونيمطمورفي,,وتركونيمطمورفي,وتركونيمطمورفي,وتركونيمطمورفي,
,ذلك,,السردابالمحفوروأنطلقواأعلمواالملكبأنقتلحقار,ذلك,تلكالحفيرة,
,الحفر,,,الحفيره,,
,وانطلقوا,,,وانطلقوا,وانطلقوا,
,اعلموا,,,اعلموا,منبعدماقتلواالعبدواعلمواسيديالملكانهحيقار,
,سنحريب,,,سيَّدي,,
,الملك,,,الملك,,
,,,,سحاريب,,
,ان,,,ان,,
,قدقتل,,,قدقتل,قدقتل,
,حيقر,حيقار,,حيقار,,
,مثلمرسومكولما,_واحظردلكالرجلمنالسجن_وكاناسمهمديقاروكانواقددخلواغلمانالملكاليمنزلحيقار_واكلواوشربواوسكرواقوي_فقاللهمبوسميك_قومواحتينفعلامرَّالملكونقطعراسحيقارالحكيم_فقامواوهملايدرون_واخدواذلكالشيخوقطعواراسهوابعدواعنهمايةدراع_وكانوايظنونانهحيقار_واماحيقاركانالسيافواشفغنيامراةحيقارانزلوهفيذلكالسردابولايعلمبهاحدًاثمانالسيافوالغلمانمظوااليالملكوسجدواقدامهوقالوا_يعيشالملكاليالابد_لان,مثلمرسومكولما,مثلمرسومكولما,مثل_مرسومك_ولما,
شاعالخبر,شاعالخبر,,شاعالخبر,شاعالخبر,شاعالخبر,
في,ان,,في,ان,اني,
اشورونينواناحواعليّ,قد,قد,آثورونينوىفولولوا,قد,قد,
,قتلت,قتلحيقار,,قتلحيقار,قتلت_,
,وسمعوا,الدياعتداعليملكك_ففرحنادانفرحًاعظيمفيخالهحيقار_ومظااليبيته_فوجدحيقارمقتولومرميعليالارض_وزوجتهاشفغنيوالجواروالعبيديبكونوينوحون,,وسمعوا,وسمعوا,وسمعوا
,بي,,,بي,بي,
,اهل,,,اهل,اهل,اهل
,المدينه,,,المدينه,المدينة,المدينه
,كلهم,,,خردشوا,كلهم,وتحفّوا
,بكيوا,عليه_,,,خدشوا,عليه_
,,,,وخرمشواوجوههم,,
,,,,,وخرمشواوجوههم,
,,فشاعالخبرفيمدينتاتورونينوا_فحزنواحزنًا,,وولولوا,,
,,,,,ولولواقايلينيا,
,,عظيم,,,,
,,وبكيوا,,وبكيوا,,
,عليّ,عليحيقار_وكانواالناسيولولواويندبواعليه_ويقولوا,,عليّ,,
,بكا,,,بكًا,,
,عظيم,,,عظيم,,
,نسااهلالمدينه,,,نسااهلالمدينه,,
,خدشوا,,,,,
,وخرشمواوجوههم,,وخرشمواوجوههم,,,
,وولولو,,وناحواعليَّ,,,
وقالوا,وقالوا,,وقالوا,وقالوا,,
واهًا,حيف,حيف,حيفي,حيف,حيف,
عليكيا,عليكيا,عليكيا,عليكيا,عليكيا,عليكيا,
احيقار,حيقر,حيقار,حقار,حيقار,,
الكاتبالماهر,الكاتبالماهر,_وعليحكمتكوعلمك_ياماهرياكاتبيامفسر,الكاتبالماهر,الكاتبالماهر,الكاتبالماهر,
وعارف,عارف,,عارف,وعارف,عارف,
الامورالخفيةمنذا,السراير,,,السراير,السراير,
,ومشرح,,,وشارحالكلماةوالمشاكلات,ومفسر,
,الكلمات,,,,الكلمات,
,المشكلات,المشكلات_,المشكلات,,المشكلات,
,والخفيات,,,والخفيات,معالخفيات,
,ويللنا,ويلنا,ويلنا,ويلنا,ويلنا,
,عليك,عليك,عليك,عليك,عليك,
,,ياحيقار_,أين,,,
,,,,من,,
,اين,,,اين,اين,
,نجدمثلك,,نجدمثلك,نجدمثلك,نجدمثلك,
,من,,من,,من,
,,,,ومن,,
,اين,اين,,اين,اين,
,بقى,بقي,بقى,بقا,بقى,
,يصير,يصير,يصير,يصير,يصير,
,,مثلك,,,,
,فهيم,فهيم,فهيم,فهيم,فهيم,
,,,,عارف,,
,وعارف,وحكيم,وعارف,,وعارف,
,وحكيم,وعارف_,,وحكيم,وحكيم,
,,,حكيمآخر,,,
,اخر,عندذلكدعا,,اخر,,
,مثلكحتى,,مثلكحتى,مثلكحتى,مثلك_حتى,
يقوم,يقوم,,يقوم,يقوم,يقوم,
مقامكفدعاحينئذٍاسرحدومالملكنذآننذآنوقاللهاذهبواصنعمناحةًلابيكاحيقاركاكعادةالعالمكلهفخرجنذآنوجآءالىالبيتفلميصنعابدًامناحةً,,,,في,في,
,موضعك,,موضعك,موضعك_,موضعك_,
,ودعا,,ودعا,ودعا,ودعىالملكالى,ودعا
,سنحريبالملكنادن,,سنحاريبالملك,سحاريب,,سنحاريبالملكنادن
,,الملكلنادان,نادان,الملكلنادان,نادان,
,ولدي,_وقالله_امظي,وقاللهأمضيأنتوأعمل,ولدي,ابني_,
,وقاللهامضي,,,وقاللهامضي,وقاللهامضي,وقاللهامضي
,,,,انت,انت,اعمل
,واعمل,واعمل,,واعمل,واعمل,
,بكا,بكا,بكا,عزا,بكى,عزا
,وعزا,وعزا,وعزىلحقار,وبكا,وعزا,لمربيكفاتىماعملعزاالابدايجلدالعبيدوما
,لحيقر,لحيقار,,لحيقار,علىحيقار,
,والدك,الديعلمكورباك_,والدك,والدك,والدك,
,ومربيك,,,ومربيك,ومربيك,
,ونوح,ونوح,ونوح,ونوح,ونوح,
,واحزن,واحزن,وأبكيعليهولمَّانادانالأحمق,واحزن,واحزن,
,عليه,عليه,,عليه_,ولاعملحسبامرالملكولمااتىنادان,
,ولمااتا,لاجلكرامته_فلمااتي,,ولمااتا,,
,,نادان,,نادان,,
,ولدي,اليالبيت_فدخلبفرحوقساوةقلب_ولا,,ولدي,,
,نادن,,,,,
,الاحمق,,,الاحمق,الاحمق_,
,قاسي,,وقاسي,وقاسي,لا,
,القلب,,القلب,القلب,,
,الشرير,,,الشرير,,
,لا,,لا,لا,,
,بكي,بكي,بكي,بكى,بكى,
,ولا,ولَّا,ولا,ولا,ولا,
,حزنولا,حزنولا,حزنولا,,حزنولا,
,عبّر,دكره,ذكرني,ذكرني,عبَّر,
,ذكري,,بقلبهالَّا,,ذكري,
,بفمه,بفمه_,,بفمه,بفمهِ_,
لكن,الا,لكن,,الّا,الا,
جمعله,جمعله,جمعله,جمعله,جمعله,جمعله,
اناسًااشرارًاوأرْديآءفشرعوا,اناس,اناس,أناس,اناس,اناس,
,فاسقينمفسودين,فاسقينمفسودين_,فاسقينمفسودين,فاسقينمفسودين,فاسقونومفسودين,
,شرهين,وبداياكلويشربمعهم,,شرهين,شرهين,
,,,,,مثله_,
,وبدوا,,وبدوا,وبدوا,وبدوا,
ياكلونويشربون,ياكلونويشربون,,ياكلونويشربون,ياكلونويشربون,ياكلونويشربون,
ويرقصون,ويرقصون,ويرقصون,ويرقسون,ويرقصون,ويرقصون,
,ويفرحونويغنوا,,,ويغنَّون,,
ويغنون_,,,ويغنون,,ويغنون_,
فاخذنذآن,ويسكرون,ويسكرون,ويسكرون,ويسكرون,,
,,ويغنون_,,,,
,وبدا,وبدا,وبدا,وبدا,وبدا,
,نادن,,نادان,نادان,نادان,
يمسك,يمسك,يمسك,يمسك,يمسك,يمسك,
جواريويعريهنطالبًامنهنالشرورحتىانّهلميخجلمنامراتي,عبيدي,العبيدوالجوار_يعدبهم,عبيدي,عبيدي,عبيدي,
,وجواري,,وجواريَّ,واجوارى,وجواريَّ,
,يعريهم,,يعريهم,ويعريهم,ويعريهم,
,ويجلدهم,ويجلدهم,ويجلدهم,ويجلدهم,ويجلدهم,
,ويضربهم,ويقتلهمويدوقهم,ويضربهم,ويضربهم,ويضربهم,
,ويعذبهم,,ويصنعكلشر,ويعذبهم,ويعذبهم,
,,,,ويضوَّقهم,اشدالعذاب,
,ويذوقهم,,,,ويذوقهم,
,كل,كل,,كل,كل,
,شرورواسيات,الاسيات,,اسيَّاه,الاسيات_,
,ولا,ولا,ولا,ولا,ولا,
,,استحامناشفغنيالدي,,,استحى,
,منزوجتي,,منزوجتي,منزوجتي,منزوجتي,
التي,التي,,التي,التي,الذي,
,هي,,,هى,,
,,ربته,,,ربته,
,,,,ربته,,
ربَّته,ربَّته,مثل,ربَّته,,مثل,
كولدٍلهالكن,مثل,,مثل,اقوامن,,
,,ولدها_,,,ولدها_,
,,,ولدها,ولدها,,
,ولد,,,,,
,,,ما,ما,,
,استحا,,استحا,استحا,,استحا
,وبهت,,منها,وبهت,,منالذينربوه_
,بل,بل,بل,بل,بل,بل
اراد,اراد,اراد,أراد,اراد,اراد,اراد
فضحهاومضاجعتهاوامّاانااحيقارفكنت,النجس,,النجس,النجس,النجس,انيعملمعهمالشر_وانا
,ان,ان,أن,ان,ان,
,يقعمعهافي,يقعمعهافي,يقعمعهافي,يقعمعهافي,يقعمعهافي,
,الخطيه,الخطيةالنجسه_وكانحيقار,الخطيَّه,الخطيه,الخطية_واناحيقارفيالمطمورة,
,ويهتكسترها,,ويهتكسترها,ويهتكسترها,,
,وانا,,وأنا,وانا,,
,حيقر,,,حيقار,,حيقار
,المظلوم,,المظلوم,المظلوم,,
,ملقي,ملقي,ملقىفيالمطمورهوأنا,ملقا,,
,في,في,,في,,
,ذيكالمطمورهفي,تلكالحفره_ويسمعظربالعبيد,,ذيكالمطمورهفي,,
,الحفرالظلمالغسق,,,الحفيرةالمظلمه,,
,وانا,,,وانا,,
اسمع,اسمع,,اسمع,اسمع,اسمع,اسمع
منتحتالارضصوتصراخابنآءبيتيمنقِبَلنذآنفبدأتاصلّيامامآلهيمتضرعًالاجلهمفسمعاللهتنهداتيمناعماقالارض_وارسلبعدايامقلائللنبوسميجالىعنديوسلّاني_وعزَّانيوأتونيبالخبزوالمآء_,جلد,,ضرب,جلد,جلد,اهانةاهليولماقدراتكلم_وبعدذلكصليتُ
,عبيدي,,عبيدي,عبيدى,عبيدي,
,وبكايهم,وبكاهم_,وبكاهم,وبكاهم,وبكايهم_,
,والذييقاسوامننادنعقوبات,وكانيحتملدلكويحزنويبكي,والذي,وما,والعقوباتالذي,
,,,يقاسون,يقاسون,يقاسون,
,,,منهوأكبدوأبكيوأحزنوبعدذلكاستغثتإلىاللهالرحوم,مننادان,مننادان,
,,,,عقوباة,ابني,
,وكل,,,وكل,,
,ضنك,,,طنَّاً,,
,وانااسمع,,,وانااسمع,وانااسمع,
,واتكبد,,,واتعبَّد,واتكبد,
,وابكيواحزن,,,وابكيواحزن,وابكيواحزن,
,عليهم,عليهم_,,عليهم,عليهم,
,وعلىنفسيوعلى,وعلينفسهوعليزوجتهاشفغني_وبعددلكرجعحيقارالحكيماليعلمهوعقله_وصلا,,وعلىنفسيوعلى,وعلىنفسيوعلى,
,شي,,,شيَّاقد,ما,
,جرىلي,,,جرىلي,جرىلي,
,,,,منذالك,,
,وقد,,,وقد,وقد,
,اتاعليوبعد,,,اتاعليوبعد,اتىعليَّ_وبعدهذارجعتُ,
,ذلك,,,ذالك,,
,رجعت,,,رجعت,,
,وصليت,,وصليت,وصليتوا,,
,الى,,وبعدأيامقليلهأتىيبوسمسكنكنتيوسلّاني,الى,الى,
,الرب,,,الرب,الرب,الرب
,الرحيم,,,الرحوم,وقلتياربفرجليوبكيتبكىمرًا,الرحوم
,وبعدايام,,,حتىهويخلَّصنيبرحمتهوبعدايامً,وبعدايام,وبعداياماتاالىَّالسيافوسلّانىبكلخير_ولماخرجقلتُلهصلىعوضىاللهتعالى
,قليلهاتااليّ,,,قليلهاتااليّ,قليلةاتىاليَّيبوسميكالجلاد_,
,يبوسميكميسكينكنتي,,,السياف,,
,ودخلعليّ,,,ودخل,ودخل,
,,,,عليّ,,
,وسلاني,,,,عليَّوسألعنحاليوجرب,
,,,,وسلنى,,
,وجبر,,وجبر,وجبر,,
,قلبي,,قلبي,قلبي,قلبي,
,وعزاني,,,وعزاني,وعزاني_,
,وجاب,,وجاب,وجاب,واجاب,
,لي,,لي,لىايضاخبزً,لي,
,ايضًاخبز,,خبزوماءولماقاملينطلققلتوالهأدعيإلىاللهليخلصني,,ايضًاخبز,
,,,,وماءً,,
,,,,,وماءً,
,وماي,,,,,
ولمااراد,ولمااراد,,,ولمااراد,ولمااراد,
الذهابالتمستمنهانيصلّيالىاللهلكييخلّصني,,,,ان,ان,
منهذاالمكان,يخرجمنعنديقلتله,,منهذاالمكان,يخرجمنعنديقلتله,يخرجمنعنديقلتله,
وصلَّىوقالايهاالآلهالرحومالمجيد,قرّبصلاته,,فلمادعاقالياإلاهالرحمةوالرحومأذكرحقار,قدَّمصلاتًعنيوتضرَّع,قربصلوة,
,وتضرععوضي,,,,وتضرععوضي,
,الي,الي,,الى,الى,
,,الربالعظيموقال_يا,,,,
,الله,الله,,الله,الله_,
,وقوليا,الرحيم,,وقوليا,ثمفرعونملكمصرلمّاسمعبانه,وقوليا
,الاهالكريم,,,الاهً,,رحوم
,,المتعالي_,,,,
,المتعالي,,,,,
اذكر,,يارب,,,,اذكر
,,,,رحيم,,
احيقارالملتجئاليكوخلّصهمنهذاالسجن_فلمّاسمعفرعونبانّاحيقارالحكيمقدقُتل,,,,ومتعالي,,عبدكلانعليكهواتكالهُورجاهُخلصهمنالسجن_
,يا,,,,,
,,كريم,,,,
,,,,يا,,
,رب,,,,,
,رحيم,,,,,
,,,,ربً,,
,,,,كريم,,
,ياصالحيامنصفيافايضالرحمه,ياصالحيامنصفيافايضالرحمه,,ياصالحيامنصفيافايضالرحمه,,
,علي,علي,,على,,
,خلقه,خلقه_,,خلقه,,
,اذكرحيقر,ادكر,,اذكر,,
,,عبدكحيقار,,عبدكحيقار,,
,الذيهو,الذيهو,الذيهو,الذيهو,,
,متكل,متكل,بك,متّكل,,
,عليك,عليكومستعين,,عليكومستعين,,
,مستعين,,مستعين,,,
,بك,بك,وإسمعصلاتهوأقبل,بك,,
,ملتجي,وملتجي,,وملتجي,,
,اليك,اليك_,,اليك,,
,وافتقده,افتقده,,افتقده,,
,برحمتكوخلصهونجيهلانه,برحمتكوخلصهونجيه_لانه,,برحمتكوخلصهونجيهلانه,,
,عليك,مظلوموقد,,عليك,,
,جعلرجاه,جعلرجاه,,جعلرجاه,,
,وهومظلوم,عليك_اقبلتظرعهوعينهوخلصه_وافرجعنهظيقتهوشدته_فلماشاعخبرحيقارانه,,وهومظلوم,,
,اسمعصلاتهواقبل,,,والانهو,,
,تضرعه,,تضرعه,,,
,وأعينهواجيبهلانهاهو,,وايضًافرعون,,,
,يصرخاليكمنشدة,,,يصرخاليكمنشدة,,
,ضنكه,,,ضيقته,,
,وكثرة,,,وكثرة,,
,ضياقهواوجاعه,,,اوجاعهوبعدذالك,,
,وفرعون,,,,,وفرعون
,ملكمصر,,ملكمصر,,,ملكمصر
,لماسمع,,لماسمع,لماسمع,,لماسمع
,,,,فرعونملكمصر,,
,ان,,,ان,,
,قدقتل,قدقتل_,قدقتل,قدقتل,قدقتل,قدقتل
,حيقر,فسمع,حقارالماهرمحل,حيقار,حيقار,حيقار
,,,,الحكيم,,
,الماهرالحاذق,,,الماهرالحاذق,,
,في,في,,فىالعلموعارفالمشكلاة,,
,العلومعارف,ذلكفرعونملكمصر_,,,,
,المشكلات,ففرح,المشكلات,ففرح,,
,مشرحالمسلات,,,,,
فرح,فرح,,فرح,,فرح,فرح
فرحًا,جداوسر,فرحًا,فرحًا,جداوسر,جدًا_,جدًا
عظيمًاوحرَّررسائل,,عظيم_,عظيم,,,وسَرْ
,وكتب,وكتب,وكتب,وكتب,وكتب,وكتب
,رساله,رساله,رساله,رسالتً,رسالةاذيقولفيها_,رساله
وارسلها,وبعث,وارسلها,وبعثها,وبعث,,وبعث
قائلًا,وقال,اليسنحاريبالملك_يقولفيهاهكدا_,وقال,وقال,,وقال
منفرعونملكمصرالى,منفرعونملكمصر,منفرعونملكمصر,منفرعونملكمصر,منفرعونملكمصر,منفرعونملكمصرالى,منفرعونملكمصر
اسرحدومملكاثورونينواونينوىالسلاموالسِلِم_إعلم,,_,إلى,الى,,الى
,الي,الي,,,,
,سنحريب,سنحاريب,سنحاريب,سنحاريب,,سنحاريب
,ملك,ملك,ملك,ملك,ملك,ملك
,اتور,الموصل_,آثور,اتور,اثور,اتور
,ونينوا,,ونينوى,ونينوىسلامًتامًوتحيَّاةً,ونينوى,
,سلاموتحيات,سلاموتحيات,سلاموتحيهوإكراماعلمياأيهاالملك,,سلاموتحيات,سلاموتحيات
,اليك,واكرام_,,واكرام,اليك_,
,,,,عليك,,
,اعلم,اعلم,,اعلم,اعلم,اعلم
ايهاالملك,ايهاالملك,ايهاالملك_,,ايهاالملك,ياايَّهاالملكانَّ,ايهاالملك
انّي,ان,اني,,ان,,اني
قداشتهيت,قداشتهيت,قداشتهيت,قداشتهيت,قداشتهيت,قداشتهيت,قداشتهيت
ان,,ان,حتى,حتى,ان,ان
اشيّد,ابني,ابني,أبني,ابني,ابني,ابني
لي,لي,لي,لي,لي,لي,لى
مقصورة,مقصورة,مقصوره_بين,مقصورهبين,مقصورهبين,قصر,مقصورهبين
واقعة,واحدهبينالسماللارض,السماء,السماء,السما,,السما
بين,,,والأرضوأريدحتى,,بين,
السمآء,,,,,السماوالارض_,
والارض,,والارض_,,والارض,,والارض
واريد,واريد,واريد,,واريد,واريد,واريد
ان,حتي,منكان,,منصدقاتالملكحتىتبعت,حتى,ان
ترسل,تبعث,ترسل,ترسل,,تبعث,تبعث
لي,لي,ليرجلً,لي,لي,لي,لى
منعندك,منعندك,منعندك_,منعندك,منعندك,منعندك,
رجلًا,رجل,يكون,رجل,رجل,رجلًا,
مهندسًاانيشيّدها,اردخل,,أريدكلماأفصّليكونيعرفيبنيه,,بنَّاء,اردخل
,,بنَّا,,,,
,بنَّنا,حكيممهندسحتييبنيلياياها_واريدانيردليمسالةً,,,,
,فاسول,,,فاسول,فاسول,
,,,,بنَّا,,
,ليعرف,,,ليعرف,ليعرف,ليعرف
,,,,يبنيها,يبنيها,يبنيها
كما,,,مثل,كما,كما,مثل
,,,ما,,ما,ما
اريد,,,أريدويعرفيجازيني,اريد,اريد_,اريد
اناويكون,,,,وليعرف,وايضًاليعرفحتى,وايضا
يعرف,,,,,,يعرف
يجاوبني,يجاوبني,,,يجاوبني,يجاوبني,يجاوبني
علىكلسوال,علي,,على,على,على,
,كل,,كل,كل,كل,كل
,مسلة,,مسالةأسالهوإنرسلت,ما,مسألةالذياسأله,مسالتً
اساله,اساله,اساله_,,اساله,,اساله
ايّاهُ,,,,وتعرف,انكانتعرف,انكانتعرف
فان,,فان,,انتبعثلي,انتبعثلي,ان
قدرتانتجدرجلًاكذاوترسلهلي,,كنتترسلليَّدلك_,من,من,من,
فاناارسل,,فاناارسل,,,,
اليكجزيةثلاثسنواتلمصروجميعاقطارها,,مالمصرواخراجهاتلتسنين_,,,,
وان,وان,وان,,,,
لم,كان,لم,,,,
تقدر,تبعث,,,,,تبعث
ترسللي,منيعرف,ترسللي,,,,لىمنيعملماقلنا
رجلًاكذا,يبني,ذلك_والَّا,يبني,يبني,يبني,
ارسل,,ارسل,,,,
,,,لي,لي,لي,
لي,,,,,,
,المقصوره,,المقصوره,مقصوره,القصر,
,ويعمل,,ويعمل,ويعمل,ويعمل,
,الذي,,الذي,الذى,الذي,
,نقول,,أقول,اقول,اقول,
,له,,له,له,له,
,نبعثلك,,نبعثلك,نبعثلك,نرسللكم,نبعثلك
,معه,,,معه,معه,معه
,كسيم,مال,كسيم,كسيم,كسيم,مال
,مصر,بلاد,مصر,مصر,مصر,مصر
,,,,ثلث,_,ثلث
,وكلبلادهاوتخومها,,وكلبلادهاوتخومها,,وكلبلادهاوتخومها_,
,كسيمواديتلتةاسنين,,,,ثلاثة,
,,,,سنين,سنين_,سنين_
,والا,,,والا,والّاانتمارسلوا,والا
,انت,,,انت,,
,,,,,لنا,
,جبانتوابعث,,,ابعث,,ابعث
مع,,,,,مع,
,لنامعهذاالرسولالذي,,,لنامعهذاالرسولالذي,هذاالرسولالذي,
رسولناالموجودعندكجزيةثلاثسنواتلاثورونينوى_ولمّاقرأاسرحدومالملكهذهالرسالة,,,,,,لناانتمالاتور3
,قدبعت,,,بعتنا,بعثتاليكم_كسيماثورونينوىثلاثة,
,اليككسيم,,,اليككسيم,,
,اتور,اتور,,اتور,,
,ونينوا,ونينوا,,ونينوى,,
,ثلاث,وخراجهاتلتسنين_فلما,ثلث,ثلث,,
,سنين,,سنين,سنين,سنين,سنين
,,,,,_,
,ولما,,ولما,ولما,ولما,ولما
,وصلت,وصلت,وصلت,وصلت,وصلت,وصلت
,الرساله,الرساله,هذهالرساله,الرساله,الرسالة,الرساله
,قروها,الي,وقروها,,وقروها,قدامهم
,قدامالملك,,قدّامسنحاريبحنئذ,وقراها,قدامالملك,وقراها
,سنحريب,,,قدام,حينئذٍ,
جمع,,سنحاريب,,سنحاريب,جمع,سنحاريب
الىعندهجميعالاشرافاو,,,,,,
,دعا,,دعا,,,دعا
,الملك,الملك_,الملك,الملك,,الحكما
,,دعا,,,,
,,,أكابره,فدعا,,
,وجمع,,وجمع,وجمع,,
,كل,جميع,الأحرار,جميع,كل,
الاحرار,الاحرار,جنودهوالاحرار,,الاحرار,الاحرار,
الاشرافوالحكمآء,والحكما,وكل,وكل,وكل,,
والفلاسفة,,الحكما,الحكماء,الحكما,والفلاسفة,
والسحرة,والفلاسفهوالسحرا,والفلاسفهوالسحرا_,والفلاسفهوالسحرا,والفلاسفهوالسحرا,والحكماء,
والعارفين,والعارفين,,,والعارفين,,والعارفين
,,,والعرافين,,,
بالنجوم_,,والمنجمين,والمنجمين,والمنجمين,والمنجمين,
,,والعرافين,,,,
,الذين,,التيفيمملكتي,الذين,الذين,
,,الدي,,,,
,فيمملكته,فيمملكته,,فيمملكته,فيمملكته_,
,وقرا,وقرا,وقرا,وقرا,وقروا,وقرا
,,تلك,تلك,تلك,تلك,
,الرسالهقدامهم,الرسالهقدامهم_,الرسالهقدامهم,الرسالهقدامهم,الرسالةقدامهم_قال,الرسالهقدامهم
وقال,وقال,وقال,وقال,وقال,,وقال
لهم,لهم,لهم,لهم,لهم,لهم,لهم
من,اي,من,من,ايَّ,اي,اي
,,,,,واحد,
منكم,منكم,منكم,منكم,منكم,منكم,منكم
يقدرانينطلق,,,,احد,,
,يستطيع,يستطيع,يستطيع,يستطيع,يستطيع,يستطيع
,,يمظيالي,,ان,,
,يمضي,,يمضي,يمضي,يمضي,يمضي
,الى,,إلى,الى,الى,الى
,مصر,مصر,مصر,مصر,مصر,مصر
ويجاوب,ويجاوب,_ويقظيمصالحفرعون_كماارسليقول_,ويجاوب,ويجاوب,ويجاوب,ويجاوب
علىفرعونالملك,فرعون,,فرعون,فرعون,فرعون,فرعون
فقالوا,الملك,فقالوا,الملك,الملك,_,
مجاوبيناسرحدومالملكليعلممولاناالملكبالحقيقةانّهذهالسوألاتوالاعتراضاتكانتمختصةباحيقارالحكيم_غيرانّهانظرالآنولاحظمنالقائممقامهأدعهالىعندكواساله_فدعاحينئذٍالملكنذآنوأعطاه,,,أجابوهوقالوالهياسيدناهؤلاء,علىهذاالامرالذىبعثالينا,,
,اجابوه,,,اجابوه,اجابوه,اجابوه
,وقالوا,,,كلهم,قايلين,
,له,له_,,وقالواله,,وقالواله
,يعلم,يعلم,,اعلميا,يعلم,ان
,سيدناالملكان,سيدناالملك_ان,,سيدناالملكان,سيدناالملك_ان,
,,,,,,هولاى
,,,,هولاى,,
,هولايالمسلات,هده,,,هولاالمسألات,المسالاتليسيقدراحديحلهاالافى
,,المشكلاتوالمسالات_,المشكلاتوالمسالات,المسالاة,,
,والمشكلات,,,,,
,,,أحدلميفهمولايعرفإلاحقار,,,
,ليس,ليس,,والمشكلات,,
,,,,ليس,ليس,
,,,,,يوجد,
,فيعهدكوايامك,فيعهدكوايامك,,,فيعهدكوايامك,
,فقط,فقط_,,,فقط_,
,الا,ولكن,,,الا,
,,في,,في,,
,وفي,,,,في,
,,,,عهدكوايامك,,
,ايام,عهد,,,ايام,ايام
,والدك,والدك,,اليوممن,والدك_,ولدك
,كل,ايضا_احدًاماكانيحلالمشكلاتحميعها_الا,,,كل,
,المسلات,حيقار,,,المسألات,حيقار
,والمشكلات,,,,والمشكلات,وحدهُ
,حيقر,,,,حيقار,
,الحكيم,الحكيم,,,الحكيم,
,وحده,وحده_,وحده,,وحده,
,,وانتقدامرتوقتلته_,هو,,فقط,
,كان,,كانيحلهم,,كان,كانيحلهم
,يفهمهم,,,يفهمهم,يفهمهم,
,ويحلهم,,,ويحلَّهم,ويحلهم,
,ويشرحهم,,ويشرحهم,ويشرحهم,ويشرحهم,
,,,,غيرحيقار,,
,ونحنما,ونحنما,ونحنما,ونحنما,ونحنما,ونحنما
,كنا,,,كنا,,نعرف
,نفهم,,نفهم,نفهم,نفهم,
,مثله,,,مثله,مثله,
,ولا,,,ولا,ولا,
,نلحق,نلحق,,نلحق,نلحق,
,علمه,علمه,علمه,علمه,علمه,
,,ولا,ولا,,,
,ومعرفته,,,ومعرفته,ام,
,والا,,نعرف,والان,,والان
,,معرفته_,,,معرفته_,
,,,معرفته,,,
